,masked_shop_click_from_search,masked_other_tab_click,masked_item_impression,shop_follower_number,shop_L180D_order,Score
29,10731.157894736842,113.0,9662496804.0,13398.0,47179.0,945757082.0189846
30,291.63157894736844,102.0,399480169.0,13398.0,47179.0,39104918.19415604
31,135.0,58.0,329023321.0,13398.0,47179.0,32208644.66520918
32,370.42105263157896,330.10526315789474,299428416.0,13398.0,47179.0,29312136.084036563
33,1.0,223.0,687593284.0,13398.0,47179.0,67304822.15370284
34,537.5263157894736,223.0,489073225.0,13398.0,47179.0,47874272.78895471
35,1.0,124.0,449948944.0,13398.0,47179.0,44044588.847297296
36,537.3684210526316,124.0,484660225.0,13398.0,47179.0,47442306.00787856
37,1015.6842105263158,25.0,411075625.0,13398.0,47179.0,40240159.91285679
38,4.0,91.0,493817284.0,13398.0,47179.0,48338334.823656864
39,401.4736842105263,190.0,524959744.0,13398.0,47179.0,51386710.42682057
40,1.0,366.0,1084582489.0,13398.0,47179.0,106161459.37917465
41,93.94736842105264,80.0,405700164.0,13398.0,47179.0,39713625.38483956
42,4.842105263157895,25.0,22201.0,1203.0,405.0,2310.6506627653894
43,6.2105263157894735,29.05263157894737,29241.0,1203.0,405.0,3001.557737481522
44,6.7368421052631575,30.210526315789476,42025.0,1203.0,405.0,4253.420104789737
45,9.526315789473683,27.894736842105264,47961.0,1203.0,405.0,4834.962798451035
46,4.842105263157895,25.0,23104.0,1203.0,405.0,2399.0346884109676
47,6.052631578947368,32.526315789473685,32041.0,1203.0,405.0,3276.6046162967295
48,4.842105263157895,29.05263157894737,12769.0,1203.0,405.0,1388.6979902100497
49,4.684210526315789,24.42105263157895,19600.0,1203.0,405.0,2055.8226920973298
50,4.684210526315789,30.210526315789476,15129.0,1203.0,405.0,1619.9729555187123
51,4.526315789473684,28.473684210526315,28561.0,1203.0,405.0,2934.0736115055565
52,4.684210526315789,28.473684210526315,28224.0,1203.0,405.0,2901.159019604627
53,2.789473684210526,30.210526315789476,7744.0,1203.0,405.0,896.2979707293024
54,4.894736842105263,31.94736842105263,144400.0,1203.0,405.0,14273.41027489506
55,4.684210526315789,24.42105263157895,19321.0,1203.0,405.0,2028.5146708845762
56,109.26315789473684,300.0,77246521.0,12903.0,10012.0,7562652.066508313
57,21.526315789473685,113.0,68013009.0,12903.0,10012.0,6658796.350359479
58,1.0,234.0,88811776.0,12903.0,10012.0,8694570.195802025
59,54.10526315789474,267.0,90763729.0,12903.0,10012.0,8885657.585483823
60,1.0,245.0,78925456.0,12903.0,10012.0,7726918.21977325
61,4.0,256.0,84400969.0,12903.0,10012.0,8262856.331339219
62,1.0,542.0,376243609.0,12903.0,10012.0,36827977.979951546
63,401.2631578947368,234.0,139806976.0,12903.0,10012.0,13686067.581069915
64,110.94736842105264,168.0,57441241.0,12903.0,10012.0,5624107.204411859
65,1.0,399.0,142945936.0,12903.0,10012.0,13993175.264171867
66,1.0,333.0,78552769.0,12903.0,10012.0,7690467.091495837
67,1.0,245.0,73410624.0,12903.0,10012.0,7187136.322852922
68,69.21052631578948,245.0,70610409.0,12903.0,10012.0,6913086.682735832
69,132.57894736842104,267.0,76912900.0,12903.0,10012.0,7529998.176745201
70,3803.368421052632,553.0,731377936.0,2211.0,11611.0,71588809.04407413
71,4.0,993.0,2963604721.0,2211.0,11611.0,290073616.91699636
72,4254.894736842105,366.0,855738009.0,2211.0,11611.0,83761094.9154531
73,952.578947368421,289.0,393070276.0,2211.0,11611.0,38474509.22054554
74,752.2631578947369,212.0,288524196.0,2211.0,11611.0,28241613.085875016
75,18.94736842105263,267.0,246050596.0,2211.0,11611.0,24084063.005041577
76,1.0,212.0,316768804.0,2211.0,11611.0,31005810.022485163
77,299.63157894736844,223.0,310076881.0,2211.0,11611.0,30350952.998820998
78,2388.7894736842104,267.0,603684900.0,2211.0,11611.0,59089725.431039624
79,9.0,454.0,412943041.0,2211.0,11611.0,40419249.69278507
80,45.94736842105263,245.0,347263225.0,2211.0,11611.0,33990579.517141536
81,2618.2631578947367,267.0,613850176.0,2211.0,11611.0,60084786.73746835
82,201.52631578947367,289.0,379314576.0,2211.0,11611.0,37127791.19073931
83,168.68421052631578,256.0,271854144.0,2211.0,11611.0,26609731.531465117
84,5.157894736842105,14.0,438244.0,1053.0,405.0,43016.50538676988
85,212.68421052631575,86.94736842105263,4182025.0,1053.0,405.0,409565.8037907348
86,31.42105263157895,47.0,3104644.0,1053.0,405.0,304020.728007531
87,3.789473684210526,14.0,485809.0,1053.0,405.0,47671.47271620483
88,11.736842105263158,47.0,221841.0,1053.0,405.0,21848.351902768583
89,212.68421052631575,86.94736842105263,4173849.0,1053.0,405.0,408765.5515275252
90,164.21052631578948,104.89473684210526,4439449.0,1053.0,405.0,434745.8700765985
91,7.105263157894737,25.0,2917264.0,1053.0,405.0,285662.7700426219
92,211.57894736842104,96.78947368421052,4108729.0,1053.0,405.0,402394.22816315125
93,11.105263157894736,62.05263157894737,6002500.0,1053.0,405.0,587653.2246344396
94,2.473684210526316,52.78947368421053,330625.0,1053.0,405.0,32493.57097608674
95,4.157894736842105,44.68421052631579,390625.0,1053.0,405.0,38364.54502620376
96,134.3684210526316,106.05263157894736,15563025.0,1053.0,405.0,1523488.656232033
97,211.1578947368421,116.47368421052632,3940225.0,1053.0,405.0,385907.1669985958
98,4.789473684210527,31.94736842105263,93025.0,4233.0,431.0,9498.749127609053
99,9.36842105263158,57.42105263157895,189225.0,4233.0,431.0,18924.434248722147
100,9.526315789473683,58.578947368421055,180625.0,4233.0,431.0,18083.104739209663
101,9.526315789473683,71.3157894736842,198025.0,4233.0,431.0,19790.065882732382
102,9.0,14.0,1144900.0,4233.0,431.0,112450.80240984319
103,4.0,14.0,498436.0,4233.0,431.0,49173.83357276262
104,13.68421052631579,39.47368421052632,972196.0,4233.0,431.0,95556.69165931226
105,16.0,36.578947368421055,524176.0,4233.0,431.0,51705.44516904742
106,1.0,58.578947368421055,179776.0,4233.0,431.0,17996.206393475237
107,1.0,27.894736842105264,129600.0,4233.0,431.0,13075.721339869207
108,1.0,14.0,65025.0,4233.0,431.0,6751.002784235375
109,5.052631578947368,29.63157894736842,116964.0,4233.0,431.0,11841.267426144132
110,4.0,25.0,150544.0,4233.0,431.0,15126.137688507002
111,1.0,14.0,91204.0,4233.0,431.0,9313.356502259288
112,9.842105263157896,14.0,6512704.0,2052.0,14562.0,638630.5257682368
113,127.78947368421052,47.0,53260804.0,2052.0,14562.0,5214313.595511127
114,47.10526315789474,47.0,20205025.0,2052.0,14562.0,1978837.086219551
115,13.31578947368421,36.0,8082649.0,2052.0,14562.0,792302.1859657974
116,83.3157894736842,25.0,23882769.0,2052.0,14562.0,2338817.5289181503
117,16.473684210526315,25.0,8832784.0,2052.0,14562.0,865722.1148853516
118,54.10526315789474,91.0,15100996.0,2052.0,14562.0,1479280.3765637109
119,16.68421052631579,25.0,9060100.0,2052.0,14562.0,887971.4923979301
120,25.473684210526315,14.0,14348944.0,2052.0,14562.0,1405634.6537863454
121,4.0,69.0,20016676.0,2052.0,14562.0,1960389.31526042
122,16.42105263157895,91.0,9326916.0,2052.0,14562.0,914106.9549503583
123,47.10526315789474,14.0,20187049.0,2052.0,14562.0,1977067.5740996937
124,28.63157894736842,36.0,11655396.0,2052.0,14562.0,1142003.1005486287
125,27.894736842105264,80.0,13704804.0,2052.0,14562.0,1342608.567852239
126,3882.578947368421,278.0,1231939801.0,26613.0,30396.0,120586180.38966236
127,4112.0,223.0,1211109601.0,26613.0,30396.0,118547443.13884522
128,1112.5263157894738,300.0,1132457104.0,26613.0,30396.0,110847764.09052211
129,1670.1052631578948,234.0,1544097025.0,26613.0,30396.0,151138572.01907176
130,933.2105263157896,256.0,1642843024.0,26613.0,30396.0,160803332.17216027
131,1435.0526315789473,212.0,1007364121.0,26613.0,30396.0,98604003.47620709
132,2568.2105263157896,267.0,1840753216.0,26613.0,30396.0,180175159.93476415
133,269.5263157894737,278.0,1362348100.0,26613.0,30396.0,133348701.4029537
134,5107.368421052632,135.0,981819556.0,26613.0,30396.0,96105360.22750135
135,74.10526315789474,212.0,1469572225.0,26613.0,30396.0,143843499.8701665
136,396.6842105263158,135.0,1375593921.0,26613.0,30396.0,134645191.78512767
137,4014.105263157895,278.0,1235311609.0,26613.0,30396.0,120916265.54325475
138,578.6842105263158,267.0,4144526884.0,26613.0,30396.0,405663521.3156877
139,4015.0,201.0,1245313521.0,26613.0,30396.0,121895211.74957682
140,437.4736842105263,91.0,193043236.0,1404.0,405.0,18895094.11131717
141,1.0,245.0,1038515076.0,1404.0,405.0,101648218.70481957
142,149.21052631578948,25.0,255680100.0,1404.0,405.0,25025729.808538992
143,599.0526315789474,212.0,273803209.0,1404.0,405.0,26799844.7583364
144,23.894736842105264,36.0,251571321.0,1404.0,405.0,24623517.36983973
145,437.4736842105263,146.0,192349161.0,1404.0,405.0,18827176.046790134
146,576.3157894736842,135.0,263900025.0,1404.0,405.0,25830505.222482346
147,32.68421052631579,135.0,228342321.0,1404.0,405.0,22349938.455050386
148,253.10526315789477,91.0,203062500.0,1404.0,405.0,19875679.595928065
149,433.1578947368421,223.0,261857124.0,1404.0,405.0,25630512.735676624
150,218.10526315789477,69.0,202066225.0,1404.0,405.0,19778143.68007264
151,22.789473684210527,157.0,251064025.0,1404.0,405.0,24573900.51410939
152,218.10526315789477,91.0,202236841.0,1404.0,405.0,19794849.97138201
153,508.3157894736842,168.0,219099204.0,1404.0,405.0,21445460.70572163
154,4.0,1169.0,6955560000.0,105216.0,214684.0,680821622.5137045
155,1.0,1114.0,6152519844.0,105216.0,214684.0,602221469.6012703
156,16.0,1048.0,5845061209.0,105216.0,214684.0,572127954.6501317
157,4.0,1840.0,30094616484.0,105216.0,214684.0,2945631308.3236613
158,4.0,905.0,3725515369.0,105216.0,214684.0,364670548.174546
159,16.0,1400.0,8247909124.0,105216.0,214684.0,807314520.0719583
160,4.0,1015.0,3563970601.0,105216.0,214684.0,348858868.598514
161,17824.157894736843,850.0,3983376996.0,105216.0,214684.0,389917508.00732017
162,1.0,894.0,4719690000.0,105216.0,214684.0,461978579.01525253
163,1.0,971.0,3667998096.0,105216.0,214684.0,359040879.09064764
164,4.0,960.0,5077132516.0,105216.0,214684.0,496964434.90077347
165,4.0,1180.0,4450224100.0,105216.0,214684.0,435603826.9319532
166,11766.736842105263,971.0,4900280004.0,105216.0,214684.0,479659672.59972864
167,1.0,1752.0,4396353025.0,105216.0,214684.0,430331195.34151626
168,131.78947368421052,47.0,9672100.0,3462.0,6164.0,947471.9513589353
169,1.0,47.0,11758041.0,3462.0,6164.0,1151581.841070925
170,16.473684210526315,58.0,8814961.0,3462.0,6164.0,863528.6791713791
171,93.94736842105264,179.0,33942276.0,3462.0,6164.0,3323016.7380103306
172,27.84210526315789,69.0,11189025.0,3462.0,6164.0,1095906.2366662696
173,1.0,25.0,14668900.0,3462.0,6164.0,1436484.8137994353
174,10.842105263157896,47.0,8708401.0,3462.0,6164.0,853092.9160431772
175,143.42105263157896,25.0,10601536.0,3462.0,6164.0,1038441.966772667
176,13.473684210526317,168.0,12559936.0,3462.0,6164.0,1230112.3113343604
177,25.473684210526315,69.0,14371681.0,3462.0,6164.0,1407417.8606116883
178,1.0,135.0,12390400.0,3462.0,6164.0,1213502.818484526
179,4.0,157.0,16638241.0,3462.0,6164.0,1629281.9406086903
180,62.73684210526316,91.0,18662400.0,3462.0,6164.0,1827409.0740597593
181,1.0,201.0,68906601.0,3462.0,6164.0,6745227.641267591
182,144.0,1884.0,157493000000.0,29808.0,38547.0,15415139042.518723
183,64.0,1004.0,21323008576.0,29808.0,38547.0,2087063418.536464
184,100.0,1906.0,17816910400.0,29808.0,38547.0,1743893087.9950488
185,49.0,1136.0,71023316004.0,29808.0,38547.0,6951640690.503196
186,1024.0,2643.0,257909000000.0,29808.0,38547.0,25243678225.41511
187,121.0,916.0,8044475481.0,29808.0,38547.0,787384336.7261932
188,289.0,2698.0,252017000000.0,29808.0,38547.0,24666979488.14729
189,441.0,3886.0,1260610000000.0,29808.0,38547.0,123386259627.60895
190,289.0,1741.0,216508000000.0,29808.0,38547.0,21191421758.450043
191,289.0,1774.0,169039000000.0,29808.0,38547.0,16545240912.058287
192,625.0,2797.0,32315095696.0,29808.0,38547.0,3162950050.783983
193,1225.0,2896.0,286387000000.0,29808.0,38547.0,28031054120.01193
194,441.0,1609.0,119801000000.0,29808.0,38547.0,11725913515.64634
195,1024.0,2995.0,160480000000.0,29808.0,38547.0,15707501993.090727
196,100.0,1653.0,911375721.0,8946.0,46477.0,89208308.20224117
197,4.0,1664.0,5452788649.0,8946.0,46477.0,533713647.1714153
198,16.0,839.0,516971169.0,8946.0,46477.0,50604410.33847811
199,1.0,1081.0,702356004.0,8946.0,46477.0,68749613.60324828
200,16.0,894.0,560789761.0,8946.0,46477.0,54893312.54159348
201,25.0,916.0,695798884.0,8946.0,46477.0,68107774.84894757
202,9.0,751.0,402523969.0,8946.0,46477.0,39402493.07896226
203,263.3684210526316,751.0,577344784.0,8946.0,46477.0,56513755.271135285
204,49.0,795.0,537636969.0,8946.0,46477.0,52627143.19873654
205,9.0,740.0,580520836.0,8946.0,46477.0,56824504.852709964
206,36.0,1015.0,566154436.0,8946.0,46477.0,55418443.11515986
207,9.0,1301.0,864654025.0,8946.0,46477.0,84635124.33523795
208,16.0,927.0,490622500.0,8946.0,46477.0,48025476.531067714
209,4.0,740.0,426629025.0,8946.0,46477.0,41761847.286626436
210,4.0,289.0,236021769.0,8202.0,16226.0,23103274.543764476
211,64.0,718.0,2508807744.0,8202.0,16226.0,245559659.9957687
212,9.0,278.0,241926916.0,8202.0,16226.0,23681258.652211253
213,16.0,476.0,282408025.0,8202.0,16226.0,27643540.670106847
214,25.0,333.0,386515600.0,8202.0,16226.0,37833364.43713292
215,355.94736842105266,190.0,205262929.0,8202.0,16226.0,20092780.959071066
216,4.0,267.0,342176004.0,8202.0,16226.0,33493454.584178563
217,4.0,234.0,251634769.0,8202.0,16226.0,24631430.315716155
218,4.0,344.0,253350889.0,8202.0,16226.0,24799434.584547803
219,1.0,168.0,106028209.0,8202.0,16226.0,10379699.089951098
220,9.0,267.0,289000000.0,8202.0,16226.0,28288684.607256714
221,4.0,344.0,249766416.0,8202.0,16226.0,24448592.7755136
222,4.0,256.0,216119401.0,8202.0,16226.0,21155256.29136252
223,443.2631578947368,322.0,261501241.0,8202.0,16226.0,25597365.52227728
224,4.7368421052631575,30.789473684210527,158404.0,990.0,405.0,15625.952137991186
225,10.36842105263158,14.0,69696.0,990.0,405.0,6940.766518563925
226,9.789473684210526,30.789473684210527,62001.0,990.0,405.0,6192.45054406202
227,10.36842105263158,25.0,75076.0,990.0,405.0,7470.702425963593
228,9.526315789473683,31.94736842105263,178084.0,990.0,405.0,17554.68252862659
229,4.0,168.0,310249.0,990.0,405.0,30529.741783845897
230,9.526315789473683,27.894736842105264,47961.0,990.0,405.0,4817.241293132454
231,2.3684210526315788,26.73684210526316,5776.0,990.0,405.0,684.7062518945694
232,9.789473684210526,23.84210526315789,62500.0,990.0,405.0,6239.175271592559
233,4.894736842105263,32.526315789473685,35721.0,990.0,405.0,3618.5589174361553
234,9.526315789473683,14.0,53824.0,990.0,405.0,5386.868250702656
235,4.157894736842105,14.0,386884.0,990.0,405.0,37983.793185599236
236,8.736842105263158,32.526315789473685,175561.0,990.0,405.0,17307.560346089707
237,5.631578947368421,14.0,103684.0,990.0,405.0,10265.340227269695
238,49.0,520.0,1274204416.0,9183.0,62896.0,124722110.80196196
239,81.0,619.0,1754101924.0,9183.0,62896.0,171693665.36053383
240,196.0,564.0,1448106916.0,9183.0,62896.0,141743455.51954895
241,121.0,608.0,1613869929.0,9183.0,62896.0,157968022.86702606
242,225.0,762.0,1676984401.0,9183.0,62896.0,164145647.81560594
243,64.0,531.0,1638792324.0,9183.0,62896.0,160407333.47429967
244,144.0,377.0,1564677136.0,9183.0,62896.0,153153060.10977083
245,64.0,542.0,1394051569.0,9183.0,62896.0,136452549.26569307
246,400.0,696.0,1353062656.0,9183.0,62896.0,132440824.39371671
247,169.0,575.0,1117163776.0,9183.0,62896.0,109351323.94447868
248,1225.0,1026.0,5002167076.0,9183.0,62896.0,489609109.4656774
249,100.0,487.0,1382798596.0,9183.0,62896.0,135351127.67389074
250,49.0,454.0,1224370081.0,9183.0,62896.0,119844395.07763329
251,196.0,388.0,1597041369.0,9183.0,62896.0,156320839.9009439
252,324.0,322.0,274266721.0,8823.0,21322.0,26847176.116018444
253,441.0,388.0,285238321.0,8823.0,21322.0,27921128.957022972
254,208.68421052631575,168.0,185776900.0,8823.0,21322.0,18185852.329683673
255,9.0,157.0,219395344.0,8823.0,21322.0,21476273.186247032
256,1936.0,520.0,316626436.0,8823.0,21322.0,30994047.997222878
257,289.0,300.0,302899216.0,8823.0,21322.0,29649651.23839883
258,9.0,289.0,1255001476.0,8823.0,21322.0,122839590.17650507
259,256.0,179.0,203347600.0,8823.0,21322.0,19905665.470706847
260,1156.0,498.0,572979969.0,8823.0,21322.0,56085119.19822291
261,169.1578947368421,201.0,226502500.0,8823.0,21322.0,22171993.688279167
262,676.0,179.0,282710596.0,8823.0,21322.0,27673760.80912206
263,1.0,179.0,334231524.0,8823.0,21322.0,32716236.321269352
264,400.0,333.0,282374416.0,8823.0,21322.0,27640780.028386146
265,1.0,190.0,227406400.0,8823.0,21322.0,22260387.513803493
266,67.36842105263158,113.0,28174864.0,2337.0,405.0,2757991.9967619823
267,510.8421052631579,234.0,151511481.0,2337.0,405.0,14830194.067432601
268,1.0,124.0,100580841.0,2337.0,405.0,9844933.354549333
269,552.421052631579,146.0,191296561.0,2337.0,405.0,18724278.2919522
270,107.36842105263158,102.0,112360000.0,2337.0,405.0,10997897.079789236
271,1.0,245.0,149157369.0,2337.0,405.0,14599553.934012951
272,157.78947368421052,113.0,132112036.0,2337.0,405.0,12931216.87262713
273,1.0,245.0,195216784.0,2337.0,405.0,19107767.130668912
274,86.6842105263158,113.0,25796241.0,2337.0,405.0,2525185.238008853
275,1.0,201.0,223442704.0,2337.0,405.0,21870456.314372573
276,311.0,157.0,102495376.0,2337.0,405.0,10032472.822151663
277,388.8421052631579,168.0,199996164.0,2337.0,405.0,19575713.684188668
278,47.10526315789474,47.0,20124196.0,2337.0,405.0,1969977.8686396005
279,1.0,234.0,479084544.0,2337.0,405.0,46892232.63867162
280,200.52631578947367,146.0,146337409.0,10014.0,30786.0,14326323.684010258
281,1331.6842105263158,454.0,1141020841.0,10014.0,30786.0,111684757.67587847
282,1.0,190.0,190881856.0,10014.0,30786.0,18686179.007049657
283,1.0,256.0,137428729.0,10014.0,30786.0,13454302.604828285
284,1912.684210526316,245.0,163993636.0,10014.0,30786.0,16055276.799006559
285,5.157894736842105,33.68421052631579,442225.0,10014.0,30786.0,46242.61833350607
286,170.1578947368421,278.0,114532804.0,10014.0,30786.0,11213372.48571503
287,96.42105263157896,311.0,119990116.0,10014.0,30786.0,11747501.620499402
288,161.68421052631578,168.0,116985856.0,10014.0,30786.0,11453435.542443134
289,7.947368421052632,14.0,6110784.0,10014.0,30786.0,601066.2855605546
290,742.2631578947369,300.0,292204836.0,10014.0,30786.0,28603855.001870215
291,237.94736842105263,179.0,124211025.0,10014.0,30786.0,12160659.50495853
292,394.0,157.0,150258564.0,10014.0,30786.0,14710208.897762056
293,4.0,179.0,203176516.0,10014.0,30786.0,19889556.333672274
294,11.31578947368421,25.0,783225.0,1005.0,405.0,76784.73072696666
295,5.631578947368421,26.73684210526316,104329.0,1005.0,405.0,10333.599918176023
296,12.105263157894736,36.0,788544.0,1005.0,405.0,77309.0478915266
297,2.5789473684210527,36.0,1378276.0,1005.0,405.0,135026.71635509797
298,11.157894736842104,39.47368421052632,954529.0,1005.0,405.0,93555.99900532917
299,9.36842105263158,60.89473684210526,191844.0,1005.0,405.0,18911.48310820648
300,4.157894736842105,44.10526315789474,391876.0,1005.0,405.0,38482.82071601166
301,16.94736842105263,69.57894736842105,1087849.0,1005.0,405.0,106616.87383450953
302,12.157894736842104,56.8421052631579,1658944.0,1005.0,405.0,162508.61677466563
303,3.736842105263158,29.05263157894737,416025.0,1005.0,405.0,40841.708270738905
304,1.894736842105263,47.0,1602756.0,1005.0,405.0,157001.4636448566
305,22.36842105263158,58.0,2090916.0,1005.0,405.0,204794.1669292251
306,32.63157894736842,47.0,2002225.0,1005.0,405.0,196114.47304794122
307,5.157894736842105,25.0,451584.0,1005.0,405.0,44321.55828487365
308,49.0,674.0,6254753569.0,69948.0,48752.0,612213489.7291
309,1.0,300.0,1529904996.0,69948.0,48752.0,149753623.00709412
310,4.0,388.0,1053716521.0,69948.0,48752.0,103145174.53451985
311,1.0,520.0,1322704161.0,69948.0,48752.0,129473242.72680946
312,4.0,366.0,1222900900.0,69948.0,48752.0,119704632.38638522
313,3574.7894736842104,344.0,983700496.0,69948.0,48752.0,96293709.09394546
314,4.0,465.0,1421290000.0,69948.0,48752.0,139122632.98084906
315,6812.736842105263,399.0,896523364.0,69948.0,48752.0,87762427.00968808
316,9.0,366.0,1141291089.0,69948.0,48752.0,111716812.21335104
317,4.0,333.0,784728169.0,69948.0,48752.0,76817058.77387547
318,771.4736842105264,399.0,1167520561.0,69948.0,48752.0,114284455.88946469
319,25.0,256.0,1197160000.0,69948.0,48752.0,117185134.96051191
320,2104.0,245.0,998307216.0,69948.0,48752.0,97722703.1182276
321,4.0,476.0,1179098244.0,69948.0,48752.0,115417340.23734385
322,31.84210526315789,58.0,3182656.0,2298.0,405.0,311763.5253140091
323,4.0,91.0,1166400.0,2298.0,405.0,114413.63820400188
324,10.947368421052632,47.0,912025.0,2298.0,405.0,89505.55955243617
325,9.0,80.0,3511876.0,2298.0,405.0,343983.513036361
326,5.684210526315789,25.0,565504.0,2298.0,405.0,55579.655799668195
327,4.0,14.0,1444804.0,2298.0,405.0,141639.86612312784
328,5.052631578947368,69.0,559504.0,2298.0,405.0,55005.509566154586
329,32.63157894736842,47.0,2007889.0,2298.0,405.0,196776.43226726755
330,1.0,118.21052631578948,10510564.0,2298.0,405.0,1029010.6580071247
331,1.0,69.0,654481.0,2298.0,405.0,64299.88247837559
332,1.0,25.0,690561.0,2298.0,405.0,67817.92387334537
333,1.0,25.0,1442401.0,2298.0,405.0,141406.67895792073
334,4.0,14.0,1229881.0,2298.0,405.0,120603.58711557015
335,1.0,69.0,466489.0,2298.0,405.0,45899.56160444032
336,134.26315789473685,47.0,7700625.0,5037.0,22479.0,755759.2698946106
337,10.894736842105264,91.57894736842104,5841889.0,5037.0,22479.0,573788.1150751471
338,27.73684210526316,14.0,13965169.0,5037.0,22479.0,1368864.1103479504
339,164.21052631578948,36.0,4588164.0,5037.0,22479.0,451127.14645975
340,21.94736842105263,36.0,12040900.0,5037.0,22479.0,1180524.2229527181
341,129.3684210526316,92.15789473684212,7322436.0,5037.0,22479.0,718754.3826069348
342,15.157894736842104,111.84210526315788,9381969.0,5037.0,22479.0,920292.8896315916
343,1.0,25.0,44023225.0,5037.0,22479.0,4310884.330680415
344,4.0,25.0,3367225.0,5037.0,22479.0,331549.071119325
345,13.736842105263158,80.0,8213956.0,5037.0,22479.0,805959.5314104479
346,9.0,64.36842105263158,6421156.0,5037.0,22479.0,630476.5994262764
347,129.3684210526316,92.15789473684212,7333264.0,5037.0,22479.0,719814.2078889838
348,12.473684210526317,77.6842105263158,8133904.0,5037.0,22479.0,798122.9163397497
349,21.94736842105263,14.0,12110400.0,5037.0,22479.0,1187320.0564516666
350,2.526315789473684,27.894736842105264,3600.0,999.0,561.0,483.60075433073354
351,2.6842105263157894,23.84210526315789,5041.0,999.0,561.0,623.4789985607183
352,4.684210526315789,25.57894736842105,18225.0,999.0,561.0,1915.325771591533
353,2.526315789473684,27.894736842105264,3844.0,999.0,561.0,507.48303811536374
354,2.526315789473684,26.73684210526316,5329.0,999.0,561.0,652.4794332178067
355,2.526315789473684,23.84210526315789,4761.0,999.0,561.0,596.0027335144481
356,4.842105263157895,29.05263157894737,12769.0,999.0,561.0,1382.4308614611662
357,2.526315789473684,23.84210526315789,4761.0,999.0,561.0,596.0027335144481
358,2.526315789473684,27.894736842105264,3844.0,999.0,561.0,507.48303811536374
359,2.631578947368421,26.73684210526316,7056.0,999.0,561.0,821.562016156818
360,2.631578947368421,26.73684210526316,7056.0,999.0,561.0,821.562016156818
361,4.7368421052631575,32.526315789473685,35344.0,999.0,561.0,3593.04284237307
362,2.526315789473684,30.210526315789476,3249.0,999.0,561.0,449.95100196169443
363,2.631578947368421,26.73684210526316,6889.0,999.0,561.0,805.2163547140588
364,1.0,432.0,2405313936.0,3087.0,405.0,235428244.59646672
365,16.0,850.0,4810393449.0,3087.0,405.0,470833261.6324415
366,25.0,938.0,3230558244.0,3087.0,405.0,316201846.96556747
367,25.0,399.0,2165413156.0,3087.0,405.0,211947185.77918014
368,49.0,509.0,2871352225.0,3087.0,405.0,281043284.0045173
369,1.0,773.0,3644174689.0,3087.0,405.0,356685824.1895022
370,4.0,685.0,2854016929.0,3087.0,405.0,279346569.78733057
371,4.0,938.0,14384164356.0,3087.0,405.0,1407896863.7904243
372,4.0,773.0,2505402916.0,3087.0,405.0,245224880.24484035
373,622.7894736842105,751.0,4277160000.0,3087.0,405.0,418641565.1969218
374,49.0,652.0,3634401796.0,3087.0,405.0,355729255.4230941
375,49.0,1103.0,3919386025.0,3087.0,405.0,383623139.6681042
376,64.0,377.0,2194266649.0,3087.0,405.0,214771324.76872858
377,1.0,751.0,2931681025.0,3087.0,405.0,286948211.4282388
