shop_index,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,rf_label,rf_probs,shopindex,GBDT_label,GBDT_probs
438141375,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1035.0,405.0,3.958646616541354,0,0.92,438141375,0,0.7910867573249691
438166800,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1952.0,6771.0,20971.0,4.0,1,0.86,438166800,0,0.80791934985067
438221700,0.0,0.0,0.0,0.0,8.0,0.0,8.0,830.0,1137.0,483.0,5.0,0,0.81,438221700,0,0.7910867573249691
438353145,0.0,0.0,1.0,0.0,16.0,0.0,6.0,687.0,10080.0,13561.0,4.0,0,0.6,438353145,0,0.791170646214253
438383790,0.0,0.0,0.0,0.0,3.0,0.0,7.0,247.0,972.0,405.0,5.0,0,0.97,438383790,0,0.7910867573249691
438561045,0.0,0.0,0.0,0.0,1.0,0.0,2.0,390.0,1260.0,574.0,5.0,0,0.83,438561045,0,0.80791934985067
438562305,0.0,0.0,0.0,0.0,3.0,0.0,1.0,258.0,981.0,405.0,5.0,0,0.95,438562305,0,0.7910867573249691
438581745,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1292.0,1104.0,912.0,4.0,0,0.47,438581745,0,0.7910867573249691
438597765,0.0,0.0,0.0,0.0,3.0,0.0,5.0,313.0,1032.0,405.0,5.0,0,0.98,438597765,0,0.7910867573249691
438600195,0.0,0.0,0.0,0.0,7.0,0.0,28.0,1446.0,3891.0,10597.0,4.0,1,0.85,438600195,0,0.7910867573249691
438876855,0.0,0.0,0.0,0.0,6.0,0.0,10.0,577.0,1122.0,405.0,5.0,0,0.98,438876855,0,0.7910867573249691
438993450,0.0,0.0,0.0,0.0,7.0,0.0,30.0,2865.0,74745.0,155729.0,4.0,1,0.82,438993450,0,0.7910867573249691
438998535,0.0,0.0,1.0,0.0,8.0,0.0,26.0,2337.0,2403.0,3694.0,4.0,1,0.61,438998535,0,0.791170646214253
439246530,0.0,0.0,0.0,0.0,8.0,0.0,11.0,434.0,13242.0,5007.0,4.0,0,0.67,439246530,0,0.7910867573249691
439462395,0.0,0.0,0.0,0.0,6.0,0.0,1.0,280.0,999.0,405.0,4.759398496240601,0,0.95,439462395,0,0.7910867573249691
439563285,0.0,0.0,0.0,0.0,20.0,0.0,27.0,423.0,1047.0,1250.0,4.0,0,0.7,439563285,0,0.7910867573249691
439861500,0.0,0.0,0.0,0.0,3.0,0.0,6.0,258.0,1602.0,405.0,5.0,0,0.89,439861500,0,0.7910867573249691
439981965,1.0,0.0,0.0,0.0,13.0,0.0,26.0,8112.0,16344.0,154299.0,4.0,1,0.88,439981965,0,0.8119116327923376
440118810,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,972.0,405.0,4.541353383458647,0,0.94,440118810,0,0.7910867573249691
440241660,0.0,0.0,0.0,0.0,8.0,0.0,7.0,357.0,1644.0,1809.0,4.0,0,0.48,440241660,0,0.7910867573249691
440384220,0.0,0.0,0.0,0.0,9.0,0.0,14.0,412.0,2442.0,8803.0,4.0,1,0.8,440384220,0,0.7910867573249691
440584785,0.0,0.0,0.0,0.0,6.0,0.0,1.0,313.0,990.0,405.0,4.7406015037593985,0,0.96,440584785,0,0.7910867573249691
440641665,0.0,0.0,0.0,0.0,15.0,1.0,1.0,258.0,975.0,405.0,4.86842105263158,0,0.91,440641665,0,0.7910867573249691
440669880,0.0,0.0,0.0,0.0,3.0,0.0,22.0,269.0,1050.0,2316.0,5.0,1,0.78,440669880,0,0.7910867573249691
440673435,0.0,0.0,0.0,0.0,3.0,1.0,4.0,302.0,1071.0,405.0,5.0,0,0.98,440673435,0,0.7910867573249691
440948565,0.0,0.0,0.0,0.0,14.0,0.0,2.0,709.0,2502.0,821.0,4.0,0,0.85,440948565,0,0.7910867573249691
441120195,0.0,0.0,0.0,0.0,20.0,1.0,1.0,247.0,996.0,405.0,4.097744360902255,0,0.9,441120195,0,0.7910867573249691
441472725,0.0,0.0,0.0,0.0,6.0,0.0,5.0,258.0,1089.0,964.0,5.0,0,0.96,441472725,0,0.7910867573249691
441617580,0.0,0.0,0.0,0.0,3.0,0.0,13.0,247.0,1038.0,2069.0,5.0,1,0.64,441617580,0,0.7910867573249691
441982800,0.0,0.0,0.0,0.0,9.0,0.0,1.0,247.0,990.0,405.0,5.0,0,0.96,441982800,0,0.7910867573249691
442090845,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2447.0,1494.0,782.0,4.0,2,0.65,442090845,0,0.8013022647801775
442156140,0.0,0.0,0.0,1.0,7.0,0.0,22.0,2865.0,1347.0,1653.0,3.0,2,0.4,442156140,0,0.7910867573249691
442406610,0.0,0.0,0.0,0.0,8.0,0.0,2.0,280.0,1011.0,405.0,4.81203007518797,0,0.96,442406610,0,0.7910867573249691
442414620,0.0,0.0,0.0,0.0,2.0,0.0,21.0,346.0,1218.0,444.0,4.0,0,0.88,442414620,0,0.7910867573249691
442715400,0.0,0.0,0.0,0.0,3.0,0.0,1.0,302.0,993.0,457.0,4.0,0,0.93,442715400,0,0.7910867573249691
442734705,0.0,0.0,0.0,0.0,6.0,0.0,3.0,346.0,1149.0,1198.0,4.0,0,0.86,442734705,0,0.7910867573249691
442744740,0.0,0.0,0.0,0.0,14.0,0.0,1.0,324.0,1011.0,1068.0,4.0,0,0.93,442744740,0,0.7910867573249691
442880685,0.0,0.0,0.0,0.0,14.0,0.0,16.0,577.0,1854.0,4461.0,5.0,1,0.78,442880685,0,0.7910867573249691
443072160,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1014.0,405.0,5.0,0,0.95,443072160,0,0.7910867573249691
443092185,0.0,0.0,0.0,0.0,5.0,0.0,14.0,357.0,1467.0,405.0,5.0,0,0.89,443092185,0,0.7910867573249691
443222460,1.0,0.0,0.0,0.0,20.0,0.0,29.0,500.0,49110.0,259781.0,4.0,1,0.7,443222460,0,0.8119116327923376
443677905,0.0,0.0,0.0,0.0,8.0,0.0,3.0,445.0,1038.0,405.0,5.0,0,0.94,443677905,0,0.7910867573249691
443703105,0.0,0.0,0.0,0.0,20.0,0.0,15.0,390.0,1041.0,405.0,5.0,0,0.89,443703105,0,0.7910867573249691
443747340,0.0,0.0,0.0,0.0,1.0,0.0,2.0,280.0,996.0,405.0,5.0,0,0.88,443747340,0,0.80791934985067
443900250,0.0,0.0,0.0,0.0,16.0,0.0,2.0,555.0,1551.0,795.0,4.0,0,0.93,443900250,0,0.7910867573249691
444118320,0.0,0.0,0.0,0.0,3.0,0.0,2.0,412.0,1833.0,405.0,5.0,0,0.8,444118320,0,0.7910867573249691
444171825,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,1038.0,405.0,4.364661654135338,0,0.9,444171825,0,0.7910867573249691
444325500,0.0,0.0,0.0,0.0,6.0,0.0,1.0,313.0,1101.0,1497.0,4.0,0,0.72,444325500,0,0.7910867573249691
444472065,0.0,0.0,0.0,0.0,3.0,0.0,5.0,269.0,1041.0,535.0,4.0,0,0.95,444472065,0,0.7910867573249691
444581460,0.0,0.0,0.0,0.0,20.0,0.0,1.0,291.0,987.0,405.0,4.7593984962406015,0,0.94,444581460,0,0.7910867573249691
444937185,0.0,0.0,0.0,0.0,1.0,0.0,1.0,390.0,1041.0,652.0,5.0,0,0.83,444937185,0,0.80791934985067
444961170,0.0,0.0,0.0,0.0,20.0,0.0,1.0,280.0,975.0,405.0,4.834586466165413,0,0.92,444961170,0,0.7910867573249691
445080195,0.0,0.0,0.0,0.0,8.0,0.0,1.0,291.0,981.0,405.0,4.37218045112782,0,0.95,445080195,0,0.7910867573249691
445144410,0.0,0.0,0.0,0.0,8.0,1.0,1.0,258.0,987.0,405.0,4.646616541353382,0,0.98,445144410,0,0.7910867573249691
445367205,0.0,0.0,0.0,0.0,3.0,1.0,1.0,280.0,1020.0,405.0,5.0,0,0.97,445367205,0,0.7910867573249691
445800060,0.0,0.0,0.0,0.0,8.0,1.0,4.0,269.0,990.0,405.0,4.6879699248120295,0,0.98,445800060,0,0.7910867573249691
445848165,0.0,0.0,0.0,0.0,6.0,0.0,2.0,269.0,1020.0,405.0,4.872180451127819,0,0.95,445848165,0,0.7910867573249691
445863420,0.0,0.0,0.0,1.0,3.0,0.0,28.0,21136.0,6129.0,3226.0,4.0,4,0.32,445863420,0,0.7910867573249691
445940820,0.0,0.0,0.0,0.0,0.0,0.0,2.0,247.0,1287.0,1783.0,4.0,0,0.44,445940820,0,0.8013022647801775
446043105,0.0,0.0,0.0,0.0,8.0,0.0,1.0,390.0,1002.0,522.0,5.0,0,0.96,446043105,0,0.7910867573249691
446222610,0.0,0.0,0.0,0.0,14.0,0.0,4.0,247.0,987.0,405.0,4.7781954887218046,0,0.99,446222610,0,0.7910867573249691
446312565,0.0,0.0,0.0,0.0,8.0,0.0,1.0,588.0,1881.0,405.0,5.0,0,0.81,446312565,0,0.7910867573249691
446474025,0.0,0.0,0.0,0.0,8.0,0.0,2.0,346.0,1023.0,405.0,4.796992481203008,0,0.95,446474025,0,0.7910867573249691
446531400,0.0,0.0,0.0,0.0,8.0,1.0,1.0,258.0,993.0,405.0,4.69172932330827,0,0.98,446531400,0,0.7910867573249691
446543550,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,978.0,405.0,4.447368421052631,0,0.9,446543550,0,0.7910867573249691
446575140,0.0,0.0,0.0,0.0,6.0,0.0,27.0,2535.0,4695.0,19385.0,4.0,1,0.8,446575140,0,0.7910867573249691
446654475,1.0,0.0,1.0,0.0,0.0,0.0,27.0,3514.0,59190.0,181430.0,4.0,1,0.99,446654475,0,0.8013927685773445
446722155,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1050.0,1344.0,2810.0,4.0,1,0.51,446722155,0,0.7910867573249691
446870250,0.0,0.0,0.0,0.0,9.0,0.0,1.0,258.0,1035.0,405.0,4.755639097744361,0,0.94,446870250,0,0.7910867573249691
446991840,0.0,0.0,0.0,0.0,3.0,0.0,1.0,324.0,972.0,418.0,5.0,0,0.93,446991840,0,0.7910867573249691
447070365,0.0,0.0,1.0,0.0,0.0,0.0,21.0,962.0,5160.0,9622.0,4.0,1,0.74,447070365,0,0.8013927685773445
447156045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,390.0,1146.0,431.0,5.0,0,0.92,447156045,0,0.8013022647801775
447315705,0.0,0.0,0.0,0.0,20.0,1.0,1.0,324.0,981.0,405.0,4.7593984962406015,0,0.9,447315705,0,0.7910867573249691
447524640,0.0,0.0,0.0,0.0,8.0,0.0,4.0,291.0,1062.0,1367.0,4.0,0,0.71,447524640,0,0.7910867573249691
447684750,0.0,0.0,0.0,0.0,20.0,0.0,12.0,258.0,1326.0,405.0,5.0,0,0.92,447684750,0,0.7910867573249691
447714675,0.0,0.0,0.0,0.0,20.0,0.0,4.0,874.0,2778.0,4318.0,4.0,1,0.58,447714675,0,0.7910867573249691
447800085,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2227.0,1731.0,3707.0,5.0,1,0.6,447800085,0,0.7910867573249691
447818310,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,972.0,405.0,4.575187969924812,0,0.94,447818310,0,0.7910867573249691
447836805,0.0,0.0,0.0,0.0,5.0,0.0,3.0,346.0,990.0,405.0,4.63157894736842,0,0.97,447836805,0,0.7910867573249691
447874785,0.0,0.0,0.0,0.0,14.0,0.0,2.0,2293.0,1278.0,405.0,5.0,2,0.63,447874785,0,0.7910867573249691
448134345,0.0,0.0,0.0,0.0,10.0,0.0,22.0,434.0,1143.0,405.0,4.0,0,0.91,448134345,0,0.7910867573249691
448225785,0.0,0.0,0.0,0.0,8.0,0.0,1.0,247.0,1050.0,405.0,4.0,0,0.94,448225785,0,0.7910867573249691
448587765,0.0,0.0,0.0,0.0,8.0,0.0,1.0,280.0,993.0,405.0,5.0,0,0.96,448587765,0,0.7910867573249691
448683885,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,993.0,405.0,4.740601503759399,0,0.95,448683885,0,0.7910867573249691
448728255,0.0,0.0,0.0,0.0,5.0,0.0,3.0,401.0,1041.0,457.0,4.68796992481203,0,0.94,448728255,0,0.7910867573249691
448893315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,972.0,405.0,4.992481203007519,0,0.86,448893315,0,0.8013022647801775
448912530,0.0,0.0,0.0,0.0,20.0,0.0,5.0,412.0,2658.0,14315.0,4.0,1,0.62,448912530,0,0.7910867573249691
448959465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.0,984.0,405.0,4.590225563909774,0,0.87,448959465,0,0.8013022647801775
449014455,0.0,0.0,0.0,0.0,6.0,0.0,3.0,500.0,1002.0,483.0,4.0,0,0.96,449014455,0,0.7910867573249691
449324235,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1008.0,405.0,5.0,0,0.95,449324235,0,0.7910867573249691
449494335,0.0,0.0,0.0,0.0,20.0,0.0,25.0,2040.0,3279.0,522.0,4.0,0,0.69,449494335,0,0.7910867573249691
449704080,0.0,0.0,0.0,0.0,20.0,0.0,2.0,511.0,1239.0,418.0,5.0,0,0.92,449704080,0,0.7910867573249691
449753175,0.0,0.0,0.0,0.0,15.0,0.0,13.0,258.0,1029.0,1406.0,5.0,0,0.64,449753175,0,0.7910867573249691
449953830,0.0,0.0,0.0,0.0,6.0,1.0,2.0,302.0,1011.0,405.0,4.0,0,0.93,449953830,0,0.7910867573249691
449988435,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,975.0,405.0,4.578947368421053,0,0.92,449988435,0,0.7910867573249691
450000450,0.0,0.0,0.0,0.0,6.0,0.0,1.0,280.0,987.0,405.0,5.0,0,0.95,450000450,0,0.7910867573249691
450040005,0.0,0.0,0.0,0.0,5.0,0.0,23.0,423.0,5526.0,405.0,4.0,0,0.93,450040005,0,0.7910867573249691
450288585,0.0,0.0,0.0,0.0,8.0,0.0,1.0,280.0,972.0,405.0,4.646616541353383,0,0.95,450288585,0,0.7910867573249691
450303615,0.0,0.0,0.0,0.0,2.0,0.0,1.0,269.0,996.0,405.0,4.830827067669174,0,0.92,450303615,0,0.7910867573249691
450461070,0.0,0.0,0.0,0.0,20.0,0.0,24.0,500.0,2163.0,1276.0,4.0,0,0.82,450461070,0,0.7910867573249691
450477855,0.0,0.0,0.0,0.0,4.0,1.0,4.0,258.0,1062.0,405.0,5.0,0,0.99,450477855,0,0.7910867573249691
450716265,0.0,0.0,0.0,0.0,8.0,0.0,2.0,313.0,1275.0,405.0,5.0,0,0.91,450716265,0,0.7910867573249691
450736245,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1941.0,2064.0,2836.0,4.0,1,0.67,450736245,0,0.8013022647801775
450930105,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,972.0,405.0,3.7180451127819554,0,0.9,450930105,0,0.7910867573249691
450993330,0.0,0.0,0.0,0.0,1.0,1.0,2.0,269.0,972.0,405.0,4.7255639097744355,0,0.89,450993330,0,0.80791934985067
451223640,0.0,0.0,0.0,0.0,8.0,0.0,1.0,500.0,1113.0,405.0,4.0,0,0.96,451223640,0,0.7910867573249691
451259325,0.0,0.0,0.0,0.0,6.0,0.0,4.0,445.0,1005.0,405.0,5.0,0,0.97,451259325,0,0.7910867573249691
451431630,0.0,0.0,0.0,0.0,3.0,0.0,4.0,357.0,1014.0,405.0,4.0,0,0.96,451431630,0,0.7910867573249691
451660860,0.0,0.0,0.0,0.0,6.0,0.0,1.0,379.0,1035.0,457.0,4.0,0,0.92,451660860,0,0.7910867573249691
451861335,0.0,0.0,0.0,0.0,8.0,0.0,1.0,291.0,1038.0,405.0,5.0,0,0.92,451861335,0,0.7910867573249691
451930230,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,1017.0,548.0,5.0,0,0.94,451930230,0,0.7910867573249691
452191005,0.0,0.0,0.0,0.0,8.0,0.0,4.0,335.0,2262.0,11624.0,5.0,1,0.72,452191005,0,0.7910867573249691
452325825,0.0,0.0,0.0,0.0,6.0,0.0,4.0,929.0,1458.0,1042.0,4.0,0,0.82,452325825,0,0.7910867573249691
452462400,0.0,0.0,0.0,0.0,6.0,1.0,1.0,313.0,1008.0,405.0,4.883458646616541,0,0.98,452462400,0,0.7910867573249691
452767770,0.0,0.0,0.0,0.0,20.0,0.0,1.0,456.0,1002.0,496.0,4.0,0,0.93,452767770,0,0.7910867573249691
453240675,1.0,0.0,0.0,0.0,1.0,0.0,30.0,1886.0,5685.0,23077.0,4.0,1,0.91,453240675,0,0.80791934985067
453347145,0.0,0.0,0.0,0.0,7.0,0.0,30.0,1380.0,3681.0,3044.0,4.0,1,0.51,453347145,0,0.7910867573249691
453356145,0.0,0.0,0.0,0.0,15.0,0.0,1.0,269.0,975.0,405.0,4.0,0,0.93,453356145,0,0.7910867573249691
453382920,0.0,0.0,0.0,0.0,9.0,0.0,2.0,346.0,1080.0,561.0,5.0,0,0.96,453382920,0,0.7910867573249691
453542985,0.0,0.0,0.0,0.0,0.0,1.0,4.0,247.0,975.0,405.0,4.902255639097745,0,0.9,453542985,0,0.8013022647801775
453933270,0.0,0.0,0.0,0.0,20.0,0.0,8.0,346.0,1197.0,1393.0,5.0,0,0.65,453933270,0,0.7910867573249691
454012155,0.0,0.0,0.0,0.0,8.0,0.0,15.0,346.0,3432.0,12690.0,4.0,1,0.82,454012155,0,0.7910867573249691
454198275,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1011.0,405.0,3.729323308270676,0,0.93,454198275,0,0.7910867573249691
454324050,0.0,0.0,0.0,0.0,8.0,0.0,1.0,291.0,975.0,405.0,4.921052631578947,0,0.95,454324050,0,0.7910867573249691
454463100,0.0,0.0,0.0,0.0,8.0,0.0,1.0,379.0,1044.0,756.0,4.0,0,0.93,454463100,0,0.7910867573249691
454546620,0.0,0.0,0.0,0.0,6.0,0.0,7.0,643.0,1596.0,418.0,5.0,0,0.93,454546620,0,0.7910867573249691
454630860,0.0,0.0,0.0,0.0,20.0,1.0,1.0,247.0,972.0,405.0,4.112781954887218,0,0.87,454630860,0,0.7910867573249691
454794795,0.0,0.0,0.0,0.0,8.0,1.0,1.0,258.0,972.0,405.0,4.827067669172932,0,0.96,454794795,0,0.7910867573249691
454803615,0.0,0.0,0.0,0.0,8.0,0.0,3.0,258.0,1011.0,405.0,5.0,0,0.96,454803615,0,0.7910867573249691
454805460,0.0,0.0,0.0,0.0,7.0,0.0,25.0,302.0,3975.0,12651.0,4.0,1,0.89,454805460,0,0.7910867573249691
454899465,1.0,0.0,0.0,0.0,6.0,0.0,30.0,676.0,6969.0,19515.0,5.0,1,0.88,454899465,0,0.8119116327923376
454940370,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,981.0,405.0,5.0,0,0.94,454940370,0,0.7910867573249691
454952655,0.0,0.0,0.0,0.0,3.0,0.0,30.0,577.0,27075.0,31410.0,4.0,1,0.74,454952655,0,0.7910867573249691
455078295,0.0,0.0,0.0,0.0,18.0,0.0,15.0,390.0,1179.0,405.0,5.0,0,0.93,455078295,0,0.7910867573249691
455103405,0.0,0.0,0.0,0.0,9.0,0.0,2.0,588.0,1101.0,509.0,4.0,0,0.97,455103405,0,0.7910867573249691
455183640,0.0,0.0,0.0,0.0,20.0,1.0,1.0,291.0,993.0,405.0,4.736842105263158,0,0.9,455183640,0,0.7910867573249691
455185845,0.0,0.0,0.0,0.0,1.0,0.0,1.0,258.0,1323.0,405.0,3.725563909774436,0,0.8,455185845,0,0.80791934985067
455558040,0.0,0.0,0.0,0.0,8.0,0.0,8.0,269.0,1503.0,3265.0,4.0,1,0.64,455558040,0,0.7910867573249691
455570010,0.0,0.0,0.0,0.0,3.0,0.0,1.0,324.0,1014.0,405.0,5.0,0,0.96,455570010,0,0.7910867573249691
455727735,0.0,0.0,0.0,0.0,1.0,1.0,2.0,280.0,990.0,405.0,5.0,0,0.91,455727735,0,0.80791934985067
455912730,0.0,0.0,0.0,0.0,7.0,0.0,15.0,247.0,993.0,405.0,4.575187969924812,0,0.93,455912730,0,0.7910867573249691
455999265,0.0,0.0,0.0,0.0,8.0,0.0,1.0,291.0,1218.0,405.0,4.0,0,0.92,455999265,0,0.7910867573249691
456109650,0.0,0.0,0.0,0.0,6.0,0.0,2.0,456.0,975.0,483.0,4.0,0,0.91,456109650,0,0.7910867573249691
456167565,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1101.0,405.0,3.951127819548873,0,0.93,456167565,0,0.7910867573249691
456269265,0.0,0.0,0.0,0.0,3.0,0.0,1.0,269.0,981.0,405.0,5.0,0,0.95,456269265,0,0.7910867573249691
456392070,0.0,0.0,0.0,0.0,3.0,1.0,1.0,247.0,978.0,405.0,5.0,0,0.95,456392070,0,0.7910867573249691
456598125,0.0,0.0,0.0,0.0,3.0,0.0,5.0,269.0,981.0,405.0,5.0,0,0.97,456598125,0,0.7910867573249691
456687990,0.0,0.0,0.0,0.0,6.0,0.0,1.0,302.0,1251.0,405.0,4.0,0,0.87,456687990,0,0.7910867573249691
456694290,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14030.0,1245.0,483.0,4.0,4,0.67,456694290,0,0.8013022647801775
456697665,0.0,0.0,0.0,0.0,6.0,0.0,25.0,1589.0,5121.0,14913.0,4.0,1,0.76,456697665,0,0.7910867573249691
456813585,0.0,0.0,0.0,0.0,6.0,0.0,1.0,412.0,996.0,405.0,5.0,0,0.97,456813585,0,0.7910867573249691
456844770,0.0,0.0,0.0,0.0,1.0,0.0,4.0,258.0,993.0,470.0,5.0,0,0.88,456844770,0,0.80791934985067
456948495,0.0,0.0,0.0,0.0,5.0,0.0,1.0,423.0,1458.0,756.0,5.0,0,0.95,456948495,0,0.7910867573249691
456976980,0.0,0.0,0.0,0.0,3.0,0.0,6.0,247.0,1125.0,626.0,5.0,0,0.95,456976980,0,0.7910867573249691
457117785,0.0,0.0,0.0,0.0,6.0,0.0,1.0,269.0,1056.0,405.0,4.0,0,0.91,457117785,0,0.7910867573249691
457144830,0.0,0.0,0.0,0.0,1.0,0.0,5.0,973.0,1041.0,730.0,4.0,0,0.59,457144830,0,0.80791934985067
457260570,0.0,0.0,0.0,0.0,6.0,0.0,1.0,269.0,981.0,405.0,4.823308270676692,0,0.94,457260570,0,0.7910867573249691
457270380,0.0,0.0,0.0,0.0,8.0,0.0,4.0,280.0,996.0,405.0,5.0,0,0.96,457270380,0,0.7910867573249691
457282035,0.0,0.0,0.0,0.0,4.0,0.0,2.0,258.0,981.0,574.0,5.0,0,0.94,457282035,0,0.7910867573249691
457573140,0.0,0.0,0.0,0.0,1.0,0.0,25.0,973.0,2088.0,1432.0,4.0,0,0.59,457573140,0,0.80791934985067
457716735,0.0,0.0,0.0,0.0,3.0,1.0,3.0,291.0,987.0,405.0,5.0,0,0.99,457716735,0,0.7910867573249691
458028360,0.0,0.0,0.0,0.0,1.0,0.0,1.0,412.0,1032.0,496.0,5.0,0,0.88,458028360,0,0.80791934985067
458220600,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,978.0,405.0,4.973684210526316,0,0.94,458220600,0,0.7910867573249691
458278065,0.0,0.0,0.0,0.0,1.0,0.0,14.0,929.0,2547.0,6359.0,5.0,1,0.77,458278065,0,0.80791934985067
458374815,0.0,0.0,0.0,0.0,8.0,0.0,1.0,302.0,1290.0,548.0,5.0,0,0.88,458374815,0,0.7910867573249691
458517195,0.0,0.0,0.0,0.0,0.0,0.0,18.0,456.0,4890.0,6801.0,4.0,1,0.8,458517195,0,0.8013022647801775
458615835,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,984.0,405.0,4.25187969924812,0,0.92,458615835,0,0.7910867573249691
458783145,0.0,0.0,0.0,0.0,3.0,0.0,3.0,291.0,1083.0,756.0,5.0,0,0.91,458783145,0,0.7910867573249691
458890425,0.0,0.0,0.0,0.0,6.0,0.0,1.0,577.0,1383.0,405.0,5.0,0,0.96,458890425,0,0.7910867573249691
458970975,0.0,0.0,0.0,0.0,8.0,0.0,10.0,302.0,1032.0,405.0,5.0,0,0.9,458970975,0,0.7910867573249691
458999595,0.0,0.0,0.0,0.0,19.0,0.0,1.0,258.0,975.0,405.0,4.759398496240601,0,0.92,458999595,0,0.7910867573249691
459001575,0.0,0.0,0.0,0.0,7.0,0.0,2.0,280.0,1026.0,457.0,5.0,0,0.92,459001575,0,0.7910867573249691
459041895,0.0,0.0,0.0,0.0,3.0,0.0,23.0,1160.0,1167.0,405.0,5.0,2,0.81,459041895,0,0.7910867573249691
459173925,0.0,0.0,0.0,0.0,6.0,0.0,3.0,335.0,1146.0,2108.0,4.0,0,0.47,459173925,0,0.7910867573249691
459493650,0.0,0.0,0.0,0.0,8.0,0.0,1.0,390.0,2460.0,652.0,4.0,0,0.84,459493650,0,0.7910867573249691
459528165,0.0,0.0,0.0,0.0,2.0,0.0,2.0,258.0,981.0,405.0,4.037593984962406,0,0.88,459528165,0,0.7910867573249691
459634590,0.0,0.0,0.0,0.0,8.0,0.0,8.0,335.0,1221.0,2043.0,4.0,1,0.5,459634590,0,0.7910867573249691
459701190,0.0,0.0,0.0,0.0,6.0,1.0,1.0,379.0,1182.0,405.0,4.417293233082707,0,0.93,459701190,0,0.7910867573249691
459873000,0.0,0.0,0.0,0.0,20.0,0.0,6.0,357.0,1026.0,405.0,5.0,0,0.95,459873000,0,0.7910867573249691
459931860,0.0,0.0,0.0,0.0,1.0,0.0,5.0,258.0,1047.0,496.0,5.0,0,0.89,459931860,0,0.80791934985067
459982395,0.0,0.0,0.0,0.0,6.0,0.0,30.0,1314.0,2154.0,12690.0,5.0,1,0.86,459982395,0,0.7910867573249691
460035900,0.0,0.0,0.0,0.0,5.0,0.0,29.0,4658.0,11709.0,1939.0,4.0,0,0.66,460035900,0,0.7910867573249691
460048815,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1032.0,405.0,4.071428571428571,0,0.92,460048815,0,0.7910867573249691
460084320,0.0,0.0,0.0,0.0,20.0,0.0,1.0,258.0,1023.0,405.0,4.7406015037593985,0,0.94,460084320,0,0.7910867573249691
460086525,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,984.0,405.0,4.379699248120301,0,0.91,460086525,0,0.7910867573249691
460270035,0.0,0.0,0.0,0.0,20.0,0.0,1.0,269.0,972.0,405.0,3.800751879699248,0,0.9,460270035,0,0.7910867573249691
460276020,0.0,0.0,0.0,0.0,13.0,0.0,1.0,346.0,975.0,405.0,4.2443609022556394,0,0.94,460276020,0,0.7910867573249691
460379520,0.0,0.0,0.0,0.0,7.0,0.0,3.0,313.0,996.0,405.0,4.0,0,0.96,460379520,0,0.7910867573249691
460396800,0.0,0.0,0.0,0.0,8.0,0.0,1.0,390.0,1197.0,457.0,5.0,0,0.94,460396800,0,0.7910867573249691
460460655,0.0,0.0,0.0,0.0,8.0,0.0,6.0,247.0,1143.0,2485.0,4.0,1,0.47,460460655,0,0.7910867573249691
460515465,0.0,0.0,0.0,0.0,1.0,0.0,4.0,423.0,981.0,405.0,5.0,0,0.91,460515465,0,0.80791934985067
460541025,0.0,0.0,0.0,0.0,6.0,0.0,28.0,357.0,1368.0,405.0,4.0,0,0.82,460541025,0,0.7910867573249691
460744335,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1023.0,405.0,3.703007518796993,0,0.92,460744335,0,0.7910867573249691
460752345,0.0,0.0,0.0,0.0,6.0,0.0,9.0,1050.0,1164.0,743.0,4.0,0,0.57,460752345,0,0.7910867573249691
