shop_index,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,rf_label,rf_probs,shopindex
788444460,0.0,0.0,0.0,0.0,20.0,1.0,1.0,258.0,972.0,405.0,4.578947368421053,0,0.88,788444460
788540490,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,993.0,405.0,4.2744360902255645,0,0.92,788540490
788603220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,786.0,1593.0,964.0,4.0,0,0.88,788603220
788688990,0.0,0.0,0.0,0.0,15.0,0.0,3.0,258.0,1032.0,405.0,4.0,0,0.94,788688990
788953815,0.0,0.0,0.0,0.0,3.0,1.0,12.0,786.0,1101.0,405.0,5.0,0,0.89,788953815
788996340,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1083.0,1440.0,2927.0,5.0,1,0.75,788996340
789021405,0.0,0.0,0.0,0.0,3.0,0.0,29.0,412.0,12135.0,4019.0,4.0,0,0.51,789021405
789105915,0.0,0.0,0.0,0.0,13.0,0.0,1.0,324.0,987.0,405.0,4.0,0,0.97,789105915
789143400,0.0,0.0,0.0,0.0,5.0,0.0,4.0,313.0,1116.0,1549.0,5.0,0,0.68,789143400
789155550,0.0,0.0,0.0,0.0,8.0,0.0,3.0,269.0,1080.0,1575.0,4.0,0,0.61,789155550
789184260,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,978.0,405.0,4.387218045112781,0,0.9,789184260
789218370,0.0,0.0,0.0,0.0,20.0,0.0,1.0,280.0,1002.0,405.0,4.834586466165413,0,0.95,789218370
789235245,0.0,0.0,0.0,0.0,6.0,0.0,7.0,687.0,1113.0,925.0,4.0,0,0.97,789235245
789528870,0.0,0.0,0.0,0.0,3.0,0.0,10.0,445.0,1434.0,951.0,4.0,0,0.94,789528870
789552810,0.0,0.0,0.0,0.0,8.0,0.0,1.0,489.0,999.0,418.0,5.0,0,0.98,789552810
789735420,0.0,0.0,0.0,0.0,8.0,0.0,19.0,379.0,10656.0,2940.0,5.0,0,0.56,789735420
789781500,0.0,0.0,0.0,0.0,6.0,0.0,24.0,1061.0,2952.0,12196.0,4.0,1,0.85,789781500
789879735,0.0,0.0,0.0,0.0,6.0,0.0,4.0,929.0,1146.0,548.0,5.0,0,0.73,789879735
789955020,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,972.0,405.0,4.6729323308270665,0,0.95,789955020
790173090,0.0,0.0,0.0,0.0,8.0,0.0,21.0,588.0,39357.0,31358.0,4.0,0,0.59,790173090
790173900,0.0,0.0,0.0,0.0,6.0,0.0,1.0,423.0,984.0,405.0,4.7518796992481205,0,0.96,790173900
790284960,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1127.0,1098.0,2290.0,4.0,1,0.5,790284960
790303140,0.0,0.0,0.0,0.0,8.0,0.0,4.0,280.0,1062.0,405.0,4.616541353383459,0,0.93,790303140
790309890,0.0,0.0,0.0,0.0,9.0,0.0,1.0,324.0,1092.0,405.0,5.0,0,0.97,790309890
790342875,0.0,0.0,0.0,0.0,8.0,0.0,11.0,269.0,978.0,405.0,5.0,0,0.96,790342875
790403085,0.0,0.0,0.0,0.0,7.0,0.0,1.0,280.0,978.0,405.0,5.0,0,0.94,790403085
790503615,0.0,0.0,1.0,0.0,6.0,0.0,29.0,1611.0,10059.0,127402.0,4.0,1,0.92,790503615
790563735,0.0,0.0,0.0,0.0,5.0,0.0,14.0,841.0,1362.0,4357.0,4.0,1,0.76,790563735
790591680,0.0,0.0,0.0,0.0,8.0,0.0,1.0,335.0,1848.0,405.0,4.0,0,0.8,790591680
790751925,0.0,0.0,0.0,0.0,7.0,0.0,2.0,632.0,1008.0,405.0,5.0,0,0.98,790751925
790861140,0.0,0.0,0.0,0.0,20.0,0.0,1.0,357.0,993.0,730.0,5.0,0,0.91,790861140
790928505,0.0,0.0,0.0,0.0,6.0,1.0,7.0,368.0,975.0,405.0,4.699248120300752,0,0.98,790928505
791096265,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1501.0,2841.0,665.0,4.0,2,0.52,791096265
791176320,0.0,0.0,0.0,0.0,9.0,1.0,2.0,313.0,975.0,405.0,5.0,0,0.96,791176320
791277795,0.0,0.0,0.0,0.0,3.0,0.0,1.0,379.0,1029.0,405.0,5.0,0,0.97,791277795
791278425,0.0,0.0,0.0,0.0,14.0,0.0,30.0,291.0,3465.0,405.0,4.0,0,0.96,791278425
791279145,0.0,0.0,0.0,1.0,18.0,0.0,30.0,5076.0,1317.0,2368.0,4.0,4,0.43,791279145
791290260,0.0,0.0,0.0,0.0,20.0,1.0,7.0,280.0,1005.0,405.0,5.0,0,0.91,791290260
791324190,0.0,0.0,0.0,0.0,8.0,0.0,1.0,797.0,981.0,405.0,5.0,0,0.88,791324190
791346240,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,978.0,405.0,4.969924812030075,0,0.95,791346240
791347230,0.0,0.0,0.0,1.0,15.0,0.0,7.0,5505.0,1947.0,2251.0,4.0,3,0.3,791347230
791403750,0.0,0.0,0.0,0.0,20.0,0.0,17.0,478.0,1197.0,405.0,5.0,0,0.91,791403750
791418870,0.0,0.0,0.0,0.0,20.0,0.0,1.0,445.0,5571.0,1874.0,5.0,0,0.69,791418870
791467560,0.0,0.0,0.0,0.0,8.0,0.0,1.0,313.0,993.0,405.0,4.676691729323308,0,0.97,791467560
791623755,0.0,0.0,0.0,0.0,20.0,0.0,3.0,258.0,984.0,405.0,5.0,0,0.94,791623755
791672580,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1644.0,4884.0,1575.0,4.0,0,0.67,791672580
791755515,0.0,0.0,0.0,0.0,8.0,0.0,15.0,269.0,2568.0,1419.0,4.0,0,0.71,791755515
791794755,0.0,0.0,0.0,0.0,11.0,0.0,12.0,280.0,1914.0,4409.0,5.0,1,0.85,791794755
792041085,0.0,0.0,0.0,0.0,9.0,0.0,3.0,269.0,1011.0,808.0,5.0,0,0.95,792041085
792176760,0.0,0.0,0.0,0.0,6.0,0.0,27.0,588.0,1482.0,1601.0,4.0,1,0.57,792176760
792195705,0.0,0.0,0.0,0.0,3.0,0.0,18.0,1446.0,1647.0,7360.0,4.0,1,0.8,792195705
792199575,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1853.0,1260.0,2368.0,4.0,1,0.32,792199575
792223335,0.0,0.0,0.0,0.0,15.0,0.0,1.0,280.0,1194.0,743.0,4.0,0,0.93,792223335
792261675,0.0,0.0,0.0,0.0,3.0,0.0,1.0,247.0,972.0,418.0,5.0,0,0.94,792261675
792277020,0.0,0.0,0.0,0.0,6.0,0.0,27.0,1996.0,3069.0,36025.0,4.0,1,0.87,792277020
792284715,0.0,0.0,0.0,0.0,9.0,0.0,8.0,346.0,1125.0,8257.0,4.0,1,0.64,792284715
792299610,0.0,0.0,0.0,0.0,20.0,0.0,5.0,247.0,972.0,405.0,4.992481203007519,0,0.92,792299610
792397440,0.0,0.0,0.0,0.0,9.0,0.0,1.0,247.0,1209.0,405.0,5.0,0,0.96,792397440
792492930,0.0,0.0,0.0,1.0,4.0,0.0,30.0,7914.0,1128.0,860.0,4.0,4,0.86,792492930
792494640,0.0,0.0,0.0,0.0,8.0,0.0,24.0,522.0,3894.0,7295.0,4.0,1,0.84,792494640
792495000,0.0,0.0,0.0,0.0,8.0,0.0,1.0,401.0,1608.0,1536.0,4.0,0,0.72,792495000
792510030,0.0,0.0,0.0,1.0,0.0,0.0,30.0,20509.0,1239.0,4721.0,4.0,4,0.67,792510030
792523485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,1008.0,405.0,4.879699248120301,0,0.87,792523485
792585585,0.0,0.0,0.0,0.0,8.0,0.0,10.0,280.0,1059.0,405.0,5.0,0,0.92,792585585
792598770,0.0,0.0,0.0,0.0,8.0,0.0,1.0,676.0,1080.0,405.0,4.7932330827067675,0,0.94,792598770
792755910,0.0,0.0,0.0,0.0,8.0,0.0,13.0,302.0,2553.0,5605.0,4.0,1,0.78,792755910
792956295,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,984.0,431.0,4.864661654135339,0,0.94,792956295
793240200,0.0,0.0,0.0,0.0,8.0,0.0,30.0,2447.0,6537.0,9661.0,4.0,1,0.62,793240200
793468935,0.0,0.0,0.0,0.0,8.0,0.0,1.0,467.0,1104.0,522.0,5.0,0,0.95,793468935
793607265,0.0,0.0,0.0,0.0,4.0,0.0,25.0,434.0,975.0,782.0,5.0,0,0.9,793607265
793675935,0.0,0.0,0.0,0.0,14.0,0.0,1.0,368.0,1092.0,405.0,5.0,0,0.99,793675935
793733130,0.0,0.0,0.0,0.0,8.0,0.0,7.0,291.0,1314.0,405.0,5.0,0,0.86,793733130
793772955,0.0,0.0,0.0,0.0,7.0,0.0,1.0,379.0,972.0,405.0,5.0,0,0.94,793772955
793788975,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,975.0,405.0,4.484962406015038,0,0.9,793788975
793825290,0.0,0.0,0.0,0.0,6.0,0.0,1.0,335.0,1011.0,470.0,4.0,0,0.94,793825290
793862460,0.0,0.0,0.0,0.0,0.0,0.0,15.0,368.0,1212.0,1900.0,4.0,1,0.65,793862460
794075040,0.0,0.0,0.0,0.0,4.0,0.0,23.0,4779.0,1656.0,10818.0,4.0,1,0.47,794075040
794117340,0.0,0.0,0.0,0.0,8.0,0.0,6.0,962.0,1989.0,4643.0,4.0,1,0.66,794117340
794263860,0.0,0.0,0.0,0.0,3.0,0.0,6.0,555.0,2217.0,717.0,5.0,0,0.8,794263860
794510640,0.0,0.0,0.0,0.0,20.0,0.0,18.0,291.0,1335.0,405.0,5.0,0,0.86,794510640
794561535,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,975.0,405.0,4.484962406015036,0,0.94,794561535
794602485,0.0,0.0,0.0,0.0,8.0,0.0,4.0,335.0,978.0,522.0,5.0,0,0.91,794602485
794609775,0.0,0.0,0.0,0.0,3.0,0.0,14.0,247.0,1224.0,405.0,5.0,0,0.94,794609775
794626335,0.0,0.0,0.0,0.0,17.0,0.0,30.0,335.0,1083.0,470.0,4.0,0,0.92,794626335
794637630,0.0,0.0,0.0,0.0,8.0,0.0,1.0,654.0,6420.0,2810.0,4.0,0,0.79,794637630
794646135,0.0,0.0,0.0,0.0,1.0,0.0,2.0,379.0,1023.0,821.0,5.0,0,0.83,794646135
794667195,1.0,0.0,0.0,0.0,8.0,0.0,30.0,1963.0,19026.0,218272.0,4.0,1,0.97,794667195
794706075,0.0,0.0,0.0,0.0,20.0,0.0,1.0,324.0,996.0,405.0,4.80827067669173,0,0.95,794706075
794715210,0.0,0.0,0.0,0.0,6.0,0.0,1.0,324.0,984.0,405.0,4.736842105263158,0,0.95,794715210
794735685,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1512.0,1089.0,652.0,4.0,2,0.47,794735685
794758725,0.0,0.0,0.0,0.0,8.0,0.0,3.0,258.0,990.0,405.0,4.650375939849624,0,0.96,794758725
794912535,0.0,0.0,0.0,0.0,3.0,0.0,7.0,357.0,978.0,574.0,5.0,0,0.94,794912535
794939085,0.0,0.0,0.0,0.0,8.0,0.0,1.0,533.0,1077.0,665.0,5.0,0,0.94,794939085
794945430,0.0,0.0,0.0,0.0,20.0,0.0,1.0,269.0,975.0,418.0,4.669172932330826,0,0.92,794945430
794972295,0.0,0.0,0.0,0.0,3.0,0.0,2.0,467.0,1446.0,509.0,3.0,0,0.95,794972295
794973780,0.0,0.0,0.0,1.0,0.0,0.0,3.0,632.0,1041.0,1081.0,5.0,0,0.73,794973780
794975580,0.0,0.0,0.0,0.0,7.0,0.0,4.0,412.0,1182.0,5098.0,4.0,1,0.62,794975580
794992005,0.0,0.0,1.0,0.0,8.0,0.0,21.0,830.0,29670.0,13912.0,4.0,0,0.77,794992005
795001905,0.0,0.0,0.0,1.0,13.0,0.0,25.0,55247.0,2217.0,12066.0,4.0,4,0.46,795001905
795137670,0.0,0.0,0.0,1.0,13.0,0.0,7.0,368.0,972.0,405.0,4.951127819548872,0,0.91,795137670
795147885,0.0,0.0,0.0,0.0,8.0,0.0,2.0,643.0,990.0,444.0,5.0,0,0.97,795147885
795169215,0.0,0.0,0.0,0.0,20.0,0.0,28.0,896.0,4518.0,5293.0,5.0,1,0.7,795169215
795201075,0.0,0.0,0.0,0.0,9.0,0.0,6.0,852.0,1020.0,522.0,5.0,0,0.82,795201075
795250305,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1138.0,1218.0,9596.0,4.0,1,0.67,795250305
795305700,0.0,0.0,0.0,0.0,17.0,0.0,1.0,280.0,1002.0,405.0,4.830827067669172,0,0.95,795305700
795341610,0.0,0.0,0.0,0.0,20.0,0.0,3.0,500.0,1494.0,912.0,5.0,0,0.9,795341610
795451050,0.0,0.0,0.0,0.0,3.0,0.0,1.0,258.0,9939.0,808.0,5.0,0,0.82,795451050
795460860,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1028.0,1215.0,1783.0,5.0,1,0.42,795460860
795461985,0.0,0.0,0.0,0.0,17.0,0.0,13.0,467.0,1092.0,1120.0,4.0,0,0.88,795461985
795495285,0.0,0.0,0.0,0.0,1.0,0.0,3.0,302.0,1002.0,405.0,5.0,0,0.89,795495285
795569715,0.0,0.0,0.0,0.0,2.0,0.0,22.0,357.0,1968.0,14536.0,4.0,1,0.85,795569715
795737250,0.0,0.0,0.0,0.0,8.0,0.0,1.0,412.0,993.0,405.0,4.537593984962406,0,0.98,795737250
795787380,0.0,0.0,0.0,0.0,3.0,0.0,2.0,258.0,975.0,405.0,5.0,0,0.94,795787380
795801600,0.0,0.0,0.0,0.0,3.0,1.0,1.0,280.0,1032.0,405.0,5.0,0,0.97,795801600
795818340,0.0,0.0,0.0,0.0,20.0,1.0,2.0,247.0,972.0,405.0,4.473684210526315,0,0.87,795818340
795832560,0.0,0.0,0.0,0.0,8.0,0.0,1.0,654.0,1332.0,405.0,5.0,0,0.95,795832560
795924090,0.0,0.0,0.0,0.0,6.0,0.0,2.0,401.0,1008.0,405.0,5.0,0,0.97,795924090
796018590,0.0,0.0,0.0,0.0,8.0,0.0,2.0,280.0,1017.0,405.0,5.0,0,0.94,796018590
796035465,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1743.0,1326.0,1653.0,4.0,0,0.31,796035465
796037085,0.0,0.0,0.0,0.0,4.0,0.0,9.0,2271.0,1005.0,405.0,4.0,2,0.71,796037085
796118850,0.0,0.0,0.0,0.0,3.0,0.0,2.0,346.0,1041.0,405.0,5.0,0,0.96,796118850
796162545,0.0,0.0,0.0,0.0,6.0,0.0,30.0,841.0,1215.0,5397.0,4.0,1,0.75,796162545
796255470,0.0,0.0,0.0,0.0,19.0,0.0,28.0,53872.0,1917.0,11598.0,4.0,3,0.34,796255470
796368690,0.0,0.0,0.0,0.0,8.0,1.0,4.0,280.0,1443.0,405.0,5.0,0,0.92,796368690
796392225,0.0,0.0,0.0,0.0,13.0,0.0,30.0,7023.0,16581.0,210693.0,4.0,1,0.83,796392225
796412520,0.0,0.0,0.0,0.0,8.0,0.0,3.0,291.0,1086.0,405.0,4.0,0,0.93,796412520
796440105,0.0,0.0,1.0,0.0,11.0,0.0,30.0,2535.0,2700.0,31631.0,5.0,1,0.82,796440105
796445010,1.0,0.0,1.0,0.0,20.0,0.0,30.0,4097.0,5922.0,87128.0,5.0,1,0.81,796445010
796510620,0.0,0.0,0.0,0.0,7.0,0.0,1.0,247.0,1152.0,2043.0,5.0,1,0.54,796510620
796563180,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1116.0,13206.0,24741.0,4.0,1,0.69,796563180
796566735,0.0,0.0,0.0,0.0,20.0,1.0,14.0,269.0,1086.0,405.0,4.0,0,0.89,796566735
796633200,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6418.0,1008.0,405.0,5.0,4,0.45,796633200
796675005,0.0,0.0,0.0,0.0,1.0,0.0,7.0,291.0,1119.0,652.0,5.0,0,0.92,796675005
796823595,0.0,0.0,0.0,0.0,4.0,0.0,18.0,1424.0,1359.0,2719.0,4.0,1,0.59,796823595
796852440,0.0,0.0,0.0,0.0,8.0,0.0,9.0,379.0,1059.0,2615.0,5.0,1,0.6,796852440
796977540,0.0,0.0,0.0,0.0,0.0,1.0,1.0,258.0,972.0,405.0,4.996240601503759,0,0.88,796977540
797036175,0.0,0.0,0.0,0.0,8.0,0.0,4.0,291.0,1005.0,405.0,4.0,0,0.96,797036175
797040360,0.0,0.0,0.0,0.0,4.0,0.0,28.0,445.0,1002.0,11156.0,5.0,1,0.86,797040360
797049360,0.0,0.0,0.0,0.0,6.0,0.0,7.0,500.0,1236.0,4162.0,4.0,1,0.61,797049360
797101290,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1039.0,3405.0,5891.0,5.0,1,0.75,797101290
797136570,0.0,0.0,1.0,0.0,6.0,0.0,22.0,390.0,5490.0,9882.0,4.0,1,0.72,797136570
797139585,0.0,0.0,0.0,0.0,20.0,0.0,4.0,412.0,1200.0,1796.0,4.0,0,0.5,797139585
797213610,0.0,0.0,0.0,0.0,9.0,0.0,1.0,313.0,987.0,405.0,4.0,0,0.97,797213610
797458635,0.0,0.0,0.0,0.0,13.0,1.0,11.0,247.0,987.0,405.0,5.0,0,0.94,797458635
797692905,0.0,0.0,0.0,0.0,20.0,0.0,7.0,269.0,1125.0,405.0,5.0,0,0.95,797692905
797741910,0.0,0.0,0.0,0.0,6.0,0.0,8.0,412.0,2106.0,964.0,5.0,0,0.85,797741910
797779305,0.0,0.0,0.0,0.0,6.0,0.0,2.0,346.0,1011.0,405.0,5.0,0,0.96,797779305
797782095,0.0,0.0,0.0,0.0,3.0,0.0,1.0,368.0,1089.0,756.0,5.0,0,0.92,797782095
797884380,0.0,0.0,0.0,0.0,7.0,0.0,19.0,962.0,1782.0,12846.0,4.0,1,0.85,797884380
797952645,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,978.0,405.0,4.379699248120301,0,0.9,797952645
797967585,0.0,0.0,0.0,0.0,4.0,0.0,30.0,621.0,5349.0,155066.0,4.0,1,0.94,797967585
797999355,0.0,0.0,0.0,0.0,3.0,0.0,4.0,335.0,1014.0,405.0,5.0,0,0.98,797999355
798000570,0.0,0.0,0.0,0.0,0.0,0.0,30.0,445.0,3228.0,18072.0,5.0,1,0.85,798000570
798242310,0.0,0.0,0.0,0.0,5.0,0.0,1.0,368.0,1014.0,431.0,5.0,0,0.96,798242310
798354360,0.0,0.0,0.0,0.0,8.0,0.0,1.0,313.0,987.0,405.0,4.763157894736842,0,0.97,798354360
798419250,0.0,0.0,0.0,0.0,17.0,0.0,3.0,335.0,1029.0,1601.0,4.0,0,0.58,798419250
798436395,0.0,0.0,0.0,0.0,1.0,0.0,5.0,467.0,1542.0,405.0,4.0,0,0.87,798436395
798582420,0.0,0.0,0.0,0.0,8.0,0.0,6.0,467.0,1470.0,1653.0,4.0,0,0.5,798582420
798615495,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,987.0,405.0,5.0,0,0.94,798615495
798687225,0.0,0.0,0.0,0.0,9.0,0.0,4.0,269.0,1008.0,405.0,5.0,0,0.97,798687225
798877935,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,975.0,405.0,2.0,0,0.91,798877935
798917400,0.0,0.0,1.0,0.0,6.0,0.0,26.0,698.0,8163.0,12053.0,5.0,1,0.79,798917400
799146225,0.0,0.0,0.0,0.0,20.0,0.0,21.0,1831.0,1446.0,4006.0,4.0,1,0.45,799146225
799160760,0.0,0.0,1.0,0.0,20.0,0.0,30.0,3283.0,6738.0,61297.0,4.0,1,0.81,799160760
799220610,0.0,0.0,0.0,0.0,5.0,0.0,1.0,588.0,1125.0,431.0,5.0,0,0.98,799220610
799279020,0.0,0.0,0.0,0.0,20.0,0.0,2.0,269.0,990.0,405.0,4.924812030075188,0,0.94,799279020
799329330,0.0,0.0,0.0,0.0,8.0,0.0,1.0,995.0,1404.0,1354.0,4.0,0,0.63,799329330
799335090,0.0,0.0,0.0,0.0,7.0,0.0,1.0,368.0,1797.0,418.0,4.0,0,0.81,799335090
799571205,0.0,0.0,0.0,0.0,8.0,0.0,1.0,280.0,999.0,405.0,5.0,0,0.96,799571205
799653330,0.0,0.0,0.0,0.0,6.0,0.0,2.0,269.0,990.0,405.0,5.0,0,0.95,799653330
799716735,0.0,0.0,0.0,0.0,20.0,0.0,1.0,258.0,987.0,405.0,4.323308270676692,0,0.92,799716735
799883370,0.0,0.0,0.0,0.0,1.0,0.0,1.0,346.0,1818.0,2602.0,4.0,1,0.62,799883370
799928595,0.0,0.0,0.0,0.0,7.0,0.0,11.0,346.0,1932.0,3642.0,4.0,1,0.72,799928595
799937955,1.0,0.0,1.0,0.0,11.0,0.0,30.0,3998.0,106638.0,1519910.0,4.0,1,0.96,799937955
799961535,0.0,0.0,0.0,1.0,8.0,0.0,1.0,10972.0,984.0,405.0,5.0,4,0.65,799961535
799962345,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10994.0,1023.0,522.0,4.0,4,0.7,799962345
799962885,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7364.0,1134.0,496.0,4.0,4,0.62,799962885
799962975,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2282.0,993.0,470.0,4.0,2,0.68,799962975
799963065,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6143.0,1002.0,561.0,4.0,4,0.63,799963065
800017875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,1011.0,405.0,4.936090225563909,0,0.87,800017875
800041590,0.0,0.0,0.0,0.0,14.0,0.0,4.0,1556.0,1359.0,405.0,5.0,2,0.58,800041590
800065350,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,972.0,405.0,3.9849624060150375,0,0.9,800065350
800128170,0.0,0.0,0.0,0.0,0.0,0.0,1.0,566.0,1032.0,457.0,4.0,0,0.85,800128170
800193645,0.0,0.0,0.0,0.0,3.0,0.0,2.0,896.0,1167.0,964.0,5.0,0,0.78,800193645
800241885,0.0,0.0,0.0,0.0,0.0,0.0,30.0,874.0,2820.0,5813.0,4.0,1,0.81,800241885
800374815,0.0,0.0,0.0,0.0,6.0,0.0,3.0,269.0,1062.0,405.0,4.714285714285714,0,0.96,800374815
800389305,0.0,0.0,0.0,0.0,8.0,1.0,1.0,258.0,987.0,405.0,4.7894736842105265,0,0.98,800389305
800418420,0.0,0.0,0.0,0.0,8.0,1.0,6.0,280.0,1020.0,405.0,4.0,0,0.93,800418420
800492625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,280.0,1026.0,431.0,5.0,0,0.87,800492625
800622630,0.0,0.0,0.0,0.0,3.0,0.0,4.0,247.0,972.0,405.0,4.0,0,0.93,800622630
800718795,0.0,0.0,0.0,0.0,8.0,0.0,4.0,324.0,1011.0,405.0,5.0,0,0.97,800718795
800812800,0.0,0.0,0.0,0.0,6.0,0.0,1.0,368.0,1074.0,418.0,4.0,0,0.94,800812800
801092385,0.0,0.0,0.0,0.0,20.0,0.0,18.0,918.0,5292.0,12898.0,4.0,1,0.54,801092385
801097245,0.0,0.0,0.0,0.0,20.0,0.0,2.0,588.0,1041.0,405.0,5.0,0,0.93,801097245
801250425,0.0,0.0,0.0,0.0,8.0,1.0,3.0,291.0,1017.0,405.0,5.0,0,0.96,801250425
801294705,0.0,0.0,0.0,0.0,20.0,1.0,2.0,247.0,972.0,405.0,4.473684210526315,0,0.87,801294705
801308295,0.0,0.0,0.0,0.0,20.0,0.0,21.0,1666.0,1872.0,2940.0,4.0,1,0.5,801308295
801310635,0.0,0.0,0.0,0.0,1.0,0.0,20.0,379.0,1089.0,2615.0,4.0,1,0.79,801310635
801442530,0.0,0.0,0.0,0.0,8.0,1.0,7.0,280.0,1092.0,405.0,5.0,0,0.95,801442530
801492390,0.0,1.0,0.0,0.0,6.0,0.0,30.0,1380.0,28170.0,72152.0,4.0,1,0.87,801492390
801621540,0.0,0.0,0.0,0.0,8.0,0.0,7.0,313.0,3627.0,2043.0,4.0,0,0.63,801621540
801911655,0.0,0.0,0.0,0.0,8.0,0.0,12.0,423.0,1713.0,4357.0,4.0,1,0.79,801911655
801977085,0.0,0.0,0.0,0.0,14.0,0.0,20.0,610.0,17301.0,5852.0,4.0,0,0.71,801977085
802074600,0.0,0.0,0.0,0.0,8.0,0.0,14.0,258.0,996.0,1432.0,5.0,0,0.6,802074600
802076310,0.0,0.0,0.0,0.0,20.0,1.0,1.0,269.0,999.0,405.0,4.789473684210526,0,0.91,802076310
802104120,0.0,0.0,0.0,0.0,20.0,0.0,1.0,258.0,975.0,405.0,4.406015037593983,0,0.9,802104120
802127205,0.0,0.0,0.0,0.0,20.0,0.0,3.0,368.0,1044.0,587.0,4.0,0,0.92,802127205
802132065,0.0,0.0,0.0,0.0,8.0,0.0,18.0,302.0,1632.0,405.0,4.0,0,0.83,802132065
802157895,0.0,0.0,0.0,0.0,3.0,0.0,8.0,280.0,1110.0,405.0,5.0,0,0.98,802157895
802308330,0.0,0.0,0.0,0.0,4.0,0.0,29.0,8640.0,8319.0,51287.0,5.0,1,0.72,802308330
802391310,0.0,0.0,0.0,0.0,4.0,0.0,18.0,478.0,2385.0,1575.0,4.0,0,0.58,802391310
802414440,0.0,0.0,0.0,0.0,8.0,0.0,3.0,423.0,1191.0,1796.0,4.0,0,0.54,802414440
802415295,0.0,0.0,0.0,0.0,6.0,0.0,11.0,775.0,1050.0,405.0,4.0,0,0.9,802415295
802437390,0.0,0.0,0.0,0.0,20.0,0.0,2.0,313.0,996.0,405.0,4.796992481203007,0,0.95,802437390
802440630,1.0,0.0,1.0,0.0,15.0,0.0,29.0,445.0,11478.0,209640.0,4.0,1,0.94,802440630
802449630,0.0,0.0,0.0,0.0,6.0,0.0,4.0,731.0,1623.0,1224.0,5.0,0,0.75,802449630
802469925,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,1026.0,405.0,4.86842105263158,0,0.94,802469925
802516770,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1032.0,405.0,4.323308270676692,0,0.92,802516770
802568655,0.0,0.0,0.0,0.0,9.0,1.0,8.0,247.0,975.0,405.0,5.0,0,0.96,802568655
802582110,0.0,0.0,0.0,0.0,15.0,0.0,30.0,9498.0,2010.0,2108.0,4.0,3,0.33,802582110
802586115,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,993.0,405.0,4.364661654135338,0,0.92,802586115
802587060,0.0,0.0,0.0,0.0,5.0,0.0,2.0,269.0,1002.0,405.0,4.87593984962406,0,0.95,802587060
802665180,0.0,0.0,0.0,0.0,4.0,0.0,25.0,1402.0,1413.0,1991.0,4.0,1,0.46,802665180
802700595,0.0,0.0,0.0,0.0,8.0,0.0,1.0,676.0,1110.0,821.0,5.0,0,0.92,802700595
802765395,0.0,0.0,0.0,0.0,8.0,0.0,2.0,357.0,1026.0,405.0,4.725563909774436,0,0.95,802765395
802766340,0.0,0.0,0.0,0.0,8.0,0.0,2.0,280.0,1065.0,509.0,5.0,0,0.92,802766340
802768230,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,972.0,405.0,4.06390977443609,0,0.9,802768230
802810215,0.0,0.0,0.0,0.0,16.0,0.0,1.0,258.0,978.0,405.0,5.0,0,0.94,802810215
802852650,0.0,0.0,0.0,0.0,8.0,0.0,1.0,280.0,4173.0,2199.0,4.0,0,0.67,802852650
802892115,0.0,0.0,0.0,0.0,5.0,0.0,1.0,247.0,1197.0,470.0,5.0,0,0.93,802892115
