shop_index,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,rf_label,rf_probs,shopindex
119700,1.0,0.0,0.0,0.0,15.0,0.0,26.0,9311.0,58590.0,25079.0,4.0,1,0.5,119700
207225,0.0,0.0,0.0,0.0,1.0,0.0,2.0,269.0,1029.0,470.0,2.0,0,0.84,207225
215775,0.0,0.0,0.0,0.0,6.0,0.0,28.0,3052.0,15684.0,13197.0,3.0,1,0.69,215775
308340,0.0,0.0,0.0,0.0,9.0,0.0,2.0,423.0,1143.0,509.0,4.0,0,0.96,308340
350280,0.0,0.0,0.0,0.0,1.0,0.0,11.0,467.0,1641.0,522.0,5.0,0,0.9,350280
396360,0.0,0.0,0.0,0.0,5.0,0.0,1.0,412.0,5700.0,457.0,2.0,0,0.92,396360
406305,0.0,0.0,0.0,0.0,8.0,0.0,5.0,566.0,2139.0,1757.0,2.0,0,0.6,406305
412875,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1143.0,405.0,0.0,0,0.92,412875
505260,0.0,0.0,0.0,0.0,0.0,0.0,2.0,841.0,2205.0,1848.0,4.0,0,0.45,505260
543375,0.0,0.0,0.0,0.0,8.0,0.0,1.0,522.0,1056.0,470.0,4.0,0,0.95,543375
567315,0.0,0.0,0.0,0.0,13.0,0.0,1.0,247.0,2736.0,405.0,1.0,0,0.83,567315
589905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,269.0,1140.0,405.0,4.823308270676691,0,0.9,589905
618480,0.0,0.0,0.0,0.0,5.0,0.0,23.0,2062.0,93846.0,4799.0,4.0,0,0.92,618480
618840,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1236.0,405.0,1.0,0,0.92,618840
670455,0.0,0.0,0.0,0.0,13.0,0.0,3.0,258.0,1149.0,444.0,5.0,0,0.97,670455
671445,0.0,0.0,0.0,0.0,20.0,0.0,1.0,291.0,1035.0,405.0,4.93609022556391,0,0.93,671445
702630,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1017.0,405.0,3.7443609022556394,0,0.93,702630
753840,0.0,0.0,0.0,0.0,15.0,0.0,1.0,258.0,1005.0,405.0,4.8120300751879705,0,0.98,753840
763110,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1149.0,405.0,4.2744360902255645,0,0.92,763110
790695,0.0,0.0,0.0,0.0,9.0,0.0,2.0,764.0,1335.0,678.0,3.0,0,0.94,790695
846225,0.0,0.0,0.0,0.0,3.0,0.0,1.0,467.0,1485.0,496.0,5.0,0,0.93,846225
901575,0.0,0.0,0.0,0.0,8.0,0.0,1.0,335.0,1092.0,509.0,5.0,0,0.95,901575
932400,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1131.0,405.0,2.2744360902255636,0,0.93,932400
1004355,0.0,0.0,0.0,0.0,20.0,0.0,1.0,896.0,1437.0,6138.0,4.0,1,0.43,1004355
1073565,0.0,0.0,0.0,0.0,6.0,0.0,4.0,269.0,1101.0,522.0,4.0,0,0.96,1073565
1138365,0.0,0.0,0.0,0.0,8.0,0.0,1.0,720.0,1317.0,509.0,1.0,0,0.93,1138365
1223775,0.0,0.0,0.0,0.0,8.0,0.0,1.0,313.0,1368.0,405.0,4.0,0,0.9,1223775
1227960,0.0,0.0,0.0,0.0,0.0,0.0,2.0,357.0,4329.0,1536.0,4.0,0,0.75,1227960
1255590,0.0,0.0,0.0,0.0,9.0,0.0,6.0,302.0,1056.0,444.0,3.0,0,0.94,1255590
1282680,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1413.0,2712.0,16369.0,5.0,1,0.82,1282680
1291815,0.0,0.0,0.0,0.0,9.0,0.0,1.0,962.0,1227.0,600.0,3.0,0,0.78,1291815
1411245,0.0,0.0,0.0,0.0,14.0,0.0,1.0,335.0,1188.0,405.0,0.0,0,0.96,1411245
1433520,0.0,0.0,0.0,0.0,19.0,0.0,1.0,269.0,1098.0,405.0,3.943609022556391,0,0.93,1433520
1463400,0.0,0.0,0.0,0.0,15.0,0.0,1.0,390.0,1011.0,405.0,4.864661654135339,0,0.98,1463400
1474020,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,1746.0,405.0,0.0,0,0.86,1474020
1503945,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1068.0,405.0,4.18796992481203,0,0.93,1503945
1509885,0.0,0.0,0.0,0.0,20.0,0.0,3.0,654.0,4380.0,418.0,1.0,0,0.89,1509885
1541160,0.0,0.0,0.0,0.0,3.0,0.0,15.0,1270.0,10674.0,3863.0,4.0,0,0.72,1541160
1552050,0.0,0.0,0.0,0.0,20.0,0.0,6.0,247.0,999.0,405.0,3.966165413533834,0,0.92,1552050
1581525,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,999.0,405.0,4.7631578947368425,0,0.95,1581525
1638270,0.0,0.0,0.0,0.0,20.0,0.0,2.0,258.0,1077.0,405.0,3.165413533834587,0,0.93,1638270
1651815,0.0,0.0,0.0,0.0,20.0,0.0,1.0,291.0,1206.0,405.0,0.0,0,0.91,1651815
1687635,1.0,0.0,0.0,0.0,5.0,0.0,28.0,17682.0,23502.0,11078.0,4.0,0,0.39,1687635
1693125,0.0,0.0,0.0,0.0,8.0,0.0,1.0,500.0,1182.0,990.0,5.0,0,0.94,1693125
1867095,0.0,0.0,0.0,0.0,8.0,0.0,14.0,390.0,1605.0,7048.0,4.0,1,0.8,1867095
1881135,0.0,0.0,0.0,0.0,20.0,0.0,5.0,522.0,3333.0,2329.0,4.0,0,0.63,1881135
2011005,0.0,0.0,0.0,0.0,6.0,0.0,24.0,1930.0,33528.0,6411.0,4.0,0,0.92,2011005
2037960,0.0,0.0,0.0,0.0,8.0,0.0,4.0,423.0,1179.0,405.0,5.0,0,0.96,2037960
2082600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,1416.0,405.0,3.917293233082707,0,0.82,2082600
2174400,0.0,0.0,0.0,0.0,9.0,0.0,2.0,346.0,1233.0,535.0,3.0,0,0.96,2174400
2209140,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1017.0,405.0,5.0,0,0.95,2209140
2241360,0.0,0.0,0.0,0.0,20.0,0.0,3.0,280.0,981.0,405.0,4.921052631578947,0,0.94,2241360
2251035,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1053.0,405.0,4.390977443609023,0,0.93,2251035
2295360,0.0,0.0,0.0,0.0,3.0,0.0,2.0,258.0,1038.0,405.0,0.0,0,0.92,2295360
2307735,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1134.0,405.0,1.8834586466165413,0,0.93,2307735
2475630,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1164.0,405.0,3.954887218045112,0,0.92,2475630
2496690,0.0,0.0,0.0,0.0,20.0,0.0,2.0,258.0,1128.0,431.0,4.0,0,0.93,2496690
2509605,0.0,0.0,0.0,0.0,13.0,0.0,1.0,269.0,987.0,405.0,3.87593984962406,0,0.97,2509605
2515815,0.0,0.0,0.0,0.0,20.0,0.0,25.0,643.0,7386.0,10844.0,4.0,0,0.51,2515815
2589075,0.0,0.0,0.0,0.0,8.0,0.0,7.0,302.0,1143.0,405.0,5.0,0,0.94,2589075
2659680,0.0,0.0,0.0,0.0,8.0,0.0,2.0,687.0,1191.0,548.0,3.0,0,0.95,2659680
2678715,0.0,0.0,0.0,0.0,6.0,0.0,11.0,1600.0,3246.0,3681.0,4.0,1,0.63,2678715
2689830,0.0,0.0,0.0,0.0,5.0,0.0,18.0,555.0,2847.0,704.0,3.0,0,0.86,2689830
2771820,0.0,0.0,0.0,0.0,8.0,0.0,1.0,423.0,1464.0,405.0,1.0,0,0.92,2771820
2773620,0.0,0.0,0.0,0.0,0.0,0.0,3.0,335.0,1335.0,509.0,3.0,0,0.84,2773620
2789370,0.0,0.0,0.0,0.0,4.0,0.0,1.0,258.0,975.0,405.0,4.642857142857143,0,0.95,2789370
2823345,0.0,0.0,1.0,0.0,6.0,0.0,18.0,1611.0,9006.0,3187.0,4.0,0,0.73,2823345
2915865,0.0,0.0,0.0,0.0,0.0,0.0,20.0,786.0,3630.0,20451.0,4.0,1,0.84,2915865
2926170,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1080.0,405.0,0.0,0,0.93,2926170
2951460,0.0,0.0,0.0,0.0,8.0,0.0,1.0,280.0,1194.0,405.0,5.0,0,0.94,2951460
2955555,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1336.0,5283.0,2875.0,4.0,0,0.63,2955555
2978910,0.0,0.0,0.0,0.0,20.0,0.0,18.0,412.0,2034.0,3395.0,4.0,1,0.76,2978910
3024495,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,987.0,405.0,4.319548872180451,0,0.92,3024495
3038175,0.0,0.0,0.0,0.0,8.0,0.0,5.0,302.0,1392.0,405.0,5.0,0,0.88,3038175
3052215,0.0,0.0,0.0,0.0,9.0,0.0,5.0,258.0,1023.0,405.0,5.0,0,0.95,3052215
3083940,0.0,0.0,0.0,0.0,6.0,0.0,1.0,412.0,2013.0,405.0,2.0,0,0.8,3083940
3109365,0.0,0.0,0.0,0.0,13.0,0.0,2.0,379.0,1287.0,431.0,5.0,0,0.93,3109365
3137895,0.0,0.0,0.0,0.0,20.0,0.0,1.0,390.0,2487.0,405.0,0.0,0,0.79,3137895
3189735,0.0,0.0,0.0,0.0,5.0,0.0,7.0,676.0,1251.0,834.0,3.0,0,0.92,3189735
3236265,0.0,0.0,0.0,0.0,8.0,0.0,3.0,258.0,1149.0,405.0,4.635338345864661,0,0.95,3236265
3250035,0.0,0.0,0.0,0.0,8.0,0.0,2.0,269.0,1032.0,405.0,4.849624060150376,0,0.93,3250035
3250800,0.0,0.0,0.0,0.0,20.0,1.0,1.0,258.0,1026.0,405.0,5.0,0,0.91,3250800
3287835,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1336.0,2925.0,3577.0,4.0,1,0.6,3287835
3322485,0.0,0.0,1.0,0.0,5.0,0.0,30.0,3162.0,6804.0,5436.0,4.0,1,0.45,3322485
3327660,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1457.0,2256.0,938.0,2.0,0,0.63,3327660
3389310,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,1257.0,405.0,0.0,0,0.87,3389310
3390750,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1026.0,405.0,3.766917293233084,0,0.93,3390750
3402405,0.0,0.0,0.0,0.0,3.0,0.0,5.0,390.0,1107.0,1003.0,4.0,0,0.96,3402405
3441510,0.0,0.0,0.0,0.0,11.0,0.0,16.0,610.0,1275.0,2836.0,5.0,1,0.76,3441510
3474450,0.0,0.0,0.0,0.0,8.0,0.0,1.0,346.0,2706.0,1094.0,4.0,0,0.8,3474450
3545055,1.0,0.0,0.0,0.0,0.0,0.0,2.0,258.0,1035.0,405.0,5.0,0,0.82,3545055
3563235,0.0,0.0,0.0,0.0,8.0,0.0,1.0,335.0,2097.0,405.0,5.0,0,0.82,3563235
3627990,0.0,0.0,0.0,0.0,20.0,0.0,2.0,258.0,1065.0,418.0,5.0,0,0.95,3627990
3649095,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1116.0,1410.0,522.0,4.0,0,0.47,3649095
3656115,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,978.0,405.0,4.424812030075188,0,0.9,3656115
3688965,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1065.0,405.0,4.364661654135338,0,0.93,3688965
3744990,0.0,0.0,0.0,0.0,16.0,0.0,23.0,423.0,1434.0,1640.0,4.0,1,0.71,3744990
3801690,0.0,0.0,0.0,0.0,1.0,0.0,1.0,368.0,3183.0,444.0,3.0,0,0.79,3801690
3836970,0.0,0.0,0.0,0.0,8.0,0.0,1.0,390.0,2208.0,509.0,3.0,0,0.84,3836970
3863610,0.0,0.0,0.0,0.0,5.0,0.0,1.0,258.0,4257.0,444.0,3.0,0,0.88,3863610
3910320,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1020.0,405.0,3.951127819548872,0,0.93,3910320
3959910,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,2220.0,405.0,0.0,0,0.82,3959910
4006755,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1138.0,3303.0,36181.0,4.0,1,0.85,4006755
4039335,0.0,0.0,0.0,0.0,14.0,0.0,1.0,2337.0,2112.0,678.0,3.0,2,0.51,4039335
4040595,0.0,0.0,0.0,0.0,1.0,0.0,2.0,786.0,14550.0,1978.0,4.0,0,0.81,4040595
4043025,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2040.0,1335.0,2992.0,5.0,1,0.52,4043025
4047840,0.0,0.0,0.0,0.0,5.0,0.0,1.0,577.0,1818.0,951.0,4.0,0,0.87,4047840
4058685,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1179.0,405.0,0.0,0,0.92,4058685
4178970,0.0,0.0,0.0,0.0,1.0,0.0,1.0,291.0,1017.0,405.0,4.447368421052632,0,0.83,4178970
4200795,0.0,0.0,0.0,0.0,8.0,0.0,1.0,676.0,1086.0,405.0,5.0,0,0.94,4200795
4207095,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,987.0,405.0,4.116541353383458,0,0.92,4207095
4269150,0.0,0.0,0.0,0.0,20.0,0.0,1.0,269.0,1089.0,548.0,5.0,0,0.93,4269150
4299750,0.0,0.0,0.0,0.0,8.0,0.0,7.0,1083.0,2406.0,470.0,4.0,0,0.59,4299750
4323420,0.0,0.0,0.0,0.0,1.0,0.0,1.0,258.0,999.0,405.0,5.0,0,0.88,4323420
4332600,0.0,0.0,0.0,0.0,6.0,0.0,3.0,291.0,1443.0,405.0,1.0,0,0.88,4332600
4338765,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1831.0,3006.0,756.0,1.0,0,0.64,4338765
4563135,0.0,0.0,0.0,0.0,20.0,0.0,5.0,390.0,12072.0,509.0,4.0,0,0.86,4563135
4589775,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,987.0,405.0,4.25563909774436,0,0.92,4589775
4653855,0.0,0.0,0.0,0.0,3.0,0.0,6.0,918.0,2172.0,405.0,5.0,0,0.76,4653855
4678290,0.0,0.0,0.0,0.0,20.0,0.0,3.0,269.0,1590.0,509.0,3.0,0,0.91,4678290
4678515,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1413.0,3756.0,574.0,4.0,0,0.75,4678515
4690350,0.0,0.0,0.0,0.0,14.0,0.0,30.0,698.0,5541.0,2199.0,4.0,0,0.62,4690350
4788945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,368.0,1041.0,405.0,4.755639097744362,0,0.87,4788945
4791195,0.0,0.0,0.0,0.0,6.0,0.0,2.0,324.0,2766.0,613.0,5.0,0,0.8,4791195
4799160,0.0,0.0,0.0,0.0,0.0,0.0,8.0,247.0,1029.0,1198.0,5.0,0,0.79,4799160
4799925,0.0,0.0,0.0,0.0,6.0,0.0,5.0,500.0,1287.0,444.0,5.0,0,0.92,4799925
4811625,0.0,0.0,0.0,0.0,5.0,0.0,4.0,291.0,4152.0,1419.0,1.0,0,0.89,4811625
4867830,1.0,0.0,0.0,0.0,9.0,0.0,30.0,2623.0,115413.0,183224.0,4.0,1,0.9,4867830
4910985,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2953.0,16836.0,4422.0,4.0,0,0.7,4910985
4936005,0.0,0.0,0.0,0.0,6.0,0.0,24.0,1237.0,1545.0,821.0,4.0,2,0.51,4936005
4945500,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1138.0,5328.0,470.0,4.0,0,0.85,4945500
5006160,0.0,0.0,0.0,0.0,9.0,0.0,2.0,247.0,1245.0,405.0,4.0,0,0.95,5006160
5104890,0.0,0.0,0.0,0.0,1.0,0.0,1.0,313.0,1059.0,405.0,4.74436090225564,0,0.9,5104890
5162670,0.0,0.0,0.0,0.0,9.0,0.0,1.0,258.0,1053.0,405.0,4.966165413533835,0,0.96,5162670
5342625,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2755.0,2772.0,3369.0,4.0,1,0.55,5342625
5410485,0.0,0.0,0.0,0.0,8.0,0.0,1.0,247.0,1149.0,405.0,1.0,0,0.93,5410485
5440950,0.0,0.0,0.0,0.0,6.0,0.0,2.0,346.0,1023.0,691.0,5.0,0,0.94,5440950
5452290,0.0,0.0,0.0,0.0,3.0,0.0,20.0,555.0,1431.0,2992.0,5.0,1,0.89,5452290
5461110,0.0,0.0,0.0,0.0,20.0,0.0,3.0,247.0,1209.0,405.0,4.44360902255639,0,0.92,5461110
5464710,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1059.0,405.0,5.0,0,0.95,5464710
5474205,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1146.0,405.0,0.0,0,0.92,5474205
5536845,0.0,0.0,0.0,0.0,9.0,0.0,1.0,247.0,1038.0,405.0,4.879699248120301,0,0.94,5536845
5541975,0.0,0.0,0.0,0.0,8.0,0.0,3.0,478.0,981.0,405.0,5.0,0,0.96,5541975
5548590,0.0,0.0,0.0,0.0,15.0,0.0,2.0,2425.0,1596.0,834.0,4.0,2,0.45,5548590
5564340,0.0,0.0,0.0,0.0,3.0,0.0,9.0,390.0,1170.0,912.0,5.0,0,0.97,5564340
5598270,1.0,0.0,0.0,0.0,6.0,0.0,30.0,3151.0,45927.0,12599.0,4.0,1,0.55,5598270
5600025,0.0,0.0,0.0,0.0,9.0,0.0,13.0,401.0,1620.0,405.0,4.0,0,0.89,5600025
5641020,0.0,0.0,0.0,0.0,20.0,0.0,5.0,3547.0,13470.0,1653.0,2.0,0,0.75,5641020
5665185,0.0,0.0,0.0,0.0,8.0,0.0,6.0,302.0,1590.0,1172.0,3.0,0,0.79,5665185
5801670,0.0,0.0,0.0,0.0,14.0,0.0,16.0,1017.0,9375.0,4344.0,4.0,0,0.68,5801670
5819805,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1044.0,405.0,2.0488721804511276,0,0.92,5819805
5882220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,533.0,1257.0,405.0,4.0,0,0.83,5882220
5998950,1.0,0.0,0.0,0.0,6.0,0.0,30.0,643.0,2802.0,138842.0,4.0,1,0.9,5998950
6044805,0.0,0.0,0.0,0.0,1.0,0.0,1.0,302.0,1128.0,405.0,5.0,0,0.91,6044805
6084720,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1086.0,405.0,4.1992481203007515,0,0.93,6084720
6098130,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,999.0,405.0,4.601503759398497,0,0.95,6098130
6101235,0.0,0.0,0.0,0.0,20.0,0.0,1.0,269.0,993.0,405.0,4.819548872180451,0,0.94,6101235
6143175,0.0,0.0,0.0,0.0,6.0,0.0,1.0,247.0,1632.0,2030.0,4.0,1,0.5,6143175
6207975,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1721.0,4104.0,2589.0,4.0,0,0.52,6207975
6211575,0.0,0.0,0.0,0.0,6.0,0.0,25.0,995.0,2691.0,3395.0,1.0,1,0.82,6211575
6262020,0.0,0.0,0.0,0.0,6.0,0.0,3.0,456.0,1455.0,3850.0,4.0,1,0.63,6262020
6274170,0.0,0.0,0.0,0.0,20.0,1.0,3.0,247.0,1074.0,405.0,3.8947368421052637,0,0.9,6274170
6314805,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1011.0,405.0,3.9999999999999996,0,0.93,6314805
6508935,0.0,0.0,0.0,0.0,8.0,0.0,1.0,412.0,1053.0,405.0,5.0,0,0.97,6508935
6583995,0.0,0.0,0.0,0.0,8.0,0.0,9.0,599.0,7191.0,5540.0,4.0,0,0.69,6583995
6726645,0.0,0.0,0.0,0.0,20.0,0.0,2.0,247.0,1059.0,405.0,2.9962406015037595,0,0.93,6726645
6778710,0.0,0.0,0.0,0.0,14.0,0.0,3.0,511.0,1158.0,522.0,4.0,0,0.96,6778710
6779655,0.0,0.0,0.0,0.0,20.0,0.0,1.0,291.0,1062.0,405.0,5.0,0,0.94,6779655
6808680,0.0,0.0,0.0,0.0,3.0,0.0,2.0,610.0,3231.0,4565.0,5.0,1,0.66,6808680
6815295,0.0,0.0,0.0,0.0,0.0,0.0,20.0,456.0,1527.0,2108.0,5.0,1,0.79,6815295
6833610,0.0,0.0,0.0,0.0,6.0,0.0,5.0,500.0,1884.0,3070.0,5.0,1,0.7,6833610
6842700,0.0,0.0,0.0,0.0,6.0,0.0,1.0,269.0,1032.0,405.0,4.887218045112782,0,0.94,6842700
6889635,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1050.0,405.0,4.172932330827068,0,0.93,6889635
6894900,0.0,0.0,0.0,0.0,6.0,0.0,1.0,258.0,1047.0,405.0,4.872180451127819,0,0.95,6894900
7077015,0.0,0.0,0.0,0.0,1.0,0.0,1.0,368.0,1050.0,405.0,4.0,0,0.86,7077015
7090875,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1029.0,405.0,4.406015037593985,0,0.93,7090875
7316550,0.0,0.0,0.0,0.0,11.0,0.0,12.0,357.0,1170.0,405.0,5.0,0,0.98,7316550
7352280,0.0,0.0,0.0,0.0,5.0,0.0,1.0,423.0,1527.0,405.0,2.0,0,0.91,7352280
7417440,0.0,0.0,0.0,0.0,1.0,0.0,7.0,247.0,1221.0,405.0,5.0,0,0.95,7417440
7433460,0.0,0.0,0.0,0.0,13.0,0.0,5.0,258.0,1287.0,405.0,5.0,0,0.92,7433460
7436925,0.0,0.0,0.0,0.0,8.0,0.0,1.0,357.0,1038.0,405.0,5.0,0,0.94,7436925
7476930,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1578.0,405.0,4.0,0,0.9,7476930
7562385,0.0,0.0,0.0,0.0,15.0,0.0,2.0,258.0,1023.0,405.0,4.7481203007518795,0,0.97,7562385
7657290,0.0,0.0,0.0,0.0,8.0,0.0,11.0,247.0,1188.0,704.0,1.0,0,0.93,7657290
7856505,0.0,0.0,0.0,0.0,8.0,0.0,4.0,434.0,1242.0,1289.0,4.0,0,0.79,7856505
7953975,0.0,0.0,0.0,0.0,8.0,0.0,1.0,588.0,1407.0,561.0,4.0,0,0.97,7953975
7959420,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1479.0,2565.0,834.0,4.0,0,0.61,7959420
7963965,0.0,0.0,0.0,0.0,20.0,1.0,2.0,247.0,1899.0,405.0,4.124060150375939,0,0.78,7963965
7992720,0.0,0.0,0.0,0.0,1.0,0.0,30.0,489.0,2946.0,7763.0,5.0,1,0.81,7992720
8002710,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1005.0,405.0,0.0,0,0.93,8002710
8099550,0.0,0.0,0.0,0.0,0.0,0.0,1.0,291.0,1023.0,405.0,1.0,0,0.83,8099550
8105355,0.0,0.0,0.0,0.0,6.0,0.0,1.0,247.0,993.0,405.0,5.0,0,0.95,8105355
8137890,0.0,0.0,0.0,0.0,9.0,0.0,1.0,280.0,1068.0,405.0,2.0,0,0.94,8137890
8198595,0.0,0.0,0.0,0.0,6.0,0.0,11.0,2161.0,6894.0,5189.0,4.0,0,0.67,8198595
8199990,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1237.0,1095.0,405.0,5.0,2,0.54,8199990
8242425,0.0,0.0,0.0,0.0,6.0,0.0,4.0,621.0,1083.0,405.0,5.0,0,0.99,8242425
8258130,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1242.0,405.0,3.612781954887218,0,0.92,8258130
8295885,0.0,0.0,0.0,0.0,13.0,0.0,12.0,467.0,5172.0,6164.0,3.0,1,0.65,8295885
8355060,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1017.0,405.0,4.293233082706767,0,0.93,8355060
8436015,0.0,0.0,1.0,0.0,5.0,0.0,27.0,2711.0,75945.0,33100.0,4.0,1,0.53,8436015
8458110,0.0,0.0,0.0,0.0,20.0,0.0,1.0,808.0,1545.0,405.0,5.0,0,0.84,8458110
8554095,0.0,0.0,0.0,0.0,20.0,0.0,1.0,247.0,1014.0,405.0,4.003759398496241,0,0.93,8554095
8679735,0.0,0.0,0.0,0.0,18.0,0.0,22.0,522.0,1245.0,4071.0,4.0,1,0.71,8679735
8801640,0.0,0.0,0.0,0.0,6.0,0.0,1.0,291.0,1032.0,405.0,4.842105263157895,0,0.93,8801640
8842680,0.0,0.0,0.0,0.0,9.0,0.0,1.0,280.0,2868.0,431.0,4.0,0,0.78,8842680
8895015,0.0,0.0,0.0,0.0,12.0,0.0,1.0,258.0,1113.0,405.0,4.526315789473684,0,0.98,8895015
8999595,0.0,0.0,0.0,0.0,5.0,0.0,6.0,258.0,1014.0,405.0,4.785714285714285,0,0.96,8999595
9012195,0.0,0.0,0.0,0.0,6.0,0.0,3.0,544.0,3954.0,548.0,1.0,0,0.94,9012195
9029655,0.0,0.0,0.0,0.0,3.0,0.0,2.0,247.0,1215.0,1055.0,4.0,0,0.88,9029655
9054990,0.0,0.0,0.0,0.0,8.0,0.0,1.0,269.0,1083.0,405.0,4.6428571428571415,0,0.95,9054990
9135720,0.0,0.0,0.0,0.0,9.0,0.0,1.0,291.0,1854.0,652.0,4.0,0,0.82,9135720
9175050,0.0,0.0,0.0,0.0,16.0,0.0,4.0,357.0,2847.0,925.0,1.0,0,0.82,9175050
9175140,0.0,0.0,0.0,0.0,20.0,0.0,11.0,269.0,1095.0,405.0,4.112781954887218,0,0.93,9175140
9265365,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1380.0,1782.0,652.0,4.0,0,0.53,9265365
9266625,0.0,0.0,0.0,0.0,16.0,0.0,10.0,4933.0,3741.0,1341.0,4.0,0,0.38,9266625
9274005,0.0,0.0,0.0,0.0,6.0,0.0,30.0,676.0,4854.0,2641.0,4.0,1,0.59,9274005
9364905,1.0,0.0,0.0,0.0,9.0,0.0,9.0,588.0,6105.0,2277.0,4.0,0,0.83,9364905
9380475,0.0,0.0,0.0,0.0,7.0,0.0,1.0,302.0,975.0,405.0,4.7932330827067675,0,0.94,9380475
9437310,0.0,0.0,0.0,0.0,8.0,0.0,12.0,555.0,45009.0,19151.0,3.0,0,0.7,9437310
9514530,0.0,0.0,0.0,0.0,9.0,0.0,1.0,456.0,1797.0,522.0,4.0,0,0.84,9514530
9539325,0.0,0.0,0.0,0.0,8.0,0.0,2.0,566.0,1101.0,405.0,3.0,0,0.96,9539325
9663930,0.0,0.0,0.0,0.0,20.0,0.0,6.0,302.0,1005.0,405.0,4.0,0,0.92,9663930
9883485,0.0,0.0,0.0,0.0,8.0,0.0,1.0,247.0,1086.0,405.0,4.909774436090225,0,0.95,9883485
9966420,0.0,0.0,0.0,0.0,14.0,0.0,1.0,335.0,1020.0,405.0,4.808270676691729,0,1.0,9966420
10038780,0.0,0.0,0.0,0.0,9.0,0.0,5.0,577.0,24171.0,1081.0,4.0,0,0.92,10038780
10100520,0.0,0.0,0.0,0.0,5.0,0.0,1.0,544.0,1281.0,873.0,4.0,0,0.93,10100520
10125180,0.0,0.0,0.0,0.0,8.0,0.0,2.0,291.0,1215.0,574.0,4.0,0,0.92,10125180
10206360,0.0,0.0,0.0,0.0,8.0,0.0,5.0,423.0,6375.0,1094.0,4.0,0,0.88,10206360
10212165,0.0,0.0,0.0,0.0,8.0,0.0,4.0,478.0,5655.0,1666.0,3.0,0,0.82,10212165
10323270,0.0,0.0,0.0,0.0,8.0,0.0,1.0,258.0,1050.0,457.0,5.0,0,0.93,10323270
