manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click,kmeans.labels,agglomerative.average.labels,agglomerative.complete.labels,meanshift.labels
0.0,0.0,0.0,0.0,7.0,0.0,30.0,313.0,5829.0,7308.0,4.0,7.5,16983204.14285714,1914.7142857142858,30.571428571428573,31.319548872180455,11.0,486.2142857142857,0,3,0,0
0.0,0.0,0.0,1.0,11.0,0.0,25.0,2084.0,29241.0,56682.0,4.0,7.5,993557913.4285715,217221.14285714287,0.0,415.3308270676692,11.0,427.2857142857143,0,3,0,0
1.0,0.0,1.0,0.0,9.0,0.0,30.0,1809.0,8202.0,16226.0,4.0,7.5,416465708.0,24098.428571428572,25.0,67.6578947368421,11.0,320.42857142857144,0,3,0,0
1.0,0.0,0.0,0.0,17.0,0.0,26.0,1644.0,10302.0,5267.0,4.0,7.5,42511868.71428572,163.85714285714286,1.1428571428571428,94.91353383458647,11.0,83.92857142857143,0,3,0,0
1.0,0.0,0.0,0.0,5.0,0.0,30.0,4163.0,23967.0,30071.0,4.0,7.5,1123796736.2857144,203712.85714285713,0.0,391.7142857142857,11.0,1196.5,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,19.0,676.0,2889.0,10116.0,5.0,7.5,35785393.0,191.85714285714286,77.14285714285714,39.17669172932331,11.0,69.0,0,3,0,0
0.0,0.0,0.0,1.0,15.0,0.0,30.0,3734.0,6093.0,25820.0,4.0,7.5,226386534.35714287,14966.857142857143,0.0,722.1766917293232,11.0,91.78571428571429,0,3,0,0
0.0,0.0,1.0,1.0,13.0,0.0,23.0,4845.0,14541.0,27627.0,4.0,7.5,73978253.5,11571.214285714286,0.0,78.00375939849623,11.0,161.71428571428572,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,26.0,36547.0,8067.0,10259.0,4.0,7.5,75635543.07142857,857.0714285714286,0.0,78.11654135338345,11.0,34.96616541353384,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,1479.0,34803.0,135033.0,4.0,7.5,5661795082.714286,385638242.21428573,38.142857142857146,5223.067669172932,11.0,2115.0,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,27.0,12600.0,18525.0,63754.0,4.0,7.5,3343367388.428571,858485.2142857143,151.14285714285714,285.57518796992485,11.0,576.5714285714286,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,16538.0,69948.0,48752.0,4.0,7.5,1510971377.5714285,317905.4285714286,0.0,954.8571428571429,11.0,395.07142857142856,0,3,0,0
1.0,0.0,0.0,0.0,6.0,0.0,7.0,357.0,1152.0,418.0,4.0,7.5,550281.7857142857,4.571428571428571,33.642857142857146,29.142857142857142,11.0,41.66541353383458,0,3,0,0
0.0,0.0,1.0,0.0,9.0,0.0,26.0,2040.0,15621.0,53367.0,4.0,7.5,1133043079.357143,520639.71428571426,0.35714285714285715,2322.2105263157896,11.0,479.92857142857144,0,3,0,0
1.0,1.0,0.0,0.0,0.0,0.0,29.0,951.0,272397.0,1142390.0,4.0,7.5,853769575322.9286,1538184979.4285715,22.0,1775.2142857142858,987.4285714285714,8117.857142857143,4,3,0,5
0.0,0.0,0.0,1.0,0.0,0.0,10.0,18243.0,23025.0,66497.0,4.0,7.5,453085174.5,42118.07142857143,0.07142857142857142,226.484962406015,11.0,222.21428571428572,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,29.0,1094.0,26103.0,81512.0,4.0,7.5,1056351998.6428572,215221.64285714287,92.5,135.07142857142858,11.0,480.7142857142857,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,30.0,30057.0,152460.0,388273.0,4.0,7.5,57365699635.57143,185749431.92857143,0.0,1186.2857142857142,11.0,2970.6428571428573,0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,753.0,1125.0,405.0,5.0,7.5,3118085.0714285714,39.07142857142857,8.785714285714286,46.03383458646616,11.0,41.251879699248114,0,3,0,0
0.0,0.0,0.0,1.0,4.0,0.0,28.0,44665.0,11385.0,47296.0,4.0,7.5,1002083916.7857143,232757.35714285713,0.0,2496.139097744361,11.0,147.57142857142858,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,20.0,698.0,1623.0,1705.0,5.0,7.5,631818.2857142857,6.142857142857143,484.0,6.18421052631579,11.0,39.96992481203007,0,3,0,0
0.0,0.0,0.0,0.0,16.0,0.0,28.0,962.0,258174.0,415300.0,4.0,7.5,121392272239.0,59727006.35714286,2.142857142857143,43321.85338345864,11.0,4582.928571428572,0,3,0,1
0.0,0.0,0.0,0.0,0.0,0.0,3.0,610.0,3120.0,8751.0,5.0,7.5,28212269.14285714,1501.142857142857,157.42857142857142,79.20300751879698,11.0,160.14285714285714,0,3,0,0
0.0,0.0,1.0,1.0,15.0,0.0,22.0,22863.0,6096.0,26145.0,4.0,7.5,153706072.35714287,12276.785714285714,0.0,146.76315789473685,11.0,71.35714285714286,0,3,0,0
1.0,1.0,0.0,0.0,7.0,0.0,30.0,24084.0,2349123.0,1216308.0,4.0,7.5,3471485000000.0,52391073428.71429,0.5714285714285714,7853554.357142857,7883.857142857143,69274.71428571429,3,0,1,4
1.0,1.0,0.0,0.0,9.0,0.0,25.0,775.0,11727.0,9310.0,4.0,7.5,323513348.9285714,379.92857142857144,1.5714285714285714,182.42857142857142,11.0,611.9285714285714,0,3,0,0
0.0,0.0,1.0,0.0,20.0,0.0,29.0,1116.0,24663.0,20659.0,5.0,7.5,2776055323.857143,24746.214285714286,2846.6428571428573,89.1203007518797,11.0,2247.785714285714,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,28.0,16076.0,152298.0,247041.0,4.0,7.5,29326899624.714287,15975148.142857144,0.0,414.69172932330827,11.0,1991.642857142857,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,1545.0,886977.0,708892.0,4.0,7.5,135390826370.14285,834335483.6428572,79.5,33101.78571428572,1231.7142857142858,9311.357142857143,0,3,0,1
1.0,0.0,0.0,0.0,15.0,0.0,30.0,5813.0,40821.0,171914.0,4.0,7.5,8024583615.0,4546288.928571428,137.35714285714286,1105.5977443609022,11.0,1340.2857142857142,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,5362.0,558966.0,1882545.0,4.0,7.5,1680718071428.5715,8348030714.428572,23.357142857142858,42593.857142857145,11.0,36172.57142857143,1,1,2,13
1.0,1.0,0.0,0.0,5.0,0.0,30.0,2678.0,627807.0,456809.0,4.0,7.5,4855542514831.714,1683703632.857143,473.2142857142857,1393276.642857143,5426.0,28647.0,3,0,3,9
1.0,1.0,0.0,0.0,9.0,0.0,30.0,1237.0,236283.0,438583.0,4.0,7.5,233071215871.7143,1097453529.7857144,13.142857142857142,259493.2857142857,3022.4285714285716,13551.07142857143,0,3,0,1
1.0,1.0,0.0,0.0,6.0,0.0,30.0,1930.0,34437.0,51898.0,4.0,7.5,2313919873.928571,287976.14285714284,2.5714285714285716,11538.0,11.0,3161.5714285714284,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,4900.0,5658.0,27913.0,4.0,7.5,134836405.2857143,22783.571428571428,337.07142857142856,96.73684210526316,11.0,227.71428571428572,0,3,0,0
0.0,0.0,0.0,0.0,9.0,0.0,30.0,1171.0,8952.0,12339.0,4.0,7.5,116098201.85714285,11133.5,21.071428571428573,22.69924812030075,11.0,209.64285714285714,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,30.0,9355.0,2745.0,12352.0,4.0,7.5,380089047.21428573,1089.4285714285713,2.5714285714285716,676.1165413533835,11.0,121.64285714285714,0,3,0,0
0.0,0.0,0.0,0.0,4.0,0.0,16.0,588.0,999.0,561.0,4.0,7.5,8697.714285714286,0.21428571428571427,0.0,3.037593984962406,11.0,27.109022556390983,0,3,0,0
0.0,0.0,1.0,1.0,15.0,0.0,26.0,51683.0,13398.0,47179.0,4.0,7.5,1169591753.0714285,41818.42857142857,0.0,1009.3007518796992,11.0,160.7218045112782,0,3,0,0
0.0,0.0,1.0,1.0,4.0,0.0,30.0,48086.0,14817.0,46971.0,4.0,7.5,201451898.7857143,6586.428571428572,0.0,490.1917293233082,11.0,57.214285714285715,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,24.0,13535.0,28620.0,71632.0,4.0,7.5,1061898780.2857143,419953.4285714286,0.0,2507.2255639097743,11.0,261.5,0,3,0,0
0.0,0.0,0.0,1.0,5.0,0.0,30.0,27252.0,6849.0,8023.0,4.0,7.5,53067457.71428572,702.2857142857143,0.0,97.92481203007519,11.0,40.714285714285715,0,3,0,0
