manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click,kmeans.labels,agglomerative.average.labels,agglomerative.complete.labels,meanshift.labels
0.0,0.0,1.0,0.0,7.0,0.0,18.0,379.0,10566.0,16265.0,4.0,7.5,8920391.214285715,266.5,1.1428571428571428,23.266917293233085,11.0,204.14285714285714,0,3,0,0
1.0,1.0,0.0,0.0,15.0,0.0,30.0,1545.0,60843.0,20997.0,4.0,7.5,1416551980.357143,1312.2142857142858,86.85714285714286,2167.8571428571427,11.0,1730.0,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,4086.0,656739.0,1509835.0,4.0,7.5,2579274000000.0,48404828613.71429,155.14285714285714,2355784.5714285714,10096.0,60488.857142857145,1,1,4,8
1.0,1.0,0.0,0.0,9.0,0.0,30.0,566.0,32979.0,22830.0,5.0,7.5,454625815.0,19432.928571428572,157.71428571428572,6241.857142857143,11.0,1469.142857142857,0,3,0,0
0.0,0.0,1.0,1.0,4.0,0.0,30.0,3569.0,11193.0,15615.0,4.0,7.5,201065698.5,1145.7142857142858,0.0,344.04511278195486,11.0,64.28571428571429,0,3,0,0
1.0,1.0,0.0,0.0,2.0,0.0,24.0,1248.0,5508.0,4721.0,4.0,7.5,96815877.35714285,2266.1428571428573,5.428571428571429,67.13157894736841,11.0,423.35714285714283,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,753.0,42672.0,15875.0,4.0,7.5,906747968.7142857,77520.78571428571,1.1428571428571428,1283.4285714285713,11.0,1227.142857142857,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,30.0,5208.0,53265.0,78444.0,4.0,7.5,21714172960.0,20060937.85714286,7.642857142857143,216.92857142857142,11.0,2401.785714285714,0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,599.0,1212.0,2680.0,4.0,7.5,12824517.357142856,341.92857142857144,674.9285714285714,49.484962406015036,11.0,53.90601503759399,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,27.0,8585.0,139929.0,401338.0,4.0,7.5,106814182457.07143,236430102.42857143,0.0,57837.96992481203,11.0,6064.0,0,3,0,1
0.0,0.0,1.0,1.0,13.0,0.0,30.0,6660.0,51696.0,151530.0,4.0,7.5,13347030089.285715,57236761.35714286,0.0,35.57142857142857,11.0,1598.7857142857142,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,28.0,687.0,28620.0,89429.0,4.0,7.5,1647806794.0714285,1165488.2142857143,789.7857142857143,399.46240601503763,11.0,1092.7857142857142,0,3,0,0
0.0,0.0,0.0,1.0,9.0,0.0,30.0,852.0,1236.0,483.0,4.0,7.5,108358.35714285714,0.0,0.0,7.293233082706768,11.0,27.770676691729324,0,3,0,0
0.0,0.0,1.0,0.0,20.0,0.0,26.0,874.0,2796.0,5072.0,5.0,7.5,11737705.642857144,451.0,5713.5,30.575187969924816,11.0,129.70676691729324,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,30.0,1545.0,2931.0,405.0,4.0,7.5,8249387.642857143,0.2857142857142857,57.285714285714285,43.10526315789474,11.0,39.597744360902254,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,797.0,93447.0,175762.0,5.0,7.5,20009869909.357143,137444832.7857143,2292.285714285714,3348.0714285714284,11.0,9261.857142857143,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,30.0,2623.0,24912.0,73803.0,4.0,7.5,1941509788.142857,184018.57142857142,0.0,1726.2105263157894,11.0,599.3571428571429,0,3,0,0
1.0,0.0,1.0,0.0,20.0,0.0,26.0,489.0,3840.0,9622.0,5.0,7.5,1672906463.0,6306.571428571428,645.8571428571429,1395.4436090225565,11.0,802.0714285714286,0,3,0,0
1.0,0.0,1.0,0.0,4.0,0.0,30.0,1952.0,30084.0,187592.0,4.0,7.5,26681975326.07143,30653582.14285714,7084.571428571428,1623.642857142857,11.0,4274.928571428572,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,26.0,2964.0,17496.0,81876.0,4.0,7.5,5247225129.0,3022967.785714286,0.35714285714285715,32.214285714285715,11.0,2209.285714285714,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,25.0,1809.0,131553.0,80355.0,4.0,7.5,7732608277.285714,4257600.714285715,16.214285714285715,67463.28571428571,11.0,7122.357142857143,0,3,0,0
0.0,0.0,1.0,1.0,15.0,0.0,30.0,4273.0,3621.0,14549.0,4.0,7.5,61349053.14285714,1540.7142857142858,0.0,84.3533834586466,11.0,47.785714285714285,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,16659.0,240141.0,267087.0,4.0,7.5,217631428571.42856,27801215.92857143,0.0,213.85714285714286,11.0,5464.5,0,3,0,1
1.0,0.0,1.0,0.0,8.0,0.0,27.0,907.0,234987.0,22180.0,4.0,7.5,11637165721.357143,131100.7857142857,2289.6428571428573,8041.857142857143,11.0,4837.5,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,28.0,3987.0,27603.0,28511.0,5.0,7.5,1080023411.7857144,55277.5,18.571428571428573,440.07142857142856,11.0,1330.857142857143,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,6.0,3943.0,21189.0,14224.0,4.0,7.5,981172687.0,892.2857142857143,228.71428571428572,18.857142857142858,11.0,703.8571428571429,0,3,0,0
0.0,0.0,0.0,1.0,15.0,0.0,20.0,29617.0,2277.0,10207.0,4.0,7.5,30570229.85714286,511.7857142857143,0.2857142857142857,85.56015037593986,11.0,37.36466165413533,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,29.0,46469.0,10275.0,8010.0,4.0,7.5,66262279.14285714,423.0,0.0,97.62406015037594,11.0,55.22932330827067,0,3,0,0
0.0,0.0,0.0,0.0,7.0,0.0,28.0,588.0,3078.0,4617.0,4.0,7.5,134955102.2857143,648.6428571428571,290.07142857142856,274.19172932330827,11.0,390.35714285714283,0,3,0,0
1.0,0.0,1.0,0.0,11.0,0.0,30.0,2458.0,9183.0,62896.0,5.0,7.5,1717242297.7857144,1032545.5714285715,4.428571428571429,220.21428571428572,11.0,582.0714285714286,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,2942.0,34905.0,15251.0,4.0,7.5,465409183.0714286,14683.42857142857,0.0,740.4248120300751,11.0,333.0,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,30.0,445.0,1059.0,405.0,5.0,7.5,665991.8571428572,0.35714285714285715,98.57142857142857,10.864661654135336,11.0,52.5,0,3,0,0
0.0,0.0,1.0,1.0,5.0,0.0,28.0,24854.0,11898.0,36389.0,4.0,7.5,1166788202.642857,79818.57142857143,0.0,1457.9398496240603,11.0,286.64285714285717,0,3,0,0
0.0,0.0,1.0,1.0,1.0,0.0,26.0,60362.0,19692.0,30474.0,4.0,7.5,2172753742.857143,280943.21428571426,0.0,745.8120300751879,11.0,559.2857142857143,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,2040.0,32868.0,159252.0,4.0,7.5,27826387989.714287,36422150.28571428,0.0,37809.417293233084,11.0,1466.7857142857142,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,28.0,973.0,26940.0,4981.0,4.0,7.5,46302986.35714286,459.64285714285717,11.285714285714286,356.14285714285717,11.0,403.7142857142857,0,3,0,0
0.0,0.0,1.0,0.0,1.0,0.0,30.0,731.0,10965.0,19190.0,4.0,7.5,83205829.64285715,1747.857142857143,252.78571428571428,21.037593984962406,11.0,307.85714285714283,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,13480.0,118713.0,539021.0,4.0,7.5,335406500000.0,2088036981.5714285,174.0,38.5,11.0,5657.0,4,3,0,2
0.0,0.0,0.0,1.0,20.0,0.0,24.0,20839.0,12495.0,36558.0,4.0,7.5,1340427139.5714285,206713.07142857142,0.0,1875.5413533834585,11.0,433.57142857142856,0,3,0,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,10598.0,93138.0,70592.0,4.0,7.5,7944942875898.571,3162599.5,2.7142857142857144,883.8571428571429,11.0,6507.142857142857,2,2,5,14
0.0,1.0,0.0,1.0,7.0,0.0,30.0,21521.0,182421.0,213085.0,4.0,7.5,190542357142.85715,52129513.21428572,0.0,29363.14285714286,11.0,7525.428571428572,0,3,0,1
1.0,1.0,0.0,0.0,6.0,0.0,22.0,621.0,9150.0,9778.0,5.0,7.5,3306524.8571428573,914.6428571428571,4.5,13.458646616541355,11.0,138.92857142857142,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,9.0,4108.0,6231.0,3044.0,4.0,7.5,8898594.142857144,296.7857142857143,0.0,31.951127819548876,11.0,84.21804511278197,0,3,0,0
1.0,0.0,0.0,0.0,4.0,0.0,28.0,1435.0,19518.0,165570.0,4.0,7.5,39272656046.5,30293309.785714287,8.357142857142858,4037.2255639097743,11.0,877.5,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,20.0,14723.0,47931.0,36259.0,4.0,7.5,546084498.4285715,10005.92857142857,0.0,34.42857142857143,11.0,604.0714285714286,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,1358.0,15597.0,13951.0,4.0,7.5,434444087.64285713,1700.642857142857,49.07142857142857,739.7631578947368,11.0,91.90977443609025,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,10.0,280.0,1044.0,3863.0,5.0,7.5,2219.8571428571427,134.57142857142858,132.71428571428572,2.5413533834586466,11.0,31.451127819548862,0,3,0,0
0.0,0.0,0.0,0.0,1.0,0.0,8.0,467.0,1287.0,405.0,5.0,7.5,8374253.0,43.857142857142854,3366.4285714285716,12.093984962406015,11.0,192.0676691729323,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,19.0,885.0,94755.0,11754.0,4.0,7.5,122708119.92857143,627.0714285714286,437.5,21.72556390977444,11.0,603.2857142857143,0,3,0,0
0.0,0.0,1.0,1.0,13.0,0.0,30.0,1787.0,22398.0,18449.0,4.0,7.5,141524627.2142857,1830.9285714285713,0.0,133.1203007518797,11.0,105.92857142857143,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,4405.0,253779.0,540932.0,4.0,7.5,182742537427.85715,534894499.78571427,4047.5,16348.0,11.0,7215.071428571428,0,3,0,1
0.0,0.0,0.0,0.0,14.0,0.0,25.0,533.0,2055.0,16850.0,4.0,7.5,158709128.7142857,5547.5,563.0714285714286,454.4661654135339,11.0,94.14285714285714,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,6253.0,32262.0,5020.0,4.0,7.5,12575296.07142857,75.57142857142857,0.0,20.101503759398494,11.0,79.21428571428571,0,3,0,0
1.0,1.0,0.0,0.0,1.0,0.0,30.0,235383.0,465885.0,1402650.0,5.0,7.5,4125495714285.7144,4567138814.071428,72.28571428571429,1405352.0714285714,11.0,56607.42857142857,3,0,1,11
0.0,0.0,0.0,1.0,3.0,0.0,29.0,7958.0,54753.0,5592.0,5.0,7.5,1458915348.9285715,410.14285714285717,13.714285714285714,5364.928571428572,11.0,1288.4285714285713,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,30.0,434.0,1479.0,1731.0,4.0,7.5,11378698.785714285,8.428571428571429,49.642857142857146,91.54511278195487,11.0,88.10526315789473,0,3,0,0
0.0,0.0,1.0,1.0,13.0,0.0,28.0,4229.0,2892.0,7672.0,4.0,7.5,33198470.714285713,4583.714285714285,1.1428571428571428,92.1203007518797,11.0,93.52255639097744,0,3,0,0
0.0,0.0,0.0,1.0,2.0,0.0,27.0,4801.0,21921.0,28810.0,4.0,7.5,803250988.7857143,18937.785714285714,0.0,1243.6353383458645,11.0,153.07142857142858,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,20.0,1798.0,32841.0,3304.0,5.0,7.5,22936307.42857143,123.57142857142857,40.07142857142857,51.87218045112782,11.0,288.25563909774434,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,30.0,6462.0,30894.0,92692.0,4.0,7.5,5190147377.0,3353964.9285714286,0.0,3007.063909774436,11.0,843.7142857142857,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,29.0,610.0,17127.0,4630.0,4.0,7.5,56656931.71428572,58533.92857142857,2.5,179.28571428571428,11.0,707.7857142857143,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,4625.0,105216.0,214684.0,4.0,7.5,6841443383.428572,9902708.142857144,0.07142857142857142,2117.921052631579,11.0,1147.7857142857142,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,4845.0,243285.0,592828.0,4.0,7.5,236534071428.57144,252670514.7142857,0.0,59.0,11.0,4260.0,0,3,0,1
1.0,0.0,0.0,0.0,0.0,0.0,30.0,3492.0,288825.0,1040782.0,4.0,7.5,265579432822.92856,3872654213.142857,0.0,207.35714285714286,11.0,6952.642857142857,0,3,0,1
1.0,1.0,0.0,0.0,0.0,0.0,20.0,1534.0,4680.0,2498.0,4.0,7.5,44779837.0,659.5714285714286,3.5714285714285716,57.142857142857146,11.0,350.2857142857143,0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,17.0,335.0,3534.0,8569.0,4.0,7.5,162383490.2142857,43954.07142857143,40.857142857142854,545.9060150375941,11.0,323.53007518796994,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,1.0,720.0,4233.0,431.0,4.0,7.5,323837.21428571426,0.0,517.8571428571429,6.353383458646617,11.0,35.17293233082707,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,28.0,2865.0,6999.0,6060.0,4.0,7.5,535128524.0,7984.142857142857,484.0,197.33082706766916,11.0,290.57142857142856,0,3,0,0
1.0,0.0,1.0,0.0,8.0,0.0,27.0,1204.0,51498.0,87856.0,4.0,7.5,15177361736.214285,3789878.8571428573,182.71428571428572,1093.142857142857,11.0,3722.5714285714284,0,3,0,0
0.0,0.0,0.0,1.0,9.0,0.0,29.0,11192.0,14472.0,19788.0,4.0,7.5,6616373927.785714,1920317.0714285714,0.0,1660.0902255639098,11.0,811.5,0,3,0,0
0.0,0.0,1.0,1.0,15.0,0.0,30.0,27549.0,39159.0,67719.0,4.0,7.5,2341230334.785714,85096.28571428571,0.0,881.8796992481202,11.0,389.57142857142856,0,3,0,0
1.0,0.0,1.0,0.0,11.0,0.0,30.0,258.0,22482.0,145342.0,4.0,7.5,82701233495.42857,1256487075.5,117.0,164147.0,11.0,9746.642857142857,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,18.0,3294.0,1791.0,8075.0,4.0,7.5,3578634.5,3.7857142857142856,0.0,25.492481203007515,11.0,45.92481203007519,0,3,0,0
0.0,0.0,0.0,0.0,1.0,0.0,17.0,1215.0,2238.0,2758.0,5.0,7.5,7877863.214285715,74.78571428571429,42.357142857142854,23.492481203007518,11.0,97.28571428571429,0,3,0,0
0.0,0.0,1.0,0.0,20.0,0.0,30.0,621.0,1443.0,405.0,4.0,7.5,55032664.928571425,145057.35714285713,233.21428571428572,16.135338345864664,11.0,143.64285714285714,0,3,0,0
1.0,1.0,0.0,0.0,11.0,0.0,30.0,1039.0,44109.0,79198.0,4.0,7.5,1560799580.5714285,1239768.2857142857,7.142857142857143,55766.42857142857,11.0,4709.428571428572,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,2370.0,2370.0,3161.0,4.0,7.5,5189187.142857143,16.785714285714285,0.0,25.82706766917294,11.0,51.17669172932331,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,22.0,577.0,6387.0,4422.0,5.0,7.5,23107518.285714287,185.28571428571428,4031.6428571428573,107.28571428571429,11.0,608.7857142857143,0,3,0,0
1.0,1.0,0.0,0.0,3.0,0.0,30.0,12435.0,53337.0,40536.0,5.0,7.5,3284606454.785714,314379.4285714286,29.285714285714285,132.28571428571428,11.0,1462.0714285714287,0,3,0,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,16538.0,183561.0,197719.0,4.0,7.5,40307172417.5,14144304.42857143,0.0,31.357142857142858,11.0,1738.642857142857,0,3,0,0
1.0,0.0,1.0,0.0,20.0,0.0,29.0,874.0,29073.0,26002.0,5.0,7.5,196515558.14285713,38485.57142857143,324.35714285714283,154.78571428571428,11.0,366.7857142857143,0,3,0,0
1.0,1.0,0.0,0.0,8.0,0.0,30.0,8827.0,91587.0,113141.0,4.0,7.5,142213972361.14285,36421674.71428572,176.07142857142858,4664.357142857143,701.0,8802.214285714286,0,3,0,1
0.0,0.0,0.0,1.0,10.0,0.0,26.0,9102.0,1239.0,1198.0,4.0,7.5,2882141.0,0.07142857142857142,0.0,13.639097744360901,11.0,61.92857142857144,0,3,0,0
0.0,0.0,0.0,1.0,9.0,0.0,30.0,15108.0,145512.0,544195.0,4.0,7.5,203037571428.57144,232618231.85714287,0.0,39.357142857142854,11.0,4675.642857142857,0,3,0,1
1.0,1.0,0.0,0.0,11.0,0.0,25.0,2557.0,27039.0,30422.0,4.0,7.5,220342354.2857143,113625.71428571429,0.07142857142857142,129.22180451127818,11.0,313.35714285714283,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,2590.0,2865.0,1172.0,4.0,7.5,12558738.142857144,37.0,0.0,42.25563909774436,11.0,83.01879699248119,0,3,0,0
0.0,0.0,0.0,1.0,2.0,0.0,26.0,1732.0,6981.0,4500.0,4.0,7.5,617136.4285714285,0.2857142857142857,0.2857142857142857,5.845864661654136,11.0,37.778195488721806,0,3,0,0
0.0,0.0,0.0,1.0,3.0,0.0,26.0,6473.0,4254.0,3135.0,4.0,7.5,223921334.7857143,120.14285714285714,0.0,147.32706766917292,11.0,588.3571428571429,0,3,0,0
1.0,0.0,0.0,0.0,2.0,0.0,30.0,951.0,8448.0,405.0,4.0,7.5,2837685599.785714,241390.85714285713,0.2857142857142857,4015.5714285714284,11.0,346.35714285714283,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,19.0,720.0,15819.0,16356.0,4.0,7.5,78681473.71428572,4121.642857142857,18.071428571428573,766.857142857143,11.0,145.21428571428572,0,3,0,0
0.0,0.0,1.0,1.0,5.0,0.0,28.0,2722.0,2724.0,6216.0,4.0,7.5,8223380.142857143,209.42857142857142,0.0,52.631578947368425,11.0,35.25563909774436,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,22.0,643.0,8160.0,5475.0,4.0,7.5,2133023.214285714,46.42857142857143,0.35714285714285715,9.515037593984962,11.0,69.66165413533835,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,30.0,2205.0,10167.0,39314.0,4.0,7.5,549596955.2857143,215703.35714285713,0.0,839.9436090225563,11.0,344.7857142857143,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,2.0,291.0,1332.0,2706.0,5.0,7.5,35292.28571428572,148.35714285714286,173.64285714285714,4.804511278195489,11.0,30.665413533834588,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,16.0,313.0,1056.0,1861.0,5.0,7.5,209219.2142857143,52.0,18.5,5.402255639097744,11.0,26.94360902255639,0,3,0,0
0.0,0.0,0.0,0.0,14.0,0.0,6.0,577.0,990.0,405.0,5.0,7.5,123244.35714285714,1.6428571428571428,11.714285714285714,7.387218045112782,11.0,34.71804511278196,0,3,0,0
0.0,0.0,1.0,1.0,13.0,0.0,29.0,1622.0,13737.0,23727.0,4.0,7.5,329886815.5714286,9534.285714285714,2.142857142857143,171.54135338345864,11.0,146.78571428571428,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,26.0,1347.0,7800.0,6515.0,4.0,7.5,232094571.5,15218.0,209.21428571428572,115.71428571428571,11.0,417.85714285714283,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,30.0,522.0,1086.0,548.0,5.0,7.5,131930.7857142857,0.21428571428571427,59.357142857142854,6.582706766917292,11.0,29.30075187969925,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,17.0,2304.0,60849.0,84281.0,4.0,7.5,4145851311.214286,1166571.7142857143,0.0,2340.917293233083,11.0,331.42857142857144,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,2403.0,131043.0,484239.0,4.0,7.5,9426101858.571428,15571684.714285715,0.2857142857142857,55.357142857142854,11.0,1820.357142857143,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,26.0,2788.0,20460.0,22271.0,4.0,7.5,278019765.21428573,25161.928571428572,0.0,262.2105263157895,11.0,211.21428571428572,0,3,0,0
0.0,0.0,0.0,0.0,7.0,0.0,9.0,357.0,1806.0,1315.0,5.0,7.5,148457.85714285713,0.42857142857142855,2.0714285714285716,7.943609022556392,11.0,36.16541353383459,0,3,0,0
0.0,0.0,0.0,1.0,15.0,0.0,21.0,1567.0,1077.0,418.0,5.0,7.5,152564.57142857142,0.14285714285714285,0.0,4.105263157894736,11.0,25.0,0,3,0,0
1.0,0.0,0.0,0.0,19.0,0.0,26.0,852.0,8946.0,46477.0,4.0,7.5,949011909.4285715,18030.35714285714,111.78571428571429,39.81203007518798,11.0,1004.7857142857143,0,3,0,0
0.0,0.0,1.0,0.0,16.0,0.0,26.0,577.0,3717.0,405.0,4.0,7.5,465233475.71428573,21646.0,185.5,203.71428571428572,11.0,879.0714285714286,0,3,0,0
0.0,0.0,0.0,0.0,16.0,0.0,25.0,1633.0,29823.0,9414.0,4.0,7.5,332165204.0,269.7857142857143,115.5,20.296992481203006,11.0,289.7857142857143,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,27.0,951.0,3225.0,1315.0,4.0,7.5,881718.8571428572,5.357142857142857,10.285714285714286,4.808270676691729,11.0,104.35714285714286,0,3,0,0
1.0,0.0,1.0,0.0,11.0,0.0,30.0,709.0,58767.0,201671.0,5.0,7.5,6923599751.928572,23840571.285714287,37.57142857142857,7671.5,11.0,2638.285714285714,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,599.0,47430.0,7165.0,4.0,7.5,650332910.7142857,83.21428571428571,4.214285714285714,1053.5714285714287,11.0,1951.5714285714287,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,313.0,353865.0,546509.0,4.0,7.5,26033776355.214287,196791291.7142857,0.35714285714285715,81996.5,11.714285714285714,8620.714285714286,0,3,0,0
0.0,0.0,0.0,0.0,1.0,0.0,30.0,2502.0,16701.0,29317.0,4.0,7.5,732212990.4285715,7170.357142857143,1430.5714285714287,339.53007518796994,11.0,397.42857142857144,0,3,0,0
1.0,0.0,1.0,0.0,9.0,0.0,30.0,1281.0,477615.0,1388116.0,4.0,7.5,1307500500000.0,13402862758.5,1.4285714285714286,169447.92857142858,11.0,18688.071428571428,1,1,2,12
1.0,0.0,0.0,0.0,8.0,0.0,23.0,643.0,43005.0,27536.0,4.0,7.5,2646108091.5,3572.3571428571427,1259.357142857143,878.5977443609024,11.0,1882.4285714285713,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,3976.0,43785.0,280893.0,5.0,7.5,24899344241.42857,14319614.142857144,83.71428571428571,700.2857142857143,11.0,4853.214285714285,0,3,0,0
0.0,0.0,0.0,1.0,14.0,0.0,2.0,280.0,1620.0,418.0,4.0,7.5,6730.357142857143,0.0,0.0,2.9699248120300745,11.0,30.4172932330827,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,753.0,115215.0,287900.0,4.0,7.5,36754169609.64286,678486431.2142857,2.7142857142857144,34466.642857142855,11.0,7769.785714285715,0,3,0,0
0.0,0.0,0.0,0.0,5.0,0.0,10.0,555.0,4041.0,2277.0,4.0,7.5,3491399.285714286,0.8571428571428571,295.35714285714283,38.00751879699248,11.0,76.85714285714286,0,3,0,0
1.0,0.0,0.0,0.0,7.0,0.0,28.0,1193.0,39252.0,81083.0,4.0,7.5,9526792129.071428,2129743.1428571427,59.785714285714285,22.714285714285715,11.0,949.7857142857143,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,8.0,5395.0,6972.0,18436.0,4.0,7.5,381242964.71428573,50751.78571428572,0.0,828.0263157894735,11.0,113.6203007518797,0,3,0,0
0.0,0.0,0.0,0.0,17.0,0.0,6.0,1270.0,1200.0,1081.0,4.0,7.5,41573.42857142857,0.0,2.0714285714285716,5.883458646616542,11.0,30.127819548872186,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,12611.0,8709.0,48492.0,4.0,7.5,497656027.14285713,68940.64285714286,0.2857142857142857,699.5526315789474,11.0,170.35714285714286,0,3,0,0
1.0,0.0,0.0,0.0,8.0,0.0,30.0,863.0,31794.0,85087.0,4.0,7.5,402338538.71428573,17847.714285714286,46.857142857142854,74.57894736842105,11.0,685.7857142857143,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,2.0,500.0,1470.0,886.0,4.0,7.5,713249.7857142857,0.2857142857142857,382.2142857142857,8.76315789473684,11.0,66.06390977443608,0,3,0,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,511.0,23952.0,59191.0,4.0,7.5,31815236899.857143,4596432.928571428,19.785714285714285,3358.8571428571427,11.0,1292.357142857143,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,14.0,1204.0,1758.0,2277.0,5.0,7.5,368710.0,5.785714285714286,19.714285714285715,5.413533834586466,11.0,32.3609022556391,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,24.0,7771.0,2211.0,11611.0,4.0,7.5,623865820.0714285,98497.0,0.0,1108.4924812030074,11.0,349.5,0,3,0,0
0.0,0.0,1.0,1.0,4.0,0.0,29.0,3327.0,6057.0,16538.0,4.0,7.5,260621446.64285713,3280.1428571428573,0.21428571428571427,512.3872180451128,11.0,76.85714285714286,0,3,0,0
0.0,1.0,0.0,1.0,20.0,0.0,29.0,1006.0,81615.0,145953.0,4.0,7.5,15326282527.5,9265411.642857144,7.142857142857143,22988.785714285714,11.0,2671.285714285714,0,3,0,0
0.0,0.0,0.0,1.0,3.0,0.0,12.0,500.0,1428.0,5878.0,4.0,7.5,3011335.5,179.21428571428572,0.0,18.315789473684212,11.0,51.09398496240601,0,3,0,0
0.0,0.0,0.0,1.0,15.0,0.0,8.0,3613.0,4872.0,15355.0,4.0,7.5,161699911.14285713,118.21428571428571,0.0,1080.4436090225565,11.0,48.07518796992481,0,3,0,0
1.0,1.0,0.0,0.0,12.0,0.0,30.0,368.0,35007.0,10623.0,4.0,7.5,254154160055.7143,9897.285714285714,2.2142857142857144,13382.92857142857,11.0,3215.0,0,3,0,1
1.0,0.0,0.0,0.0,7.0,0.0,29.0,588.0,8433.0,9960.0,4.0,7.5,75877788.78571428,1112.0714285714287,2.7142857142857144,998.7142857142857,11.0,512.1428571428571,0,3,0,0
0.0,0.0,1.0,0.0,20.0,0.0,25.0,357.0,11844.0,17435.0,5.0,7.5,189286603.92857143,198418.2142857143,65.64285714285714,142.07142857142858,11.0,927.0,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,30.0,6693.0,6957.0,4110.0,5.0,7.5,163518105.14285713,145.57142857142858,46.357142857142854,52.436090225563916,11.0,230.07142857142858,0,3,0,0
0.0,0.0,0.0,1.0,7.0,0.0,30.0,709.0,7203.0,9245.0,4.0,7.5,58826838.928571425,132.5,49.857142857142854,62.22556390977444,11.0,78.55263157894737,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,324.0,9426.0,52860.0,4.0,7.5,759916113.3571428,237795.35714285713,0.6428571428571429,863.0375939849624,11.0,230.85714285714286,0,3,0,0
