,decorated_indicator,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click
3823,1,0,0,1,0,13,0,30,401,2244,405,4,10,154803364,512,0,473.8888889,11,47
3824,1,0,0,1,0,13,0,30,401,2244,405,4,4,10660225,512,0,28,11,69
3825,1,0,0,1,0,13,0,30,401,2244,405,4,6,9302500,1728,0,15.94444444,11,96.5
3826,1,0,0,1,0,13,0,30,401,2244,405,4,12,99780121,125,0,239.3888889,11,80
3827,1,0,0,1,0,13,0,30,401,2244,405,4,3,68906601,729,0,24.16666667,11,47
3828,1,0,0,1,0,13,0,30,401,2244,405,4,2,40068900,343,0,226.1666667,11,58
3829,1,0,0,1,0,13,0,30,401,2244,405,4,8,171819664,4096,0,1884.111111,11,146
3830,1,0,0,1,0,13,0,30,401,2244,405,4,13,168792064,2744,0,1,11,135
3831,1,0,0,1,0,13,0,30,401,2244,405,4,14,197430601,1331,16,1,11,157
3832,1,0,0,1,0,13,0,30,401,2244,405,4,5,9659664,216,0,9,11,47
3833,1,0,0,1,0,13,0,30,401,2244,405,4,11,110082064,6859,0,48.16666667,11,47
3834,1,0,0,1,0,13,0,30,401,2244,405,4,7,15046641,1728,0,53.55555556,11,91
3835,1,0,0,1,0,13,0,30,401,2244,405,4,9,199317924,4913,0,410.0555556,11,36
3836,1,0,0,0,1,0,0,27,445,981,405,5,1,391876,0,25,3.888888889,11,14
3837,1,0,0,0,1,0,0,27,445,981,405,5,13,104329,0,81,5.888888889,11,28.05555556
3838,1,0,0,0,1,0,0,27,445,981,405,5,3,108900,0,0,5.888888889,11,27.44444444
3839,1,0,0,0,1,0,0,27,445,981,405,5,12,54756,0,1,9.833333333,11,22.55555556
3840,1,0,0,0,1,0,0,27,445,981,405,5,14,160801,0,576,3.611111111,11,30.5
3841,1,0,0,0,1,0,0,27,445,981,405,5,9,98596,8,9,5.888888889,11,25
3842,1,0,0,0,1,0,0,27,445,981,405,5,4,49729,0,0,10,11,25
3843,1,0,0,0,1,0,0,27,445,981,405,5,2,338724,0,0,4.5,11,28.05555556
3844,1,0,0,0,1,0,0,27,445,981,405,5,5,55696,0,0,9.833333333,11,22.55555556
3845,1,0,0,0,1,0,0,27,445,981,405,5,11,76176,0,25,10.72222222,11,23.16666667
3846,1,0,0,0,1,0,0,27,445,981,405,5,6,51076,0,0,10,11,23.77777778
3847,1,0,0,0,1,0,0,27,445,981,405,5,7,87616,0,0,9.277777778,11,14
3848,1,0,0,0,1,0,0,27,445,981,405,5,8,388129,27,25,4.333333333,11,58
3849,1,0,0,0,1,0,0,27,445,981,405,5,10,37249,0,4,5.111111111,11,58
3850,1,0,0,1,0,0,0,27,1292,5106,405,5,6,65529025,64,4,90.22222222,11,58
3851,1,0,0,1,0,0,0,27,1292,5106,405,5,8,337677376,2744,36,348.4444444,11,58
3852,1,0,0,1,0,0,0,27,1292,5106,405,5,4,3644281,27,9,87.61111111,11,87.33333333
3853,1,0,0,1,0,0,0,27,1292,5106,405,5,7,147331044,1331,1,200.7777778,11,80
3854,1,0,0,1,0,0,0,27,1292,5106,405,5,10,119159056,4913,361,1,11,113
3855,1,0,0,1,0,0,0,27,1292,5106,405,5,5,74545956,125,16,97.33333333,11,25
3856,1,0,0,1,0,0,0,27,1292,5106,405,5,9,118766404,1331,9,175.3888889,11,80
3857,1,0,0,1,0,0,0,27,1292,5106,405,5,12,120165444,2197,144,101.7222222,11,36
3858,1,0,0,1,0,0,0,27,1292,5106,405,5,13,114554209,4913,9,178.7222222,11,36
3859,1,0,0,1,0,0,0,27,1292,5106,405,5,1,48902049,343,36,72.05555556,11,14
3860,1,0,0,1,0,0,0,27,1292,5106,405,5,3,119552356,3375,4,101.7222222,11,58
3861,1,0,0,1,0,0,0,27,1292,5106,405,5,2,54361129,512,4,197.3333333,11,91
3862,1,0,0,1,0,0,0,27,1292,5106,405,5,14,140469904,1728,121,423.0555556,11,124
3863,1,0,0,1,0,0,0,27,1292,5106,405,5,11,100922116,1331,400,1,11,25
3864,1,0,0,0,0,20,0,30,500,1044,1393,5,2,5244100,8,676,15.5,11,25
3865,1,0,0,0,0,20,0,30,500,1044,1393,5,7,5798464,64,2401,1,11,102
3866,1,0,0,0,0,20,0,30,500,1044,1393,5,14,13830961,8,121,29.22222222,11,91
3867,1,0,0,0,0,20,0,30,500,1044,1393,5,3,5221225,1,361,15.05555556,11,14
3868,1,0,0,0,0,20,0,30,500,1044,1393,5,6,7059649,1,625,11.94444444,11,58
3869,1,0,0,0,0,20,0,30,500,1044,1393,5,5,6375625,125,484,9.277777778,11,63.5
3870,1,0,0,0,0,20,0,30,500,1044,1393,5,12,24870169,125,196,154.2777778,11,212
3871,1,0,0,0,0,20,0,30,500,1044,1393,5,13,13476241,8,144,25.66666667,11,36
3872,1,0,0,0,0,20,0,30,500,1044,1393,5,11,18490000,27,1225,73.16666667,11,47
3873,1,0,0,0,0,20,0,30,500,1044,1393,5,4,11696400,8,1521,29.5,11,25
3874,1,0,0,0,0,20,0,30,500,1044,1393,5,8,17147881,125,1225,115.1666667,11,58
3875,1,0,0,0,0,20,0,30,500,1044,1393,5,9,12006225,216,1369,23.11111111,11,58
3876,1,0,0,0,0,20,0,30,500,1044,1393,5,10,12159169,125,961,17.27777778,11,58
3877,1,0,0,0,0,20,0,30,500,1044,1393,5,1,5808100,8,144,10.83333333,11,25
3878,1,0,0,0,1,13,0,25,764,3627,405,4,10,797667049,753571,0,4089.111111,11,366
3879,1,0,0,0,1,13,0,25,764,3627,405,4,4,516198400,389017,9,298.8888889,11,333
3880,1,0,0,0,1,13,0,25,764,3627,405,4,9,1564044304,2299968,0,9,11,564
3881,1,0,0,0,1,13,0,25,764,3627,405,4,8,7460122384,113379904,0,49,11,1521
3882,1,0,0,0,1,13,0,25,764,3627,405,4,14,507781156,456533,0,4,11,630
3883,1,0,0,0,1,13,0,25,764,3627,405,4,13,2052543025,1191016,0,1,11,542
3884,1,0,0,0,1,13,0,25,764,3627,405,4,2,217621504,592704,0,1,11,366
3885,1,0,0,0,1,13,0,25,764,3627,405,4,5,651423529,592704,0,236.3333333,11,223
3886,1,0,0,0,1,13,0,25,764,3627,405,4,6,692110864,328509,0,25,11,289
3887,1,0,0,0,1,13,0,25,764,3627,405,4,3,589518400,592704,0,1,11,311
3888,1,0,0,0,1,13,0,25,764,3627,405,4,12,1666843929,2685619,0,1237.166667,11,520
3889,1,0,0,0,1,13,0,25,764,3627,405,4,1,178275904,157464,0,765.7777778,11,190
3890,1,0,0,0,1,13,0,25,764,3627,405,4,7,722695689,166375,0,1021.666667,11,1037
3891,1,0,0,0,1,13,0,25,764,3627,405,4,11,306110016,729000,0,1,11,245
3892,1,0,0,1,1,3,0,30,2887,1767,405,4,8,577152576,21952,0,277.1111111,11,69
3893,1,0,0,1,1,3,0,30,2887,1767,405,4,3,134513604,4913,0,311.3888889,11,80
3894,1,0,0,1,1,3,0,30,2887,1767,405,4,10,129231424,6859,0,146.0555556,11,36
3895,1,0,0,1,1,3,0,30,2887,1767,405,4,4,125372809,6859,0,251.1111111,11,113
3896,1,0,0,1,1,3,0,30,2887,1767,405,4,6,120516484,1331,0,100.8888889,11,14
3897,1,0,0,1,1,3,0,30,2887,1767,405,4,11,89245809,2197,0,1,11,47
3898,1,0,0,1,1,3,0,30,2887,1767,405,4,9,133957476,10648,0,311.2222222,11,36
3899,1,0,0,1,1,3,0,30,2887,1767,405,4,12,105719524,3375,0,118.8333333,11,69
3900,1,0,0,1,1,3,0,30,2887,1767,405,4,13,92871769,1000,0,1,11,47
3901,1,0,0,1,1,3,0,30,2887,1767,405,4,7,157201444,343,0,1,11,58
3902,1,0,0,1,1,3,0,30,2887,1767,405,4,2,162894169,21952,0,2018.888889,11,69
3903,1,0,0,1,1,3,0,30,2887,1767,405,4,5,110355025,2744,0,49.33333333,11,80
3904,1,0,0,1,1,3,0,30,2887,1767,405,4,14,118919025,1728,0,100.7222222,11,25
3905,1,0,0,1,1,3,0,30,2887,1767,405,4,1,122544900,2197,0,249.4444444,11,69
3906,1,0,0,1,1,0,0,23,7727,4641,405,4,5,587286756,5832,0,4,11,234
3907,1,0,0,1,1,0,0,23,7727,4641,405,4,1,264875625,21952,0,608.9444444,11,201
3908,1,0,0,1,1,0,0,23,7727,4641,405,4,7,549433600,9261,0,1,11,190
3909,1,0,0,0,0,13,0,30,346,2901,860,4,14,2411809,1,100,4.722222222,11,146
3910,1,0,0,0,0,13,0,30,346,2901,860,4,12,12243001,8,9025,1,11,619
3911,1,0,0,0,0,13,0,30,346,2901,860,4,3,1838736,8,100,196,11,168
3912,1,0,0,0,0,13,0,30,346,2901,860,4,10,824464,1,576,1,11,124
3913,1,0,0,0,0,13,0,30,346,2901,860,4,4,659344,0,529,25,11,69
3914,1,0,0,0,0,13,0,30,346,2901,860,4,11,478864,0,961,1,11,102
3915,1,0,0,0,0,13,0,30,346,2901,860,4,7,2053489,1,400,9,11,212
3916,1,0,0,0,0,13,0,30,346,2901,860,4,6,822649,0,3364,4,11,102
3917,1,0,0,0,0,13,0,30,346,2901,860,4,9,1452025,8,1849,1,11,135
3918,1,0,0,0,0,13,0,30,346,2901,860,4,2,2022084,64,484,361,11,212
3919,1,0,0,0,0,13,0,30,346,2901,860,4,13,22071204,0,289,1,11,410
3920,1,0,0,0,0,13,0,30,346,2901,860,4,1,7601049,27,1600,2304,11,487
3921,1,0,0,0,0,13,0,30,346,2901,860,4,8,3713329,8,1849,4,11,256
3922,1,0,0,0,0,13,0,30,346,2901,860,4,5,839056,1,9,9,11,113
3923,1,0,0,0,1,8,0,5,269,993,405,1,5,4,0,0,2.444444444,11,34.16666667
3924,1,0,0,0,1,8,0,5,269,993,405,1,14,1521,0,0,2.444444444,11,34.16666667
3925,1,0,0,0,1,8,0,5,269,993,405,1,13,1600,0,0,2.444444444,11,34.16666667
3926,1,0,0,0,1,8,0,5,269,993,405,1,1,0,0,0,2.444444444,11,34.16666667
3927,1,0,0,0,1,8,0,5,269,993,405,1,11,2500,0,0,2.444444444,11,34.16666667
3928,1,0,0,0,1,8,0,5,269,993,405,1,8,196,0,0,2.444444444,11,34.16666667
3929,1,0,0,0,1,8,0,5,269,993,405,1,3,0,0,0,2.444444444,11,34.16666667
3930,1,0,0,0,1,8,0,5,269,993,405,1,12,8649,0,0,3.388888889,11,27.44444444
3931,1,0,0,0,1,8,0,5,269,993,405,1,9,16384,0,0,4.722222222,11,25.61111111
3932,1,0,0,0,1,8,0,5,269,993,405,1,4,4,0,0,2.444444444,11,34.16666667
3933,1,0,0,0,1,8,0,5,269,993,405,1,10,4096,0,0,2.444444444,11,28.66666667
3934,1,0,0,0,1,8,0,5,269,993,405,1,7,0,0,0,2.444444444,11,34.16666667
3935,1,0,0,0,1,8,0,5,269,993,405,1,2,0,0,0,2.444444444,11,34.16666667
3936,1,0,0,0,1,8,0,5,269,993,405,1,6,4,0,0,2.444444444,11,34.16666667
3937,1,0,0,0,1,20,0,21,599,1953,4370,4,9,4024036,27,0,222.6666667,11,122.7777778
3938,1,0,0,0,1,20,0,21,599,1953,4370,4,5,3150625,27,0,33.55555556,11,14
3939,1,0,0,0,1,20,0,21,599,1953,4370,4,12,3671056,216,0,87.61111111,11,14
3940,1,0,0,0,1,20,0,21,599,1953,4370,4,6,2913849,27,0,5.5,11,64.72222222
3941,1,0,0,0,1,20,0,21,599,1953,4370,4,1,2334784,8,0,5.333333333,11,57.38888889
3942,1,0,0,0,1,20,0,21,599,1953,4370,4,2,3045025,27,0,7.444444444,11,36
3943,1,0,0,0,1,20,0,21,599,1953,4370,4,10,4626801,1,0,11.33333333,11,77.55555556
3944,1,0,0,0,1,20,0,21,599,1953,4370,4,7,4060225,27,0,223.5,11,14
3945,1,0,0,0,1,20,0,21,599,1953,4370,4,14,4635409,8,0,11.33333333,11,14
3946,1,0,0,0,1,20,0,21,599,1953,4370,4,3,2852721,343,0,3.833333333,11,47
3947,1,0,0,0,1,20,0,21,599,1953,4370,4,4,1697809,27,0,12.77777778,11,43.33333333
3948,1,0,0,0,1,20,0,21,599,1953,4370,4,13,3682561,64,0,87.61111111,11,83.05555556
3949,1,0,0,0,1,20,0,21,599,1953,4370,4,8,13155129,343,0,9.944444444,11,14
3950,1,0,0,0,1,20,0,21,599,1953,4370,4,11,3697929,0,0,87.61111111,11,14
3951,1,1,1,0,0,7,0,28,3426,11445,11780,4,11,2446885156,17576,100,400,11,2555
3952,1,1,1,0,0,7,0,28,3426,11445,11780,4,8,15091631104,103823,0,2025,11,5371
3953,1,1,1,0,0,7,0,28,3426,11445,11780,4,7,4268400889,21952,0,729,11,4777
3954,1,1,1,0,0,7,0,28,3426,11445,11780,4,2,1120508676,9261,16,441,11,1818
3955,1,1,1,0,0,7,0,28,3426,11445,11780,4,9,2196984384,12167,0,196,11,2445
3956,1,1,1,0,0,7,0,28,3426,11445,11780,4,4,1577122369,1000,0,324,11,2412
3957,1,1,1,0,0,7,0,28,3426,11445,11780,4,1,1473561769,1728,1,121,11,2401
3958,1,1,1,0,0,7,0,28,3426,11445,11780,4,10,2009190976,9261,0,361,11,2280
3959,1,1,1,0,0,7,0,28,3426,11445,11780,4,12,2266807321,15625,0,225,11,2324
3960,1,1,1,0,0,7,0,28,3426,11445,11780,4,5,1683050625,13824,1,169,11,2082
3961,1,1,1,0,0,7,0,28,3426,11445,11780,4,3,980503969,5832,0,289,11,1763
3962,1,1,1,0,0,7,0,28,3426,11445,11780,4,6,2144430864,19683,0,484,11,2731
3963,1,1,1,0,0,7,0,28,3426,11445,11780,4,14,2852948569,35937,0,225,11,2896
3964,1,1,1,0,0,7,0,28,3426,11445,11780,4,13,2087941636,32768,0,64,11,2632
3965,1,0,0,0,1,13,0,22,643,8160,5475,4,13,2140369,216,1,24.88888889,11,25
3966,1,0,0,0,1,13,0,22,643,8160,5475,4,1,1102500,8,0,17.38888889,11,14
3967,1,0,0,0,1,13,0,22,643,8160,5475,4,4,1345600,8,0,1,11,47
3968,1,0,0,0,1,13,0,22,643,8160,5475,4,8,4765489,216,0,10.88888889,11,201
3969,1,0,0,0,1,13,0,22,643,8160,5475,4,5,935089,0,0,4,11,36
3970,1,0,0,0,1,13,0,22,643,8160,5475,4,3,948676,1,0,1,11,14
3971,1,0,0,0,1,13,0,22,643,8160,5475,4,2,1065024,64,0,17.16666667,11,25
3972,1,0,0,0,1,13,0,22,643,8160,5475,4,10,662596,0,0,8,11,14
3973,1,0,0,0,1,13,0,22,643,8160,5475,4,9,1871424,8,0,32.61111111,11,25
3974,1,0,0,0,1,13,0,22,643,8160,5475,4,12,2965284,64,4,1,11,135
3975,1,0,0,0,1,13,0,22,643,8160,5475,4,14,2531281,1,0,9,11,80
3976,1,0,0,0,1,13,0,22,643,8160,5475,4,7,7441984,64,0,1,11,245
3977,1,0,0,0,1,13,0,22,643,8160,5475,4,6,1203409,0,0,1,11,69
3978,1,0,0,0,1,13,0,22,643,8160,5475,4,11,883600,0,0,9.277777778,11,46.38888889
3979,1,0,0,1,0,1,0,29,2997,8526,32619,5,13,1402877025,39304,25,9,11,1147
3980,1,0,0,1,0,1,0,29,2997,8526,32619,5,2,609053041,68921,0,4,11,729
3981,1,0,0,1,0,1,0,29,2997,8526,32619,5,14,1198890625,42875,529,1,11,1136
3982,1,0,0,1,0,1,0,29,2997,8526,32619,5,7,1388531169,27000,225,49,11,894
3983,1,0,0,1,0,1,0,29,2997,8526,32619,5,5,377252929,9261,400,9,11,454
3984,1,0,0,1,0,1,0,29,2997,8526,32619,5,1,1204922944,6859,0,4,11,949
3985,1,0,0,1,0,1,0,29,2997,8526,32619,5,3,546297129,42875,64,4,11,498
3986,1,0,0,1,0,1,0,29,2997,8526,32619,5,6,986839396,50653,4,16,11,828
3987,1,0,0,1,0,1,0,29,2997,8526,32619,5,12,399440196,91125,36,4,11,608
3988,1,0,0,1,0,1,0,29,2997,8526,32619,5,10,903182809,91125,81,1,11,652
3989,1,0,0,1,0,1,0,29,2997,8526,32619,5,9,704477764,125000,4,25,11,718
3990,1,0,0,1,0,1,0,29,2997,8526,32619,5,4,532132624,24389,169,509.5,11,509
3991,1,0,0,1,0,1,0,29,2997,8526,32619,5,11,286252561,35937,9,25,11,487
3992,1,0,0,1,0,1,0,29,2997,8526,32619,5,8,2656062369,512000,841,16,11,1147
3993,1,0,0,1,1,0,0,23,7727,4641,405,4,3,109474369,12167,0,4,11,69
3994,1,0,0,1,1,0,0,23,7727,4641,405,4,6,512705449,21952,0,4,11,278
3995,1,0,0,1,1,0,0,23,7727,4641,405,4,2,152448409,13824,0,4,11,190
3996,1,0,0,1,1,0,0,23,7727,4641,405,4,9,699073600,8000,0,4,11,267
3997,1,0,0,1,1,0,0,23,7727,4641,405,4,11,478690641,4913,0,299.3888889,11,168
3998,1,0,0,1,1,0,0,23,7727,4641,405,4,13,156325009,3375,0,9,11,212
3999,1,0,0,1,1,0,0,23,7727,4641,405,4,12,153165376,21952,0,16,11,80
4000,1,0,0,1,1,0,0,23,7727,4641,405,4,10,698386329,17576,0,4,11,234
4001,1,0,0,1,1,0,0,23,7727,4641,405,4,14,153636025,6859,0,25,11,146
4002,1,0,0,1,1,0,0,23,7727,4641,405,4,4,335073025,2197,0,1,11,146
4003,1,0,0,1,1,0,0,23,7727,4641,405,4,8,1651690881,185193,1,25,11,223
4004,1,0,0,0,0,7,0,9,357,1806,1315,5,3,83521,1,4,10.88888889,11,14
4005,1,0,0,0,0,7,0,9,357,1806,1315,5,6,240100,0,0,11.66666667,11,153.3333333
4006,1,0,0,0,0,7,0,9,357,1806,1315,5,5,329476,1,9,2.555555556,11,80
4007,1,0,0,0,0,7,0,9,357,1806,1315,5,4,128881,1,0,5.277777778,11,14
4008,1,0,0,0,0,7,0,9,357,1806,1315,5,9,66049,0,0,12.22222222,11,26.83333333
4009,1,0,0,0,0,7,0,9,357,1806,1315,5,2,56169,0,0,9.833333333,11,24.38888889
4010,1,0,0,0,0,7,0,9,357,1806,1315,5,12,123904,1,0,5.277777778,11,25
4011,1,0,0,0,0,7,0,9,357,1806,1315,5,11,54756,0,0,9.833333333,11,36
4012,1,0,0,0,0,7,0,9,357,1806,1315,5,13,126025,0,0,5.444444444,11,25
4013,1,0,0,0,0,7,0,9,357,1806,1315,5,10,51076,0,0,10,11,14
4014,1,0,0,0,0,7,0,9,357,1806,1315,5,1,69696,0,0,10.72222222,11,25.61111111
4015,1,0,0,0,0,7,0,9,357,1806,1315,5,14,134689,1,0,5.111111111,11,47
4016,1,0,0,0,0,7,0,9,357,1806,1315,5,8,550564,1,0,4.833333333,11,14
4017,1,0,0,0,0,7,0,9,357,1806,1315,5,7,63504,0,16,10.27777778,11,14
4018,1,0,0,0,0,16,0,28,962,258174,415300,4,2,67057692025,7529536,4,81,11,3798
4019,1,0,0,0,0,16,0,28,962,258174,415300,4,1,98666348544,14172488,0,196,11,5151
4020,1,0,0,0,0,16,0,28,962,258174,415300,4,13,77677034436,38614472,0,9,11,4315
4021,1,0,0,0,0,16,0,28,962,258174,415300,4,14,1.05558E+11,50653000,0,121,11,5547
4022,1,0,0,0,0,16,0,28,962,258174,415300,4,4,74097195264,15813251,1,25,11,3567
4023,1,0,0,0,0,16,0,28,962,258174,415300,4,12,95233960000,37595375,25,638921.3889,11,4612
4024,1,0,0,0,0,16,0,28,962,258174,415300,4,5,62971887364,8741816,0,144,11,3336
4025,1,0,0,0,0,16,0,28,962,258174,415300,4,8,5.37945E+11,451217663,0,324,11,6988
4026,1,0,0,0,0,16,0,28,962,258174,415300,4,6,63308598544,12812904,0,49,11,3600
4027,1,0,0,0,0,16,0,28,962,258174,415300,4,11,88390263025,78953589,0,9,11,3776
4028,1,0,0,0,0,16,0,28,962,258174,415300,4,7,1.29341E+11,19465109,0,49,11,5778
4029,1,0,0,0,0,16,0,28,962,258174,415300,4,9,1.26063E+11,50243409,0,25,11,5129
4030,1,0,0,0,0,16,0,28,962,258174,415300,4,10,1.07139E+11,43614208,0,4,11,4590
4031,1,0,0,0,0,16,0,28,962,258174,415300,4,3,66042832144,6751269,0,100,11,3974
4032,1,0,0,0,1,0,0,30,4603,2649,14198,4,8,219365721,1000,0,1,11,102
4033,1,0,0,0,1,0,0,30,4603,2649,14198,4,10,66373609,1728,0,79.83333333,11,36
4034,1,0,0,0,1,0,0,30,4603,2649,14198,4,13,47665216,512,0,47.77777778,11,25
4035,1,0,0,0,1,0,0,30,4603,2649,14198,4,4,43678881,2197,0,55.66666667,11,25
4036,1,0,0,0,1,0,0,30,4603,2649,14198,4,12,57532225,1000,0,82.38888889,11,14
4037,1,0,0,0,1,0,0,30,4603,2649,14198,4,6,49505296,2197,0,71.16666667,11,25
4038,1,0,0,0,1,0,0,30,4603,2649,14198,4,5,51051025,2197,0,108.9444444,11,25
4039,1,0,0,0,1,0,0,30,4603,2649,14198,4,1,49575681,1331,0,95.16666667,11,25
4040,1,0,0,0,1,0,0,30,4603,2649,14198,4,14,72590400,2744,0,1,11,102
4041,1,0,0,0,1,0,0,30,4603,2649,14198,4,7,76020961,343,0,138.8333333,11,58
4042,1,0,0,0,1,0,0,30,4603,2649,14198,4,2,54022500,8000,0,197.3333333,11,47
4043,1,0,0,0,1,0,0,30,4603,2649,14198,4,11,72097081,1000,0,73.44444444,11,80
4044,1,0,0,0,1,0,0,30,4603,2649,14198,4,9,78872161,1331,0,234.2777778,11,69
4045,1,0,0,0,1,0,0,30,4603,2649,14198,4,3,51739249,8000,0,1,11,25
4046,1,0,0,0,0,13,0,30,368,1617,405,4,14,1248915600,64000,0,538.7222222,11,135
4047,1,0,0,0,0,13,0,30,368,1617,405,4,6,1478402500,2197,0,389.7777778,11,25
4048,1,0,0,0,0,13,0,30,368,1617,405,4,11,1628526025,64000,0,3460.5,11,157
4049,1,0,0,0,0,13,0,30,368,1617,405,4,2,1767109369,39304,0,14673.83333,11,168
4050,1,0,0,0,0,13,0,30,368,1617,405,4,13,1173199504,68921,0,798.2777778,11,179
4051,1,0,0,0,0,13,0,30,368,1617,405,4,1,1665782596,2197,0,1237.166667,11,168
4052,1,0,0,0,0,13,0,30,368,1617,405,4,8,2277580176,12167,0,30.27777778,11,58
4053,1,0,0,0,0,13,0,30,368,1617,405,4,7,1630948225,6859,0,569.3333333,11,36
4054,1,0,0,0,0,13,0,30,368,1617,405,4,5,1567288921,9261,1,5358.777778,11,69
4055,1,0,0,0,0,13,0,30,368,1617,405,4,4,1841783056,2744,9,2710.666667,11,168
4056,1,0,0,0,0,13,0,30,368,1617,405,4,12,1241223361,110592,0,4238,11,14
4057,1,0,0,0,0,13,0,30,368,1617,405,4,9,1385105089,2197,1,372.3888889,11,69
4058,1,0,0,0,0,13,0,30,368,1617,405,4,3,1841010649,5832,1,2710.666667,11,267
4059,1,0,0,0,0,13,0,30,368,1617,405,4,10,1260889081,85184,0,410.6111111,11,47
4060,1,0,0,1,1,2,0,30,2326,9780,49714,4,8,14351081616,2197000,0,1,11,586
4061,1,0,0,1,1,2,0,30,2326,9780,49714,4,9,6428190976,314432,0,2035.833333,11,520
4062,1,0,0,1,1,2,0,30,2326,9780,49714,4,4,2811014361,274625,0,3574.277778,11,355
4063,1,0,0,1,1,2,0,30,2326,9780,49714,4,12,7024954225,175616,0,12278.88889,11,487
4064,1,0,0,1,1,2,0,30,2326,9780,49714,4,6,3388869796,175616,0,1,11,256
4065,1,0,0,1,1,2,0,30,2326,9780,49714,4,14,5839252225,274625,0,1,11,355
4066,1,0,0,1,1,2,0,30,2326,9780,49714,4,3,2647617025,216000,0,4,11,399
4067,1,0,0,1,1,2,0,30,2326,9780,49714,4,2,2138137600,287496,0,483.5555556,11,300
4068,1,0,0,1,1,2,0,30,2326,9780,49714,4,11,5816502756,185193,0,11023,11,366
4069,1,0,0,1,1,2,0,30,2326,9780,49714,4,7,5015614041,132651,0,788.6666667,11,344
4070,1,0,0,1,1,2,0,30,2326,9780,49714,4,10,5454708736,421875,0,1,11,322
4071,1,0,0,1,1,2,0,30,2326,9780,49714,4,13,6154402500,117649,0,5109.111111,11,487
4072,1,0,0,1,1,2,0,30,2326,9780,49714,4,1,2252546521,50653,0,60.27777778,11,201
4073,1,0,0,1,1,2,0,30,2326,9780,49714,4,5,3265436736,157464,0,2888.611111,11,311
4074,1,0,0,1,0,20,0,19,1171,11220,7737,4,6,423536400,729,9,1020.888889,11,454
4075,1,0,0,1,0,20,0,19,1171,11220,7737,4,5,419266576,216,0,1026.5,11,410
4076,1,0,0,1,0,20,0,19,1171,11220,7737,4,8,1236506896,10648,1,4,11,685
4077,1,0,0,1,0,20,0,19,1171,11220,7737,4,1,730242529,216,0,3927.777778,11,597
4078,1,0,0,1,0,20,0,19,1171,11220,7737,4,3,665794809,216,1,1,11,575
4079,1,0,0,1,0,20,0,19,1171,11220,7737,4,10,729432064,125,0,3926.444444,11,608
4080,1,0,0,1,0,20,0,19,1171,11220,7737,4,9,510037056,64,4,1,11,663
4081,1,0,0,1,0,20,0,19,1171,11220,7737,4,4,641710224,27,1156,4,11,564
4082,1,0,0,1,0,20,0,19,1171,11220,7737,4,11,633780625,4096,4,4,11,597
4083,1,0,0,1,0,20,0,19,1171,11220,7737,4,7,614643264,512,16,2762.333333,11,718
4084,1,0,0,1,0,20,0,19,1171,11220,7737,4,12,652240521,216,4,1,11,289
4085,1,0,0,1,0,20,0,19,1171,11220,7737,4,13,473802289,2197,16,9,11,575
4086,1,0,0,1,0,20,0,19,1171,11220,7737,4,14,736471044,1000,1,3679.222222,11,421
4087,1,0,0,1,0,20,0,19,1171,11220,7737,4,2,657358321,64,0,1,11,410
4088,1,1,0,1,0,11,0,30,258,22482,145342,4,5,1696533721,1601613,4,5929,11,2566
4089,1,1,0,1,0,11,0,30,258,22482,145342,4,8,8.58189E+11,16041140648,81,1385329,11,34411
4090,1,1,0,1,0,11,0,30,258,22482,145342,4,10,24412187536,7301384,25,27889,11,8275
4091,1,1,0,1,0,11,0,30,258,22482,145342,4,2,29419776,51478848,49,4624,11,2082
4092,1,1,0,1,0,11,0,30,258,22482,145342,4,7,21042113481,912673,36,104329,11,15139
4093,1,1,0,1,0,11,0,30,258,22482,145342,4,12,21257056804,138991832,1,11449,11,7549
4094,1,1,0,1,0,11,0,30,258,22482,145342,4,1,57062916,51478848,9,6889,11,2060
4095,1,1,0,1,0,11,0,30,258,22482,145342,4,4,6514588369,9528128,1,13225,11,5019
4096,1,1,0,1,0,11,0,30,258,22482,145342,4,13,20561265664,395446904,256,8836,11,7417
4097,1,1,0,1,0,11,0,30,258,22482,145342,4,3,38987536,11390625,1,5476,11,3446
4098,1,1,0,1,0,11,0,30,258,22482,145342,4,6,1780840000,614125,841,169744,11,11069
4099,1,1,0,1,0,11,0,30,258,22482,145342,4,9,68876853136,35611289,36,531441,11,20188
4100,1,1,0,1,0,11,0,30,258,22482,145342,4,14,95472348196,822656953,289,11449,11,9177
4101,1,1,0,1,0,11,0,30,258,22482,145342,4,11,37889011801,22665187,9,11449,11,8055
4102,1,0,0,1,1,1,0,28,2678,3327,405,4,10,1959390225,91125,0,380.1111111,11,883
4103,1,0,0,1,1,1,0,28,2678,3327,405,4,14,2224254244,132651,0,1,11,1477
4104,1,0,0,1,1,1,0,28,2678,3327,405,4,9,1521468036,185193,0,4,11,674
4105,1,0,0,1,1,1,0,28,2678,3327,405,4,4,853224100,35937,0,2831.388889,11,630
4106,1,0,0,1,1,1,0,28,2678,3327,405,4,2,1032915321,140608,0,1974.611111,11,520
