,decorated_indicator,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click
2120,1,1,0,1,0,0,0,30,1259,2604,16733,4,1,140446201,24389,1,1,11,201
2121,1,0,0,0,0,8,0,30,6693,6957,4110,5,11,104611984,8,25,9,11,168
2122,1,0,0,0,0,8,0,30,6693,6957,4110,5,13,179051161,125,0,9,11,256
2123,1,0,0,0,0,8,0,30,6693,6957,4110,5,12,62473216,8,4,4,11,190
2124,1,0,0,0,0,8,0,30,6693,6957,4110,5,7,102171664,64,4,1,11,146
2125,1,0,0,0,0,8,0,30,6693,6957,4110,5,5,297700516,0,0,1,11,245
2126,1,0,0,0,0,8,0,30,6693,6957,4110,5,2,261824761,512,144,196,11,388
2127,1,0,0,0,0,8,0,30,6693,6957,4110,5,1,212518084,125,49,64,11,377
2128,1,0,0,0,0,8,0,30,6693,6957,4110,5,4,127735204,27,4,36,11,311
2129,1,0,0,0,0,8,0,30,6693,6957,4110,5,3,66048129,64,225,91.11111111,11,113
2130,1,0,0,0,0,8,0,30,6693,6957,4110,5,8,430645504,729,16,25,11,267
2131,1,0,0,0,0,8,0,30,6693,6957,4110,5,14,80676324,1,0,299.4444444,11,267
2132,1,0,0,0,0,8,0,30,6693,6957,4110,5,6,111894084,125,0,1,11,168
2133,1,0,0,0,0,8,0,30,6693,6957,4110,5,10,63664441,125,169,9,11,146
2134,1,0,0,0,0,8,0,30,6693,6957,4110,5,9,188238400,125,9,9,11,179
2135,1,1,0,0,0,0,0,27,995,4131,30890,4,13,1058331024,46656,196,1,11,102
2136,1,1,0,0,0,0,0,27,995,4131,30890,4,8,2786572944,157464,0,1,11,113
2137,1,1,0,0,0,0,0,27,995,4131,30890,4,10,1096205881,8000,0,1119.666667,11,47
2138,1,1,0,0,0,0,0,27,995,4131,30890,4,4,637663504,4913,0,195,11,47
2139,1,1,0,0,0,0,0,27,995,4131,30890,4,6,46607929,10648,0,103.7222222,11,36
2140,1,1,0,0,0,0,0,27,995,4131,30890,4,2,551404324,5832,0,268.5,11,58
2141,1,1,0,0,0,0,0,27,995,4131,30890,4,11,1161241929,4096,0,473.9444444,11,91
2142,1,1,0,0,0,0,0,27,995,4131,30890,4,9,995718025,8000,1,4111.833333,11,58
2143,1,1,0,0,0,0,0,27,995,4131,30890,4,3,586511524,8000,4,2695.111111,11,36
2144,1,1,0,0,0,0,0,27,995,4131,30890,4,14,861070336,17576,1,7221.388889,11,102
2145,1,1,0,0,0,0,0,27,995,4131,30890,4,12,1060023364,32768,9,1615.5,11,102
2146,1,1,0,0,0,0,0,27,995,4131,30890,4,5,225150025,8000,4,1,11,58
2147,1,1,0,0,0,0,0,27,995,4131,30890,4,7,637108081,4913,16,195,11,36
2148,1,1,0,0,0,0,0,27,995,4131,30890,4,1,781090704,19683,0,2658.5,11,157
2149,1,0,0,1,1,9,0,30,2876,14943,405,4,10,2113148961,238328,0,3269.666667,11,443
2150,1,0,0,1,1,9,0,30,2876,14943,405,4,7,1817316900,238328,0,1,11,905
2151,1,0,0,1,1,9,0,30,2876,14943,405,4,14,962798841,474552,0,4,11,432
2152,1,0,0,1,1,9,0,30,2876,14943,405,4,13,1997196100,91125,0,150.6666667,11,245
2153,1,0,0,1,1,9,0,30,2876,14943,405,4,11,1949840649,166375,1,379.2777778,11,388
2154,1,0,0,1,1,9,0,30,2876,14943,405,4,1,1360429456,166375,0,282.5,11,322
2155,1,0,0,1,1,9,0,30,2876,14943,405,4,12,2280731049,157464,0,31.88888889,11,278
2156,1,0,0,1,1,9,0,30,2876,14943,405,4,8,11480693904,10360232,1,4881.222222,11,938
2157,1,0,0,1,1,9,0,30,2876,14943,405,4,9,2164947841,456533,0,106.3333333,11,740
2158,1,0,0,1,1,9,0,30,2876,14943,405,4,3,1869351696,314432,0,1,11,608
2159,1,0,0,1,1,9,0,30,2876,14943,405,4,4,2104882641,226981,0,3269.833333,11,388
2160,1,0,0,1,1,9,0,30,2876,14943,405,4,5,2158531600,274625,0,1,11,465
2161,1,0,0,1,1,9,0,30,2876,14943,405,4,6,1708499556,125000,1,2521.777778,11,575
2162,1,0,0,1,1,9,0,30,2876,14943,405,4,2,1727649225,551368,0,1,11,366
2163,1,0,0,0,0,15,0,29,1017,3585,12586,4,14,2153888100,2744000,36,106.5,11,1301
2164,1,0,0,0,0,15,0,29,1017,3585,12586,4,3,1259895025,729000,9,4,11,619
2165,1,0,0,0,0,15,0,29,1017,3585,12586,4,6,1650634384,1728000,196,36,11,894
2166,1,0,0,0,0,15,0,29,1017,3585,12586,4,12,1754939664,2924207,81,14789.22222,11,740
2167,1,0,0,0,0,15,0,29,1017,3585,12586,4,2,1591850404,970299,100,9,11,707
2168,1,0,0,0,0,15,0,29,1017,3585,12586,4,4,1208535696,493039,36,16,11,520
2169,1,0,0,0,0,15,0,29,1017,3585,12586,4,10,1858299664,7762392,16,2734.222222,11,1037
2170,1,0,0,0,0,15,0,29,1017,3585,12586,4,9,1998984100,4826809,0,150.6666667,11,1125
2171,1,0,0,0,0,15,0,29,1017,3585,12586,4,8,7083578896,40001688,9,1,11,1323
2172,1,0,0,0,0,15,0,29,1017,3585,12586,4,11,1663497796,7529536,16,1,11,993
2173,1,0,0,0,0,15,0,29,1017,3585,12586,4,5,1278920644,830584,36,333,11,740
2174,1,0,0,0,0,15,0,29,1017,3585,12586,4,13,1546376976,2985984,0,16,11,916
2175,1,0,0,0,0,15,0,29,1017,3585,12586,4,7,2213702500,1815848,289,64.11111111,11,1422
2176,1,0,0,0,0,15,0,29,1017,3585,12586,4,1,1344688900,571787,9,294.0555556,11,564
2177,1,1,1,0,0,6,0,26,1347,7800,6515,4,3,94051204,64,121,196,11,498
2178,1,1,1,0,0,6,0,26,1347,7800,6515,4,8,1818169600,166375,16,225,11,751
2179,1,1,1,0,0,6,0,26,1347,7800,6515,4,5,143736121,216,100,81,11,432
2180,1,1,1,0,0,6,0,26,1347,7800,6515,4,2,91699776,729,576,81,11,333
2181,1,1,1,0,0,6,0,26,1347,7800,6515,4,14,19053225,1000,0,49,11,146
2182,1,1,1,0,0,6,0,26,1347,7800,6515,4,13,12369289,4096,0,4,11,135
2183,1,1,1,0,0,6,0,26,1347,7800,6515,4,6,131997121,125,256,16,11,454
2184,1,1,1,0,0,6,0,26,1347,7800,6515,4,4,104898564,729,1849,81,11,311
2185,1,1,1,0,0,6,0,26,1347,7800,6515,4,1,108910096,729,0,169,11,278
2186,1,1,1,0,0,6,0,26,1347,7800,6515,4,12,30913600,17576,9,169,11,366
2187,1,1,1,0,0,6,0,26,1347,7800,6515,4,7,240498064,729,1,324,11,1048
2188,1,1,1,0,0,6,0,26,1347,7800,6515,4,9,257730916,1000,1,196,11,553
2189,1,1,1,0,0,6,0,26,1347,7800,6515,4,10,148181929,1,0,4,11,300
2190,1,1,1,0,0,6,0,26,1347,7800,6515,4,11,47114496,19683,0,25,11,245
2191,1,1,0,0,0,2,0,30,951,8448,405,4,6,4330298025,148877,0,8124.444444,11,377
2192,1,1,0,0,0,2,0,30,951,8448,405,4,12,1030153216,27000,0,1972.388889,11,179
2193,1,1,0,0,0,2,0,30,951,8448,405,4,4,3303030784,314432,0,1,11,410
2194,1,1,0,0,0,2,0,30,951,8448,405,4,1,4663387521,328509,0,3903.222222,11,388
2195,1,1,0,0,0,2,0,30,951,8448,405,4,5,3619105281,157464,4,1,11,300
2196,1,1,0,0,0,2,0,30,951,8448,405,4,10,1087152784,226981,0,1089,11,113
2197,1,1,0,0,0,2,0,30,951,8448,405,4,9,1654943761,195112,0,988.1666667,11,300
2198,1,1,0,0,0,2,0,30,951,8448,405,4,13,819619641,42875,0,1874.111111,11,278
2199,1,1,0,0,0,2,0,30,951,8448,405,4,3,2902300129,74088,0,3863.111111,11,399
2200,1,1,0,0,0,2,0,30,951,8448,405,4,8,6838793809,1367631,0,11527.11111,11,674
2201,1,1,0,0,0,2,0,30,951,8448,405,4,2,3457675204,195112,0,1,11,333
2202,1,1,0,0,0,2,0,30,951,8448,405,4,14,826160049,21952,0,320,11,289
2203,1,1,0,0,0,2,0,30,951,8448,405,4,11,1212989584,103823,0,4362.555556,11,300
2204,1,1,0,0,0,2,0,30,951,8448,405,4,7,3981988609,175616,0,18814.16667,11,509
2205,1,0,0,1,1,15,0,22,22863,6096,26145,4,12,143352729,13824,0,144.8888889,11,102
2206,1,0,0,0,1,20,0,3,247,981,405,5,3,0,0,0,2.444444444,11,34.16666667
2207,1,0,0,0,1,20,0,3,247,981,405,5,5,0,0,0,2.444444444,11,34.16666667
2208,1,0,0,0,1,20,0,3,247,981,405,5,13,8464,0,1,3.388888889,11,26.22222222
2209,1,0,0,0,1,20,0,3,247,981,405,5,4,0,0,0,2.444444444,11,34.16666667
2210,1,0,0,0,1,20,0,3,247,981,405,5,12,0,0,0,2.444444444,11,34.16666667
2211,1,0,0,0,1,20,0,3,247,981,405,5,11,0,0,0,2.444444444,11,34.16666667
2212,1,0,0,0,1,20,0,3,247,981,405,5,10,0,0,0,2.444444444,11,34.16666667
2213,1,0,0,0,1,20,0,3,247,981,405,5,8,0,0,0,2.444444444,11,34.16666667
2214,1,0,0,0,1,20,0,3,247,981,405,5,14,820836,0,16,9.666666667,11,47.61111111
2215,1,0,0,0,1,20,0,3,247,981,405,5,2,0,0,0,2.444444444,11,34.16666667
2216,1,0,0,0,1,20,0,3,247,981,405,5,6,0,0,0,2.444444444,11,34.16666667
2217,1,0,0,0,1,20,0,3,247,981,405,5,1,1,0,0,2.444444444,11,34.16666667
2218,1,0,0,0,1,20,0,3,247,981,405,5,9,0,0,0,2.444444444,11,34.16666667
2219,1,0,0,0,1,20,0,3,247,981,405,5,7,0,0,0,2.444444444,11,34.16666667
2220,1,0,0,0,1,0,0,18,3294,1791,8075,4,2,2152089,0,0,25.72222222,11,65.33333333
2221,1,0,0,0,1,0,0,18,3294,1791,8075,4,7,3161284,0,0,1,11,36
2222,1,0,0,0,1,0,0,18,3294,1791,8075,4,1,1532644,1,0,3.277777778,11,72.05555556
2223,1,0,0,0,1,0,0,18,3294,1791,8075,4,11,3083536,0,0,7.444444444,11,50.05555556
2224,1,0,0,0,1,0,0,18,3294,1791,8075,4,9,2815684,0,0,4.166666667,11,14
2225,1,0,0,0,1,0,0,18,3294,1791,8075,4,12,4622500,8,0,11.33333333,11,47
2226,1,0,0,0,1,0,0,18,3294,1791,8075,4,6,2184484,1,0,25.72222222,11,25
2227,1,0,0,0,1,0,0,18,3294,1791,8075,4,13,2673225,8,0,4.611111111,11,69
2228,1,0,0,0,1,0,0,18,3294,1791,8075,4,14,5607424,27,0,10.66666667,11,14
2229,1,0,0,0,1,0,0,18,3294,1791,8075,4,10,3374569,0,0,33,11,58
2230,1,0,0,0,1,0,0,18,3294,1791,8075,4,8,11923209,8,0,23.27777778,11,14
2231,1,0,0,0,1,0,0,18,3294,1791,8075,4,5,2343961,0,0,5.333333333,11,58
2232,1,0,0,0,1,0,0,18,3294,1791,8075,4,3,2082249,0,0,23.55555556,11,60.44444444
2233,1,0,0,0,1,0,0,18,3294,1791,8075,4,4,2544025,0,0,6.055555556,11,57.38888889
2234,1,1,0,0,0,0,0,30,6253,32262,5020,4,13,7006609,1,0,11.94444444,11,25
2235,1,1,0,0,0,0,0,30,6253,32262,5020,4,12,10817521,125,0,34.05555556,11,102
2236,1,1,0,0,0,0,0,30,6253,32262,5020,4,5,28015849,1,0,71.05555556,11,157
2237,1,1,0,0,0,0,0,30,6253,32262,5020,4,3,6656400,1,0,4,11,58
2238,1,1,0,0,0,0,0,30,6253,32262,5020,4,9,5452225,8,0,11.11111111,11,47
2239,1,1,0,0,0,0,0,30,6253,32262,5020,4,1,9054081,8,0,17.38888889,11,135
2240,1,1,0,0,0,0,0,30,6253,32262,5020,4,10,6911641,125,0,11.05555556,11,69
2241,1,0,0,0,1,20,0,24,20839,12495,36558,4,10,1069093809,17576,0,1,11,366
2242,1,0,0,1,1,4,0,30,1897,1317,405,4,8,3027640576,97336,0,1,11,135
2243,1,0,0,1,1,4,0,30,1897,1317,405,4,3,404371881,3375,0,31.11111111,11,47
2244,1,0,0,1,1,4,0,30,1897,1317,405,4,14,549668025,46656,0,268.7222222,11,124
2245,1,0,0,1,1,4,0,30,1897,1317,405,4,12,409293361,1331,0,881.8333333,11,124
2246,1,0,0,1,1,4,0,30,1897,1317,405,4,13,741745225,4096,0,3751.222222,11,91
2247,1,0,0,1,1,4,0,30,1897,1317,405,4,6,425266884,1728,0,641.1111111,11,58
2248,1,0,0,1,1,4,0,30,1897,1317,405,4,1,407353489,4913,0,20.72222222,11,36
2249,1,0,0,1,1,4,0,30,1897,1317,405,4,7,626450841,1000,0,2773.611111,11,25
2250,1,0,0,1,1,4,0,30,1897,1317,405,4,2,387577969,12167,0,694.7777778,11,47
2251,1,0,0,1,1,4,0,30,1897,1317,405,4,11,298045696,2197,0,361.6111111,11,36
2252,1,0,0,1,1,4,0,30,1897,1317,405,4,5,349727401,1728,0,38.5,11,47
2253,1,0,0,1,1,4,0,30,1897,1317,405,4,10,496844100,3375,0,350.1666667,11,58
2254,1,0,0,1,1,4,0,30,1897,1317,405,4,9,590490000,9261,0,2670.222222,11,124
2255,1,0,0,1,1,4,0,30,1897,1317,405,4,4,612166564,8000,0,2760.166667,11,14
2256,1,1,1,0,0,10,0,30,1160,12306,107538,4,10,4554225225,1815848,0,4,11,663
2257,1,1,1,0,0,10,0,30,1160,12306,107538,4,13,3345928336,1601613,0,4,11,1037
2258,1,1,1,0,0,10,0,30,1160,12306,107538,4,9,6041486529,1481544,0,4,11,971
2259,1,1,1,0,0,10,0,30,1160,12306,107538,4,7,6839455401,195112,0,4,11,1840
2260,1,1,1,0,0,10,0,30,1160,12306,107538,4,14,3494937924,778688,0,1,11,1268
2261,1,1,1,0,0,10,0,30,1160,12306,107538,4,8,43619993316,29503629,0,9,11,1620
2262,1,1,1,0,0,10,0,30,1160,12306,107538,4,4,3077031841,373248,0,4,11,608
2263,1,1,1,0,0,10,0,30,1160,12306,107538,4,12,3924396025,1191016,0,1,11,1191
2264,1,1,1,0,0,10,0,30,1160,12306,107538,4,11,4620736576,2299968,0,3672.833333,11,938
2265,1,1,1,0,0,10,0,30,1160,12306,107538,4,6,3927904929,551368,0,1,11,1026
2266,1,1,1,0,0,10,0,30,1160,12306,107538,4,5,3381422500,512000,0,4,11,509
2267,1,1,1,0,0,10,0,30,1160,12306,107538,4,3,2858292369,389017,0,16,11,729
2268,1,1,1,0,0,10,0,30,1160,12306,107538,4,2,3187392849,389017,0,1,11,784
2269,1,1,1,0,0,10,0,30,1160,12306,107538,4,1,3605281936,216000,0,9,11,971
2270,1,0,0,0,0,2,0,5,1303,1248,639,5,7,15876,0,0,4.722222222,11,25.61111111
2271,1,0,0,0,0,2,0,5,1303,1248,639,5,5,529,0,0,2.444444444,11,34.16666667
2272,1,0,0,0,0,2,0,5,1303,1248,639,5,2,4900,0,0,2.611111111,11,14
2273,1,0,0,0,0,2,0,5,1303,1248,639,5,3,484,0,0,2.444444444,11,34.16666667
2274,1,0,0,0,0,2,0,5,1303,1248,639,5,10,4225,0,0,2.611111111,11,28.66666667
2275,1,0,0,0,0,2,0,5,1303,1248,639,5,8,784,0,4,2.444444444,11,34.16666667
2276,1,0,0,0,0,2,0,5,1303,1248,639,5,1,2401,0,0,2.444444444,11,34.16666667
2277,1,0,0,0,0,2,0,5,1303,1248,639,5,14,361,0,0,2.444444444,11,34.16666667
2278,1,0,0,0,0,2,0,5,1303,1248,639,5,12,169,0,1,2.444444444,11,34.16666667
2279,1,0,0,0,0,2,0,5,1303,1248,639,5,6,625,0,0,2.444444444,11,34.16666667
2280,1,0,0,0,0,2,0,5,1303,1248,639,5,4,2916,0,0,2.611111111,11,34.16666667
2281,1,0,0,0,0,2,0,5,1303,1248,639,5,9,256,0,0,2.444444444,11,34.16666667
2282,1,0,0,0,0,2,0,5,1303,1248,639,5,11,841,0,0,2.444444444,11,34.16666667
2283,1,0,0,0,0,2,0,5,1303,1248,639,5,13,576,0,0,2.444444444,11,34.16666667
2284,1,0,0,1,1,0,0,8,19585,1944,6736,4,2,30525625,27,0,105.3888889,11,14
2285,1,0,0,1,1,0,0,8,19585,1944,6736,4,14,67125249,27,0,41.88888889,11,171.0555556
2286,1,0,0,1,1,0,0,8,19585,1944,6736,4,8,149597361,216,0,205.1666667,11,47
2287,1,0,0,1,1,0,0,8,19585,1944,6736,4,6,64000000,64,0,89,11,47
2288,1,0,0,1,1,0,0,8,19585,1944,6736,4,11,63712324,27,0,1,11,25
2289,1,0,0,1,1,0,0,8,19585,1944,6736,4,1,17631601,1,0,23.05555556,11,25
2290,1,0,0,1,1,0,0,8,19585,1944,6736,4,13,70610409,8,0,73,11,47
2291,1,0,0,1,1,0,0,8,19585,1944,6736,4,12,79085449,1,0,232.0555556,11,36
2292,1,0,0,1,1,0,0,8,19585,1944,6736,4,3,15872256,1,0,146.5,11,103.8333333
2293,1,0,0,1,1,0,0,8,19585,1944,6736,4,5,47018449,125,0,77.38888889,11,204.0555556
2294,1,0,0,1,1,0,0,8,19585,1944,6736,4,10,68873401,27,0,24.16666667,11,14
2295,1,0,0,1,1,0,0,8,19585,1944,6736,4,4,20088324,27,0,44.16666667,11,14
2296,1,0,0,1,1,0,0,8,19585,1944,6736,4,7,85803169,64,0,10.5,11,25
2297,1,0,0,1,1,0,0,8,19585,1944,6736,4,9,74597769,64,0,97.33333333,11,36
2298,1,0,0,1,0,0,0,30,863,4797,16850,4,13,1294632361,274625,784,4,11,344
2299,1,0,0,1,0,0,0,30,863,4797,16850,4,6,115863696,24389,169,179.8888889,11,102
2300,1,0,0,1,0,0,0,30,863,4797,16850,4,14,445041216,91125,1369,135.8333333,11,553
2301,1,0,0,1,0,0,0,30,863,4797,16850,4,2,125664100,17576,16,1,11,135
2302,1,0,0,1,0,0,0,30,863,4797,16850,4,11,880427584,238328,0,9,11,234
2303,1,0,0,1,0,0,0,30,863,4797,16850,4,3,302412100,19683,1,9,11,80
2304,1,0,0,1,0,0,0,30,863,4797,16850,4,5,126720049,17576,9,1,11,80
2305,1,0,0,1,0,0,0,30,863,4797,16850,4,10,1115493201,15625,9,1,11,179
2306,1,0,0,1,0,0,0,30,863,4797,16850,4,8,6411845476,1000000,49,9,11,498
2307,1,0,0,1,0,0,0,30,863,4797,16850,4,4,177076249,4096,4,773.2777778,11,36
2308,1,0,0,1,0,0,0,30,863,4797,16850,4,12,1128288100,328509,0,4,11,333
2309,1,0,0,1,0,0,0,30,863,4797,16850,4,1,309760000,12167,0,4,11,157
2310,1,0,0,1,0,0,0,30,863,4797,16850,4,9,1267146409,59319,0,1,11,421
2311,1,0,0,1,0,0,0,30,863,4797,16850,4,7,464402500,15625,36,1406,11,212
2312,1,0,0,0,0,6,0,26,2172,1095,405,5,2,2630884,64,144,5.611111111,11,58.61111111
2313,1,0,0,0,0,6,0,26,2172,1095,405,5,7,2805625,343,2916,4.166666667,11,47
2314,1,0,0,0,0,6,0,26,2172,1095,405,5,5,12694969,27,289,13.27777778,11,125.8333333
2315,1,0,0,0,0,6,0,26,2172,1095,405,5,13,7767369,1331,1,1,11,69
2316,1,0,0,0,0,6,0,26,2172,1095,405,5,3,8357881,512,169,14.44444444,11,91
2317,1,0,0,0,0,6,0,26,2172,1095,405,5,9,4575321,1331,4,11.33333333,11,58
2318,1,0,0,0,0,6,0,26,2172,1095,405,5,12,6041764,512,169,8.166666667,11,80
2319,1,0,0,0,0,6,0,26,2172,1095,405,5,6,5484964,343,0,11.11111111,11,25
2320,1,0,0,0,0,6,0,26,2172,1095,405,5,8,9437184,512,25,15.94444444,11,58
2321,1,0,0,0,0,6,0,26,2172,1095,405,5,11,10784656,1000,196,34.05555556,11,179
2322,1,0,0,0,0,6,0,26,2172,1095,405,5,1,2752281,1,25,1,11,91
2323,1,0,0,0,0,6,0,26,2172,1095,405,5,10,5929225,729,0,1,11,124
2324,1,0,0,0,0,6,0,26,2172,1095,405,5,4,2134521,27,49,24.88888889,11,135
2325,1,0,0,0,0,6,0,26,2172,1095,405,5,14,6305121,1000,1,9.555555556,11,58
2326,1,1,0,0,0,0,0,30,6253,32262,5020,4,8,34374769,729,0,81.33333333,11,69
2327,1,1,0,0,0,0,0,30,6253,32262,5020,4,7,9000000,1,0,1,11,113
2328,1,1,0,0,0,0,0,30,6253,32262,5020,4,4,24117921,8,0,1,11,113
2329,1,1,0,0,0,0,0,30,6253,32262,5020,4,14,6563844,8,0,9.5,11,14
2330,1,1,0,0,0,0,0,30,6253,32262,5020,4,11,5522500,27,0,1,11,69
2331,1,1,0,0,0,0,0,30,6253,32262,5020,4,6,12397441,8,0,17.27777778,11,58
2332,1,1,0,0,0,0,0,30,6253,32262,5020,4,2,10163344,8,0,9,11,80
2333,1,1,1,0,0,11,0,30,1039,44109,79198,4,7,2694232836,778688,1,142129,11,8440
2334,1,1,1,0,0,11,0,30,1039,44109,79198,4,12,866066041,1157625,0,29241,11,4304
2335,1,1,1,0,0,11,0,30,1039,44109,79198,4,13,782600625,614125,0,21316,11,3842
2336,1,1,1,0,0,11,0,30,1039,44109,79198,4,2,870073009,551368,0,29929,11,3303
2337,1,1,1,0,0,11,0,30,1039,44109,79198,4,8,6854349681,6128487,64,181476,11,8440
2338,1,1,1,0,0,11,0,30,1039,44109,79198,4,3,891141904,830584,9,44100,11,3633
2339,1,1,1,0,0,11,0,30,1039,44109,79198,4,4,950427241,729000,0,51984,11,4480
2340,1,1,1,0,0,11,0,30,1039,44109,79198,4,9,1591451449,1259712,1,62500,11,4656
2341,1,1,1,0,0,11,0,30,1039,44109,79198,4,6,1593366889,1643032,0,52441,11,4821
2342,1,1,1,0,0,11,0,30,1039,44109,79198,4,14,875449744,357911,0,51076,11,4832
2343,1,1,1,0,0,11,0,30,1039,44109,79198,4,10,988410721,1124864,0,24336,11,3908
2344,1,1,1,0,0,11,0,30,1039,44109,79198,4,11,969699600,551368,0,28561,11,4524
2345,1,1,1,0,0,11,0,30,1039,44109,79198,4,5,986462464,1191016,25,29241,11,3512
2346,1,1,1,0,0,11,0,30,1039,44109,79198,4,1,937461924,438976,0,32400,11,3237
2347,1,0,0,0,0,7,0,28,588,3078,4617,4,13,187662601,1000,1296,1,11,443
2348,1,0,0,0,0,7,0,28,588,3078,4617,4,5,117744201,729,25,170.1666667,11,410
2349,1,0,0,0,0,7,0,28,588,3078,4617,4,11,124813584,125,4,251.1111111,11,256
2350,1,0,0,0,0,7,0,28,588,3078,4617,4,1,55711296,8,16,190.9444444,11,124
2351,1,0,0,0,0,7,0,28,588,3078,4617,4,3,75064896,64,1,132.1666667,11,146
2352,1,0,0,0,0,7,0,28,588,3078,4617,4,9,125148969,512,100,4,11,333
2353,1,0,0,0,0,7,0,28,588,3078,4617,4,14,162741049,8,100,2018.888889,11,311
2354,1,0,0,0,0,7,0,28,588,3078,4617,4,8,360886009,4913,36,458.1111111,11,432
2355,1,0,0,0,0,7,0,28,588,3078,4617,4,7,108659776,216,121,1,11,421
2356,1,0,0,0,0,7,0,28,588,3078,4617,4,2,73342096,729,1,102.9444444,11,245
2357,1,0,0,0,0,7,0,28,588,3078,4617,4,10,137381841,64,676,415.6666667,11,344
2358,1,0,0,0,0,7,0,28,588,3078,4617,4,6,93915481,27,289,1,11,608
2359,1,0,0,0,0,7,0,28,588,3078,4617,4,12,137522529,343,1296,4,11,553
2360,1,0,0,0,0,7,0,28,588,3078,4617,4,4,128777104,343,100,139.5555556,11,839
2361,1,0,0,0,1,8,0,30,7914,1311,405,4,10,213247609,8,0,288.4444444,11,124
2362,1,0,0,0,1,8,0,30,7914,1311,405,4,4,451987600,1,0,1003.388889,11,168
2363,1,0,0,0,1,8,0,30,7914,1311,405,4,13,188457984,1,0,1,11,157
2364,1,0,0,0,1,8,0,30,7914,1311,405,4,3,657358321,1,0,342.1111111,11,245
2365,1,0,0,0,1,8,0,30,7914,1311,405,4,11,235745316,8,0,782.2777778,11,124
2366,1,0,0,0,1,8,0,30,7914,1311,405,4,2,565107984,8,0,212.8888889,11,179
2367,1,0,0,0,1,8,0,30,7914,1311,405,4,7,181306225,1,0,459.1111111,11,179
2368,1,0,0,0,1,8,0,30,7914,1311,405,4,9,249071524,216,0,1,11,135
2369,1,0,0,0,1,8,0,30,7914,1311,405,4,5,184172041,27,0,399.9444444,11,135
2370,1,0,0,0,1,8,0,30,7914,1311,405,4,14,160376896,8,0,543,11,113
2371,1,0,0,0,1,8,0,30,7914,1311,405,4,12,201810436,1,0,228.2222222,11,124
2372,1,0,0,0,1,8,0,30,7914,1311,405,4,6,116661601,1,0,178.5555556,11,58
2373,1,0,0,0,1,8,0,30,7914,1311,405,4,8,304851600,125,0,65.38888889,11,91
2374,1,0,0,0,1,8,0,30,7914,1311,405,4,1,430853049,8,0,457.9444444,11,201
2375,1,1,1,0,0,0,0,20,1534,4680,2498,4,5,23804641,27,0,16,11,278
2376,1,1,1,0,0,0,0,20,1534,4680,2498,4,6,24344356,64,0,4,11,388
2377,1,1,1,0,0,0,0,20,1534,4680,2498,4,11,38626225,216,0,16,11,311
2378,1,1,1,0,0,0,0,20,1534,4680,2498,4,4,10582009,125,1,1,11,124
2379,1,1,1,0,0,0,0,20,1534,4680,2498,4,10,30869136,8,0,81,11,344
2380,1,1,1,0,0,0,0,20,1534,4680,2498,4,8,132687361,5832,0,121,11,476
2381,1,1,1,0,0,0,0,20,1534,4680,2498,4,7,82119844,216,0,400,11,762
2382,1,1,1,0,0,0,0,20,1534,4680,2498,4,9,31809600,64,49,9,11,256
2383,1,1,1,0,0,0,0,20,1534,4680,2498,4,13,54405376,512,0,16,11,388
2384,1,1,1,0,0,0,0,20,1534,4680,2498,4,3,21594609,8,0,4,11,223
2385,1,1,1,0,0,0,0,20,1534,4680,2498,4,12,66977856,1728,0,16,11,421
2386,1,1,1,0,0,0,0,20,1534,4680,2498,4,14,67354849,64,0,64,11,399
2387,1,1,1,0,0,0,0,20,1534,4680,2498,4,1,16941456,27,0,16,11,256
2388,1,1,1,0,0,0,0,20,1534,4680,2498,4,2,24800400,343,0,36,11,278
2389,1,1,0,1,0,0,0,27,1358,12177,39301,4,9,770451049,19683,0,1,11,80
2390,1,1,0,1,0,0,0,27,1358,12177,39301,4,4,538054416,24389,0,305.6666667,11,47
2391,1,1,0,1,0,0,0,27,1358,12177,39301,4,14,790228321,8000,0,1,11,69
2392,1,1,0,1,0,0,0,27,1358,12177,39301,4,1,420619081,4913,0,1026.5,11,135
2393,1,1,0,1,0,0,0,27,1358,12177,39301,4,13,312794596,46656,1,425,11,102
2394,1,1,0,1,0,0,0,27,1358,12177,39301,4,3,524868100,9261,0,418.2222222,11,113
2395,1,1,0,1,0,0,0,27,1358,12177,39301,4,8,6940556100,592704,0,1,11,465
2396,1,1,0,1,0,0,0,27,1358,12177,39301,4,11,185885956,2197,0,220.2222222,11,25
2397,1,1,0,1,0,0,0,27,1358,12177,39301,4,2,420209001,10648,0,1026.5,11,80
2398,1,1,0,1,0,0,0,27,1358,12177,39301,4,10,143544361,2197,1,145.0555556,11,69
2399,1,1,0,1,0,0,0,27,1358,12177,39301,4,5,477728449,17576,0,711.8888889,11,36
2400,1,1,0,1,0,0,0,27,1358,12177,39301,4,6,420660100,4096,1,1026.5,11,80
2401,1,1,0,1,0,0,0,27,1358,12177,39301,4,12,181737361,19683,0,459.1111111,11,47
2402,1,1,0,1,0,0,0,27,1358,12177,39301,4,7,1381906276,12167,36,4,11,278
