manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click,shop_index,rf_label,predicted_orders
0,0,0,1,0,0,15,10752,1155,405,4.0,1,29354724.0,64.0,0,19.84210526,11,14.0,1385964495,4,28.995913845830295
0,0,0,1,0,0,15,10752,1155,405,4.0,6,2128681.0,64.0,0,7.578947368,11,36.0,1385964495,4,28.761496481871774
0,0,0,1,0,0,15,10752,1155,405,4.0,12,3400336.0,64.0,0,18.21052632,11,14.0,1385964495,4,28.995913845830295
0,0,0,1,0,0,15,10752,1155,405,4.0,2,9180900.0,125.0,0,20.21052632,11,51.63157895,1385964495,4,28.995913845830295
0,0,0,1,0,0,15,10752,1155,405,4.0,10,3348900.0,125.0,0,36.31578947,11,25.0,1385964495,4,28.995913845830295
0,0,0,1,0,0,15,10752,1155,405,4.0,13,4661281.0,125.0,0,10.15789474,11,80.0,1385964495,4,28.64659357850624
0,0,0,1,0,0,15,10752,1155,405,4.0,14,3467044.0,125.0,0,6.263157895,11,40.63157895,1385964495,4,28.64737162355466
0,0,0,1,0,0,15,10752,1155,405,4.0,3,1452025.0,216.0,0,7.684210526,11,14.0,1385964495,4,28.747148464316936
0,0,0,1,0,0,15,10752,1155,405,4.0,11,3027600.0,216.0,0,10.05263158,11,40.63157895,1385964495,4,28.671766100079136
0,0,0,1,7,0,3,10972,1017,1068,4.0,8,5336100.0,27.0,0,17.52631579,11,48.73684211,781840935,4,28.995913845830295
0,0,0,1,7,0,3,10972,1017,1068,4.0,3,1238769.0,1.0,0,6.0,11,21.52631579,781840935,4,28.63439907128345
0,0,0,1,7,0,3,10972,1017,1068,4.0,10,1562500.0,0.0,0,6.842105263,11,29.63157895,781840935,4,28.761496481871774
0,0,0,1,7,0,3,10972,1017,1068,4.0,4,1081600.0,0.0,0,28.36842105,11,26.15789474,781840935,4,28.995913845830295
0,0,0,1,7,0,3,10972,1017,1068,4.0,13,1075369.0,0.0,0,12.57894737,11,21.52631579,781840935,4,28.976366992449943
0,0,0,1,7,0,3,10972,1017,1068,4.0,7,1517824.0,27.0,0,111.3157895,11,22.10526316,781840935,4,28.995913845830295
0,0,0,1,7,0,3,10972,1017,1068,4.0,5,1140624.0,0.0,0,8.947368421,11,22.10526316,781840935,4,28.732800446762102
0,0,0,1,7,0,3,10972,1017,1068,4.0,14,3849444.0,8.0,0,10.05263158,11,30.78947368,781840935,4,28.671766100079136
0,0,0,1,7,0,3,10972,1017,1068,4.0,1,2205225.0,0.0,0,54.0,11,33.10526316,781840935,4,28.995913845830295
0,0,0,1,7,0,3,10972,1017,1068,4.0,9,1863225.0,0.0,0,4.0,11,14.0,781840935,4,28.63439907128345
0,0,0,1,7,0,3,10972,1017,1068,4.0,11,1425636.0,0.0,0,64.78947368,11,21.52631579,781840935,4,28.995913845830295
0,0,0,1,7,0,3,10972,1017,1068,4.0,12,1254400.0,0.0,0,6.684210526,11,25.0,781840935,4,28.76800303650689
0,0,0,1,7,0,3,10972,1017,1068,4.0,6,912025.0,1.0,0,3.842105263,11,24.42105263,781840935,4,28.63439907128345
0,0,0,1,7,0,3,10972,1017,1068,4.0,2,1515361.0,0.0,0,119.2631579,11,23.26315789,781840935,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,3,1550025.0,0.0,0,9.684210526,11,24.42105263,1455041970,4,28.654418182053135
0,0,0,1,7,1,21,11214,972,405,4.0,9,302760000.0,0.0,0,7173.0,11,216.0526316,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,10,318408336.0,1.0,0,54.36842105,11,14.0,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,12,2856100.0,0.0,0,5.894736842,11,19.21052632,1455041970,4,28.63439907128345
0,0,0,1,7,1,21,11214,972,405,4.0,13,2598544.0,0.0,0,6.684210526,11,40.05263158,1455041970,4,28.76800303650689
0,0,0,1,7,1,21,11214,972,405,4.0,11,95707089.0,1.0,0,24.0,11,178.4210526,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,8,414692496.0,0.0,0,90.73684211,11,267.0,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,7,35200489.0,0.0,0,543.5263158,11,111.2631579,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,2,1615441.0,0.0,0,109.1052632,11,34.26315789,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,1,1301881.0,0.0,0,53.05263158,11,23.26315789,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,6,3717184.0,1.0,0,6.0,11,34.84210526,1455041970,4,28.63439907128345
0,0,0,1,7,1,21,11214,972,405,4.0,5,1495729.0,1.0,0,6.157894737,11,30.21052632,1455041970,4,28.60742197862003
0,0,0,1,7,1,21,11214,972,405,4.0,4,1201216.0,1.0,0,45.73684211,11,17.47368421,1455041970,4,28.995913845830295
0,0,0,1,7,1,21,11214,972,405,4.0,14,2217121.0,0.0,0,99.68421053,11,52.78947368,1455041970,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,2,2143296.0,27.0,0,4.421052632,11,14.0,1382875245,4,28.63439907128345
0,0,0,1,0,0,30,4548,1062,405,4.0,14,2553604.0,1.0,0,13.63157895,11,14.0,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,4,1836025.0,1.0,0,170.9473684,11,52.21052632,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,6,3992004.0,1.0,0,6.105263158,11,14.0,1382875245,4,28.60742197862003
0,0,0,1,0,0,30,4548,1062,405,4.0,1,1473796.0,8.0,0,11.47368421,11,14.0,1382875245,4,28.701524810213286
0,0,0,1,0,0,30,4548,1062,405,4.0,12,4844401.0,1.0,0,2.052631579,11,14.0,1382875245,4,28.63439907128345
0,0,0,1,0,0,30,4548,1062,405,4.0,8,7236100.0,216.0,0,30.26315789,11,36.0,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,13,2238016.0,1.0,0,38.36842105,11,36.0,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,7,2822400.0,1.0,0,7.789473684,11,25.0,1382875245,4,28.732800446762102
0,0,0,1,0,0,30,4548,1062,405,4.0,5,3003289.0,0.0,0,11.15789474,11,14.0,1382875245,4,28.701524810213286
0,0,0,1,0,0,30,4548,1062,405,4.0,3,1882384.0,8.0,0,51.73684211,11,39.47368421,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,10,2298256.0,0.0,0,29.57894737,11,14.0,1382875245,4,28.995913845830295
0,0,0,1,0,0,30,4548,1062,405,4.0,9,2483776.0,8.0,0,11.31578947,11,62.05263158,1382875245,4,28.701524810213286
0,0,0,1,0,0,30,4548,1062,405,4.0,11,3560769.0,0.0,0,9.842105263,11,14.0,1382875245,4,28.654418182053135
0,0,0,1,0,0,3,9729,975,405,3.0,14,309136.0,0.0,0,3.578947368,11,15.73684211,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,5,145161.0,0.0,0,2.789473684,11,18.05263158,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,11,180625.0,0.0,0,2.736842105,11,19.78947368,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,8,45796.0,0.0,0,2.736842105,11,22.68421053,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,13,322624.0,0.0,0,7.105263158,11,18.63157895,1200286575,4,28.761496481871774
0,0,0,1,0,0,3,9729,975,405,3.0,10,150544.0,0.0,0,1.894736842,11,18.05263158,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,3,220900.0,0.0,0,6.684210526,11,23.26315789,1200286575,4,28.76800303650689
0,0,0,1,0,0,3,9729,975,405,3.0,2,191844.0,0.0,0,4.684210526,11,19.21052632,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,7,43264.0,0.0,0,2.736842105,11,22.10526316,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,6,50176.0,0.0,0,2.263157895,11,19.78947368,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,12,171396.0,0.0,0,1.315789474,11,18.05263158,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,4,194481.0,0.0,0,4.210526316,11,16.89473684,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,9,54289.0,0.0,0,1.473684211,11,17.47368421,1200286575,4,28.63439907128345
0,0,0,1,0,0,3,9729,975,405,3.0,1,212521.0,0.0,0,4.368421053,11,16.31578947,1200286575,4,28.63439907128345
0,0,0,1,7,0,28,11247,975,405,4.0,7,1301881.0,0.0,0,53.05263158,11,23.26315789,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,2,1317904.0,1.0,0,26.36842105,11,26.73684211,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,6,802816.0,0.0,0,10.0,11,21.52631579,1273039380,4,28.671766100079136
0,0,0,1,7,0,28,11247,975,405,4.0,1,1054729.0,0.0,0,6.526315789,11,27.89473684,1273039380,4,28.744893588998416
0,0,0,1,7,0,28,11247,975,405,4.0,5,894916.0,0.0,0,9.578947368,11,20.36842105,1273039380,4,28.732800446762102
0,0,0,1,7,0,28,11247,975,405,4.0,13,1317904.0,0.0,0,26.36842105,11,26.73684211,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,8,4157521.0,0.0,0,129.0,11,53.36842105,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,10,1234321.0,0.0,0,3.842105263,11,23.84210526,1273039380,4,28.63439907128345
0,0,0,1,7,0,28,11247,975,405,4.0,4,1288225.0,0.0,0,5.578947368,11,25.0,1273039380,4,28.63439907128345
0,0,0,1,7,0,28,11247,975,405,4.0,9,1946025.0,8.0,0,111.3157895,11,22.10526316,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,12,1677025.0,1.0,0,48.21052632,11,14.0,1273039380,4,28.995913845830295
0,0,0,1,7,0,28,11247,975,405,4.0,14,1002001.0,0.0,0,3.263157895,11,24.42105263,1273039380,4,28.63439907128345
0,0,0,1,7,0,28,11247,975,405,4.0,3,1996569.0,8.0,0,9.789473684,11,26.15789474,1273039380,4,28.654418182053135
0,0,0,1,7,0,28,11247,975,405,4.0,11,1181569.0,0.0,0,4.684210526,11,26.15789474,1273039380,4,28.63439907128345
0,0,0,1,8,0,30,11225,1011,405,5.0,11,594441.0,1.0,0,10.57894737,11,14.0,1273508730,4,28.64659357850624
0,0,0,1,8,0,30,11225,1011,405,5.0,2,611524.0,0.0,0,9.421052632,11,25.0,1273508730,4,28.732800446762102
0,0,0,1,8,0,30,11225,1011,405,5.0,5,682276.0,0.0,0,3.631578947,11,20.94736842,1273508730,4,28.63439907128345
0,0,0,1,8,0,30,11225,1011,405,5.0,9,620944.0,0.0,0,6.736842105,11,21.52631579,1273508730,4,28.761496481871774
0,0,0,1,8,0,30,11225,1011,405,5.0,10,547600.0,0.0,0,44.57894737,11,19.21052632,1273508730,4,28.995913845830295
0,0,0,1,8,0,30,11225,1011,405,5.0,1,976144.0,8.0,0,7.684210526,11,20.94736842,1273508730,4,28.747148464316936
0,0,0,1,8,0,30,11225,1011,405,5.0,7,1390041.0,0.0,0,6.263157895,11,47.0,1273508730,4,28.64737162355466
0,0,0,1,8,0,30,11225,1011,405,5.0,13,674041.0,0.0,0,8.263157895,11,20.36842105,1273508730,4,28.732800446762102
0,0,0,1,8,0,30,11225,1011,405,5.0,8,3671056.0,8.0,0,33.73684211,11,36.0,1273508730,4,28.995913845830295
0,0,0,1,8,0,30,11225,1011,405,5.0,4,929296.0,0.0,0,21.36842105,11,14.0,1273508730,4,28.995913845830295
0,0,0,1,8,0,30,11225,1011,405,5.0,14,1010025.0,0.0,0,5.947368421,11,25.0,1273508730,4,28.63439907128345
0,0,0,1,8,0,30,11225,1011,405,5.0,6,585225.0,0.0,0,7.315789474,11,20.94736842,1273508730,4,28.761496481871774
0,0,0,1,8,0,30,11225,1011,405,5.0,3,2387025.0,0.0,0,44.84210526,11,14.0,1273508730,4,28.995913845830295
0,0,0,1,8,0,30,11225,1011,405,5.0,12,727609.0,0.0,0,20.0,11,14.0,1273508730,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,9,9461776.0,27.0,0,17.94736842,11,36.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,8,31460881.0,4096.0,0,47.42105263,11,36.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,13,6964321.0,64.0,0,26.21052632,11,47.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,14,6869641.0,27.0,0,13.63157895,11,49.89473684,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,11,6482116.0,64.0,0,20.89473684,11,14.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,7,9922500.0,8.0,0,183.3684211,11,14.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,10,8520561.0,216.0,0,180.7368421,11,47.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,12,5875776.0,125.0,0,1.0,11,36.0,1307594430,4,28.63439907128345
0,0,0,1,2,0,22,5043,1026,405,4.0,6,9585216.0,27.0,0,105.6315789,11,146.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,3,7823209.0,125.0,0,87.21052632,11,14.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,2,9560464.0,27.0,0,215.3684211,11,47.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,1,12404484.0,27.0,0,59.15789474,11,113.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,4,8549776.0,27.0,0,184.6842105,11,25.0,1307594430,4,28.995913845830295
0,0,0,1,2,0,22,5043,1026,405,4.0,5,7295401.0,343.0,0,21.05263158,11,25.0,1307594430,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,11,2205225.0,0.0,0,54.0,11,14.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,7,2866249.0,0.0,0,13.78947368,11,14.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,10,2528100.0,1.0,0,21.21052632,11,14.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,13,3041536.0,0.0,0,7.684210526,11,14.0,1118908935,4,28.747148464316936
0,0,0,1,0,0,14,8662,1008,405,5.0,12,2808976.0,0.0,0,39.78947368,11,36.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,1,4601025.0,0.0,0,8.263157895,11,55.68421053,1118908935,4,28.732800446762102
0,0,0,1,0,0,14,8662,1008,405,5.0,4,2958400.0,0.0,0,40.36842105,11,22.68421053,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,9,3154176.0,1.0,0,37.36842105,11,14.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,8,18130564.0,0.0,0,183.1052632,11,80.0,1118908935,4,28.995913845830295
0,0,0,1,0,0,14,8662,1008,405,5.0,2,4566769.0,0.0,0,10.47368421,11,42.94736842,1118908935,4,28.64659357850624
0,0,0,1,0,0,14,8662,1008,405,5.0,5,3189796.0,0.0,0,7.473684211,11,32.52631579,1118908935,4,28.761496481871774
0,0,0,1,0,0,14,8662,1008,405,5.0,14,3352561.0,0.0,0,8.684210526,11,69.0,1118908935,4,28.732800446762102
0,0,0,1,0,0,14,8662,1008,405,5.0,6,2421136.0,0.0,0,5.263157895,11,33.10526316,1118908935,4,28.63439907128345
0,0,0,1,0,0,14,8662,1008,405,5.0,3,2941225.0,0.0,0,54.36842105,11,25.0,1118908935,4,28.995913845830295
0,0,0,1,7,0,30,10884,1044,405,4.0,7,1134225.0,0.0,0,4.578947368,11,21.52631579,1114126740,4,28.63439907128345
0,0,0,1,7,0,30,10884,1044,405,4.0,11,1306449.0,0.0,0,22.68421053,11,23.26315789,1114126740,4,28.995913845830295
0,0,0,1,7,0,30,10884,1044,405,4.0,1,1026169.0,0.0,0,3.315789474,11,29.05263158,1114126740,4,28.63439907128345
