manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,kmeans.labels,agglomerative.average.labels,agglomerative.complete.labels,agglomerative.single.labels,agglomerative.ward.labels,meanshift.labels
0.0,0.0,0.0,0.0,14.0,0.0,6.0,577.0,990.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,1.0,1.0,13.0,0.0,29.0,1622.0,13737.0,23727.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,26.0,1347.0,7800.0,6515.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,30.0,522.0,1086.0,548.0,5.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,17.0,2304.0,60849.0,84281.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,2403.0,131043.0,484239.0,4.0,4,1,2,3,3,2
0.0,0.0,0.0,1.0,0.0,0.0,26.0,2788.0,20460.0,22271.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,0.0,7.0,0.0,9.0,357.0,1806.0,1315.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,15.0,0.0,21.0,1567.0,1077.0,418.0,5.0,0,2,1,1,1,0
1.0,0.0,0.0,0.0,19.0,0.0,26.0,852.0,8946.0,46477.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,16.0,0.0,26.0,577.0,3717.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,16.0,0.0,25.0,1633.0,29823.0,9414.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,27.0,951.0,3225.0,1315.0,4.0,0,0,0,1,1,0
1.0,0.0,1.0,0.0,11.0,0.0,30.0,709.0,58767.0,201671.0,5.0,0,1,2,1,1,1
1.0,1.0,0.0,0.0,20.0,0.0,30.0,599.0,47430.0,7165.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,313.0,353865.0,546509.0,4.0,4,1,2,3,3,14
0.0,0.0,0.0,0.0,1.0,0.0,30.0,2502.0,16701.0,29317.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,9.0,0.0,30.0,1281.0,477615.0,1388116.0,4.0,2,1,2,0,0,19
1.0,0.0,0.0,0.0,8.0,0.0,23.0,643.0,43005.0,27536.0,4.0,0,0,0,1,1,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,3976.0,43785.0,280893.0,5.0,4,1,2,3,3,1
0.0,0.0,0.0,1.0,14.0,0.0,2.0,280.0,1620.0,418.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,753.0,115215.0,287900.0,4.0,4,1,2,3,3,1
0.0,0.0,0.0,0.0,5.0,0.0,10.0,555.0,4041.0,2277.0,4.0,0,0,0,1,1,0
1.0,0.0,0.0,0.0,7.0,0.0,28.0,1193.0,39252.0,81083.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,8.0,5395.0,6972.0,18436.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,17.0,0.0,6.0,1270.0,1200.0,1081.0,4.0,0,2,3,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,12611.0,8709.0,48492.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,8.0,0.0,30.0,863.0,31794.0,85087.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,2.0,500.0,1470.0,886.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,20.0,0.0,30.0,511.0,23952.0,59191.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,14.0,1204.0,1758.0,2277.0,5.0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,20.0,0.0,24.0,7771.0,2211.0,11611.0,4.0,0,3,2,1,1,0
0.0,0.0,1.0,1.0,4.0,0.0,29.0,3327.0,6057.0,16538.0,4.0,0,1,2,1,1,0
0.0,1.0,0.0,1.0,20.0,0.0,29.0,1006.0,81615.0,145953.0,4.0,0,1,2,1,1,1
0.0,0.0,0.0,1.0,3.0,0.0,12.0,500.0,1428.0,5878.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,15.0,0.0,8.0,3613.0,4872.0,15355.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,12.0,0.0,30.0,368.0,35007.0,10623.0,4.0,0,0,0,1,1,0
1.0,0.0,0.0,0.0,7.0,0.0,29.0,588.0,8433.0,9960.0,4.0,0,1,0,1,1,0
0.0,0.0,1.0,0.0,20.0,0.0,25.0,357.0,11844.0,17435.0,5.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,8.0,0.0,30.0,6693.0,6957.0,4110.0,5.0,0,2,3,1,1,0
0.0,0.0,0.0,1.0,7.0,0.0,30.0,709.0,7203.0,9245.0,4.0,0,1,0,1,1,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,324.0,9426.0,52860.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,20.0,0.0,30.0,1116.0,37188.0,44397.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,8.0,599.0,20391.0,8244.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,2.0,0.0,7.0,863.0,2274.0,4604.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,4.0,1490.0,2388.0,7100.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,11.0,5846.0,4827.0,6372.0,4.0,0,3,3,1,1,0
0.0,0.0,0.0,0.0,20.0,0.0,30.0,522.0,1680.0,743.0,4.0,0,0,0,1,1,0
1.0,0.0,0.0,0.0,20.0,0.0,23.0,7045.0,25170.0,54693.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,1116.0,63870.0,65366.0,4.0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,20.0,0.0,27.0,1743.0,9849.0,22323.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,8.0,0.0,29.0,324.0,12912.0,7308.0,5.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,7.0,4746.0,5970.0,11715.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,13.0,0.0,30.0,3734.0,28431.0,126635.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,4.0,0.0,30.0,1369.0,10311.0,76559.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,973.0,47544.0,111594.0,5.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,9.0,0.0,27.0,1765.0,17742.0,61323.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,20.0,0.0,18.0,3569.0,8010.0,24650.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,25.0,7122.0,3462.0,6164.0,4.0,0,3,3,1,1,0
0.0,0.0,1.0,0.0,6.0,0.0,27.0,599.0,1809.0,16083.0,5.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,30.0,1963.0,52548.0,225838.0,4.0,0,1,2,1,1,1
1.0,1.0,0.0,0.0,7.0,0.0,28.0,3426.0,11445.0,11780.0,4.0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,6858.0,11277.0,27757.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,20.0,0.0,25.0,456.0,6582.0,9440.0,5.0,0,1,0,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,709.0,19065.0,63767.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,15.0,0.0,30.0,1259.0,27321.0,16512.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,1.0,0.0,10.0,1886.0,3474.0,7789.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,6.0,0.0,30.0,643.0,11220.0,29070.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,11.0,434.0,2835.0,4032.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,27.0,500.0,3873.0,6853.0,5.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,12.0,313.0,1005.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,1886.0,11259.0,11039.0,5.0,0,1,0,1,1,0
1.0,0.0,1.0,0.0,6.0,0.0,29.0,841.0,17622.0,47868.0,5.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,698.0,5940.0,28329.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,9.0,0.0,23.0,3734.0,11310.0,12248.0,4.0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,3.0,0.0,30.0,3195.0,14031.0,43227.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,15.0,0.0,30.0,60670.0,12057.0,61089.0,4.0,0,3,3,1,1,0
0.0,0.0,0.0,0.0,7.0,0.0,30.0,511.0,3234.0,4916.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,6.0,0.0,20.0,2051.0,1470.0,600.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,13.0,621.0,2427.0,2654.0,4.0,0,1,0,1,1,0
1.0,1.0,0.0,0.0,1.0,0.0,25.0,8508.0,19038.0,52457.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,20.0,0.0,21.0,280.0,2337.0,21829.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,20.0,0.0,19.0,434.0,1797.0,405.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,18.0,0.0,30.0,412.0,26667.0,67186.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,4.0,0.0,24.0,16934.0,3177.0,33490.0,4.0,0,3,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,17.0,731.0,6375.0,2043.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,3.0,0.0,24.0,11148.0,6567.0,40146.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,5571.0,67323.0,104002.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,7694.0,8823.0,21322.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,24469.0,1491.0,4253.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,1325.0,2388.0,5670.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,2.0,0.0,5.0,1303.0,1248.0,639.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,4603.0,2649.0,14198.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,3.0,10730.0,2115.0,6489.0,4.0,0,3,3,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,5.0,52024.0,1635.0,4383.0,4.0,0,4,4,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,19585.0,1944.0,6736.0,4.0,0,4,4,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,29.0,489.0,3315.0,47257.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,27.0,1358.0,12177.0,39301.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,6.0,423.0,1179.0,691.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,5.0,0.0,3.0,258.0,8238.0,2017.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,27.0,676.0,1059.0,1601.0,5.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,698.0,1185.0,1562.0,4.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,9.0,0.0,13.0,8640.0,3927.0,5241.0,4.0,0,3,3,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,11.0,10532.0,1872.0,3096.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,1.0,0.0,17.0,5780.0,7920.0,68187.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,8.0,0.0,7.0,1875.0,5733.0,2589.0,5.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,0.0,0.0,26.0,11005.0,45429.0,91015.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,29.0,7232.0,213267.0,187501.0,4.0,4,0,0,3,3,1
0.0,0.0,1.0,1.0,4.0,0.0,30.0,2117.0,4722.0,43500.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,3.0,0.0,23.0,1589.0,2448.0,8660.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,0.0,0.0,30.0,2524.0,11901.0,97476.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,4570.0,8340.0,53250.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,4.0,0.0,10.0,44555.0,1290.0,3265.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,6.0,1435.0,1221.0,2394.0,4.0,0,3,2,1,1,0
0.0,0.0,1.0,1.0,9.0,0.0,29.0,6352.0,7596.0,18683.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,20.0,0.0,11.0,269.0,1056.0,405.0,5.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,5.0,0.0,30.0,654.0,853290.0,1316668.0,4.0,2,1,2,0,0,17
0.0,0.0,0.0,1.0,13.0,0.0,24.0,2997.0,2268.0,3330.0,4.0,0,3,3,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,29.0,764.0,8004.0,31111.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,4.0,0.0,8.0,1391.0,999.0,2446.0,4.0,0,3,2,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,13656.0,12261.0,5917.0,4.0,0,2,1,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,632.0,16365.0,5371.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,14.0,3547.0,2880.0,1913.0,5.0,0,2,3,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,10576.0,1317.0,1484.0,4.0,0,4,4,1,1,0
0.0,0.0,1.0,1.0,9.0,0.0,30.0,1314.0,4803.0,9037.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,30.0,5648.0,67902.0,165661.0,4.0,0,1,2,1,1,1
0.0,0.0,0.0,1.0,20.0,0.0,29.0,4658.0,1752.0,5072.0,4.0,0,3,3,1,1,0
1.0,1.0,0.0,0.0,9.0,0.0,30.0,2139.0,36528.0,7113.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,15.0,0.0,18.0,852.0,1578.0,665.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,25.0,37977.0,6300.0,28901.0,4.0,0,3,3,1,1,0
0.0,0.0,1.0,1.0,9.0,0.0,17.0,3822.0,3504.0,27978.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,9.0,0.0,30.0,654.0,20523.0,2459.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,2.0,0.0,30.0,2326.0,9780.0,49714.0,4.0,0,1,2,1,1,0
0.0,1.0,0.0,1.0,5.0,0.0,28.0,907.0,82005.0,156119.0,5.0,0,1,2,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,30.0,27274.0,172275.0,897223.0,4.0,2,1,2,0,0,22
1.0,1.0,0.0,0.0,20.0,0.0,30.0,434.0,1746.0,457.0,4.0,0,0,0,1,1,0
1.0,0.0,0.0,0.0,12.0,0.0,29.0,731.0,5037.0,22479.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,12.0,0.0,23.0,1028.0,1113.0,13821.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,8.0,0.0,30.0,852.0,18909.0,35622.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,27.0,390.0,1623.0,2576.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,20.0,0.0,19.0,1171.0,11220.0,7737.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,3.0,0.0,30.0,2051.0,24357.0,95695.0,5.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,15.0,0.0,25.0,1237.0,10929.0,67979.0,4.0,0,1,2,1,1,0
0.0,1.0,0.0,1.0,9.0,0.0,26.0,1006.0,14655.0,15043.0,5.0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,4.0,0.0,29.0,6308.0,6021.0,57527.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,27.0,32356.0,45441.0,119901.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,753.0,7497.0,42226.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,4944.0,5541.0,61570.0,4.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,16.0,0.0,30.0,2106.0,121038.0,566204.0,4.0,4,1,2,3,3,2
1.0,0.0,1.0,0.0,0.0,0.0,30.0,1259.0,2604.0,16733.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,13.0,357.0,1137.0,613.0,5.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,7.0,0.0,26.0,995.0,18510.0,6359.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,15.0,0.0,15.0,522.0,2052.0,14562.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,8.0,0.0,26.0,1006.0,14724.0,54485.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,6.0,0.0,26.0,973.0,11574.0,31475.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,4.0,0.0,30.0,1743.0,4083.0,13951.0,4.0,0,1,2,1,1,0
1.0,1.0,0.0,0.0,18.0,0.0,29.0,302.0,4173.0,6645.0,4.0,0,1,2,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,1963.0,9684.0,77495.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,8.0,0.0,22.0,2832.0,1545.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,1.0,0.0,27.0,3602.0,1041.0,1211.0,5.0,0,4,4,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,654.0,8706.0,22154.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,15.0,533.0,1878.0,1965.0,5.0,0,1,0,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,2.0,1853.0,1194.0,483.0,5.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,20.0,1391.0,6006.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,26.0,852.0,1227.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,4.0,1116.0,1083.0,457.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,1.0,0.0,26.0,7749.0,2925.0,6918.0,5.0,0,3,3,1,1,0
1.0,0.0,0.0,0.0,6.0,0.0,26.0,2018.0,2316.0,24260.0,5.0,0,1,2,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,27.0,995.0,4131.0,30890.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,20.0,11214.0,1320.0,3096.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,2.0,0.0,26.0,3151.0,3489.0,28381.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,3.0,25976.0,1008.0,3031.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,7.0,0.0,10.0,500.0,1710.0,600.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,0.0,4.0,0.0,30.0,2634.0,2154.0,10415.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,863.0,4797.0,16850.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,9.0,0.0,20.0,18023.0,2058.0,4162.0,4.0,0,4,4,1,1,0
1.0,0.0,0.0,0.0,4.0,0.0,30.0,720.0,113274.0,94265.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,17.0,0.0,30.0,1083.0,29808.0,38547.0,4.0,0,1,0,1,1,0
0.0,0.0,1.0,0.0,1.0,0.0,30.0,489.0,3108.0,25950.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,5.0,0.0,10.0,280.0,1131.0,496.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,0.0,1.0,0.0,30.0,1655.0,4068.0,7451.0,5.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,5.0,0.0,30.0,1061.0,3915.0,18020.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,1424.0,113658.0,166077.0,4.0,0,1,2,1,1,1
0.0,0.0,0.0,1.0,17.0,0.0,26.0,962.0,3132.0,24078.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,5747.0,975.0,470.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,26.0,54158.0,1089.0,2550.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,17.0,764.0,2091.0,3538.0,5.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,9.0,0.0,3.0,10246.0,1797.0,4045.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,15.0,0.0,22.0,5747.0,2688.0,9024.0,4.0,0,3,2,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,610.0,12450.0,82617.0,4.0,0,1,2,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,16.0,247.0,15429.0,54862.0,4.0,0,1,2,1,1,0
0.0,0.0,1.0,0.0,8.0,0.0,30.0,4207.0,4320.0,5618.0,4.0,0,3,3,1,1,0
0.0,0.0,1.0,0.0,10.0,0.0,30.0,478.0,4137.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,16.0,346.0,1053.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,3.0,247.0,981.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,2.0,1226.0,2655.0,4175.0,5.0,0,1,0,1,1,0
0.0,0.0,1.0,0.0,6.0,0.0,29.0,599.0,5256.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,17.0,0.0,25.0,654.0,6465.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,0.0,13.0,0.0,30.0,401.0,2244.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,9.0,0.0,9.0,511.0,1014.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,5.0,269.0,993.0,405.0,1.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,16.0,0.0,6.0,2722.0,2310.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,25.0,764.0,3627.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,20.0,0.0,21.0,500.0,1188.0,405.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,0.0,0.0,30.0,467.0,7239.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,9751.0,46188.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,20.0,0.0,28.0,808.0,2172.0,405.0,4.0,0,0,1,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,665.0,7035.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,13.0,0.0,30.0,2403.0,3927.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,1.0,1.0,5.0,0.0,25.0,1490.0,21894.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,5.0,280.0,984.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,30.0,3283.0,28101.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,4.0,0.0,28.0,3162.0,5436.0,405.0,4.0,0,0,1,1,1,0
1.0,1.0,0.0,0.0,7.0,0.0,30.0,2821.0,58632.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,0.0,6.0,0.0,30.0,478.0,1143.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,15.0,687.0,1074.0,405.0,4.0,0,0,1,1,1,0
0.0,1.0,0.0,0.0,6.0,0.0,30.0,1017.0,1134.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,30.0,3712.0,2337.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,3.0,0.0,30.0,2887.0,1767.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,4.0,0.0,30.0,412.0,1473.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,2.0,0.0,30.0,335.0,2991.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,401.0,1059.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,23.0,7727.0,4641.0,405.0,4.0,0,2,1,1,1,0
1.0,0.0,0.0,0.0,10.0,0.0,30.0,786.0,16704.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,10.0,907.0,1242.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,4.0,0.0,26.0,1248.0,1404.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,6.0,0.0,27.0,753.0,3648.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,8.0,0.0,22.0,896.0,1032.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,21785.0,1740.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,7067.0,3087.0,405.0,4.0,0,2,4,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,6.0,1391.0,2103.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,1039.0,2025.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,27.0,1292.0,5106.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,7.0,0.0,29.0,1457.0,984.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,17.0,0.0,26.0,808.0,8301.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,5.0,0.0,30.0,4383.0,19725.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,1072.0,12672.0,405.0,4.0,0,0,0,1,1,0
