,shop_index,rf_label
538,31960350,0
539,31991850,1
540,32113530,0
541,32131080,0
542,32376195,0
543,32387265,0
544,32467770,0
545,32519070,0
546,32569110,0
547,32664150,0
548,32680305,0
549,32754960,1
550,32845905,0
551,32870160,0
552,32957730,1
553,33072615,0
554,33077430,0
555,33083640,0
556,33122970,0
557,33126930,0
558,33164190,0
559,33169590,1
560,33204780,0
561,33225210,0
562,33467310,0
563,33491070,0
564,33626655,0
565,33654375,0
566,33661440,0
567,33730020,0
568,33814665,0
569,33820560,0
570,33903270,0
571,33965010,0
572,34047585,0
573,34170165,0
574,34209630,0
575,34235325,0
576,34452270,0
577,34496100,0
578,34770375,0
579,34815465,1
580,34831260,0
581,35009505,0
582,35050275,0
583,35101350,0
584,35276805,0
585,35338680,0
586,35354745,0
587,35370810,0
588,35436150,0
589,35488890,1
590,35538345,0
591,35595180,0
592,35601300,0
593,35665155,0
594,35707455,0
595,35827155,0
596,35945055,0
597,35949330,1
598,35955000,0
599,36071145,0
600,36095490,0
601,36158175,0
602,36172440,0
603,36185400,0
604,36202095,0
605,36428355,0
606,36456435,0
607,36469260,0
608,36474435,0
609,36493065,0
610,36625455,0
611,36644445,1
612,36709245,0
613,36756720,0
614,36772965,0
615,36804060,0
616,36811125,0
617,36914220,0
618,36967275,1
619,36994770,0
620,36996030,0
621,37039365,0
622,37056915,0
623,37093140,0
624,37130760,0
625,37132335,0
626,37163970,0
627,37176165,0
628,37183185,0
629,37219545,1
630,37241010,0
631,37286370,0
632,37312785,0
633,37438605,0
634,37484955,0
635,37572435,0
636,37648395,0
637,37673100,0
638,37753605,0
639,37805220,0
640,37878435,0
641,37916505,0
642,37962405,0
643,37968435,1
644,38002095,0
645,38013075,0
646,38039535,0
647,38062980,0
648,38126880,0
649,38216250,0
650,38226150,0
651,38283390,0
652,38286495,0
653,38295180,0
654,38348820,0
655,38390490,0
656,38458575,0
657,38518785,1
658,38549070,0
659,38560140,0
660,38575080,0
661,38631555,0
662,38632185,1
663,38650545,0
664,38659905,0
665,38709315,0
666,38737260,0
667,38741670,1
668,38762010,0
669,38781360,0
670,38859615,0
671,38868750,0
672,38876085,0
673,38907810,0
674,38950110,0
675,38955375,0
676,38984490,1
677,39015450,0
678,39047670,0
679,39055365,0
680,39060990,0
681,39063105,0
682,39084480,0
683,39167280,0
684,39222360,0
685,39231090,0
686,39296880,0
687,39368295,0
688,39488175,0
689,39540015,0
690,39547350,0
691,39570885,0
692,39605490,0
693,39620790,0
694,39628665,0
695,39645090,0
696,39664350,0
697,39713895,0
698,39778515,0
699,39801555,1
700,39814245,0
701,39819465,1
702,39826755,0
703,39836925,0
704,39969225,0
705,40007745,0
706,40014675,0
707,40069125,0
708,40087395,0
709,40129695,0
710,40131945,0
711,40133610,0
712,40157460,0
713,40174110,0
714,40185810,0
715,40283730,0
716,40332195,0
717,40375395,0
718,40422915,0
719,40551930,0
720,40638195,0
721,40663935,0
722,40788765,1
723,40802130,0
724,40848435,0
725,40878765,0
726,40882950,0
727,40935285,0
728,40941225,0
729,40971060,0
730,41024970,1
731,41081985,0
732,41082795,0
733,41175630,0
734,41219640,1
735,41251095,0
736,41256450,0
737,41269905,0
738,41272200,0
739,41385735,0
740,41391180,0
741,41642595,0
742,41670270,0
743,41750775,1
744,41798880,0
745,41810445,0
746,41822820,0
747,41828445,0
748,41881950,0
749,41971320,0
750,42026445,0
751,42032925,1
752,42133365,0
753,42245010,0
754,42253155,0
755,42426045,0
756,42508530,0
757,42515640,0
758,42712560,0
759,42806520,0
760,42814800,0
761,42969195,0
762,42990750,0
763,43092630,0
764,43095465,0
765,43195635,0
766,43248465,0
767,43334370,0
768,43464375,0
769,43545870,0
770,43551900,0
771,43579395,0
772,43591275,0
773,43692300,0
774,43736310,0
775,43777215,0
776,43802865,1
777,43807770,0
778,43849080,0
779,43907625,0
780,43917795,0
781,43923870,0
782,43946640,0
783,43950645,0
784,43972335,1
785,43975260,0
786,44022195,0
787,44086725,0
788,44108100,0
789,44121285,0
790,44202825,0
791,44218080,0
792,44284365,0
793,44319915,0
794,44411895,0
795,44470485,0
796,44483175,0
797,44512650,0
798,44543925,0
799,44716905,0
800,44818605,0
801,44878815,0
802,44928945,0
803,45238410,0
804,45259605,0
805,45263925,0
806,45375570,0
807,45574515,0
808,45580095,0
809,45580320,0
810,45592290,0
811,45603990,0
812,45658260,0
813,45808020,0
814,45818235,0
815,45863955,0
816,45984645,0
817,45987120,0
818,46001610,0
819,46035630,0
820,46107270,0
821,46109520,1
822,46112130,0
823,46124865,1
824,46182195,0
825,46234755,0
826,46295685,0
827,46296945,0
828,46358640,0
829,46387755,0
830,46437210,0
831,46517805,0
832,46542195,0
833,46553040,1
834,46561005,0
835,46580355,0
836,46651095,0
837,46781190,1
838,46784115,0
839,46793340,0
840,46847925,0
841,46851570,0
842,46854900,0
843,46874520,0
844,46909665,0
845,46926450,0
846,46942020,0
847,46958490,0
848,46992960,0
849,46993230,0
850,47028510,0
851,47061000,0
852,47064690,0
853,47085435,0
854,47128725,0
855,47141550,0
856,47213325,0
857,47223585,0
858,47250000,0
859,47293155,1
860,47309760,0
861,47364120,0
862,47368530,0
863,47451015,0
864,47502360,0
865,47681055,0
866,47769885,0
867,47815290,0
868,47896920,0
869,47955600,0
870,47981925,0
871,48027285,0
872,48035115,0
873,48044925,0
874,48084660,0
875,48131640,0
876,48146850,0
877,48171015,0
878,48178800,0
879,48190005,0
880,48210480,0
881,48212145,0
882,48234375,0
883,48305070,0
884,48357225,0
885,48527505,0
886,48553830,0
887,48572415,0
888,48600090,0
889,48600720,0
890,48781665,1
891,48788730,0
892,48813390,1
893,48876615,0
894,49262715,0
895,49272525,0
896,49294665,0
897,49362570,0
898,49370220,0
899,49603140,1
900,49680720,0
901,49684095,0
902,49788855,0
903,49911885,0
904,50051430,0
905,50118030,0
906,50141430,0
907,50307210,0
908,50422455,0
909,50428530,0
910,50434650,0
911,50448420,0
912,50492205,0
913,50558355,0
914,50671215,0
915,50719230,0
916,50790060,0
917,50813055,0
918,50820975,0
919,50839020,0
920,50859405,0
921,50900895,0
922,50953860,0
923,50967225,0
924,50983245,0
925,51043275,0
926,51110910,0
927,51117165,0
928,51214005,0
929,51277185,0
930,51292035,0
931,51344955,0
932,51365610,0
933,51454080,1
934,51488820,0
935,51492420,0
936,51545475,0
937,51563475,0
938,51619995,0
939,51640560,0
940,51647490,1
941,51670395,0
942,51693885,0
943,51804585,1
944,52041375,0
945,52094025,0
946,52138710,0
947,52354665,0
948,52414425,0
949,52518870,1
950,52520670,0
951,52623000,1
952,52715925,0
953,52750800,0
954,52806285,0
955,52815060,0
956,52826940,0
957,52853355,0
958,52873245,0
959,52890435,0
960,52893225,1
961,52933275,0
962,52967295,0
963,52974360,0
964,53010810,0
965,53067105,0
966,53359875,0
967,53629920,0
968,53770230,0
969,53785080,0
970,53846505,0
971,53939835,0
972,54011385,0
973,54088155,0
974,54091170,0
975,54146385,0
976,54281025,0
977,54282240,0
978,54307845,0
979,54322875,0
980,54330390,0
981,54438435,0
982,54461070,0
983,54466425,0
984,54544500,0
985,54611010,0
986,54738675,0
987,54867915,0
988,54880515,0
989,54907560,0
990,55050075,0
991,55169145,0
992,55240155,0
993,55255410,0
994,55377405,0
995,55441170,0
996,55499850,0
997,55651275,0
998,55753200,0
999,56021175,0
1000,56060505,1
1001,56067075,0
1002,56128050,0
1003,56159100,0
1004,56177190,0
1005,56189925,0
1006,56299860,0
1007,56322000,0
1008,56444445,0
1009,56462985,0
1010,56473650,0
1011,56482245,0
1012,56527020,0
1013,56564955,0
1014,56857050,0
1015,56993850,0
1016,56997585,0
1017,57163860,0
1018,57214215,0
1019,57224115,0
1020,57235140,0
1021,57302955,0
1022,57325545,1
1023,57326985,0
1024,57345255,0
1025,57389850,0
1026,57445155,0
1027,57482235,0
1028,57531825,0
1029,57542985,0
1030,57650715,0
1031,57712455,0
1032,57732210,0
1033,57739005,0
1034,57770505,0
1035,57817395,0
1036,57881295,0
1037,58169835,0
1038,58175775,0
1039,58178520,0
1040,58230000,0
1041,58255695,0
1042,58292505,0
1043,58372785,0
1044,58569300,0
1045,58695210,1
1046,58706820,0
1047,58756725,0
1048,58809510,0
1049,58810860,0
1050,58813875,0
1051,58995045,0
1052,59041485,0
1053,59204475,0
1054,59250735,0
1055,59300370,0
1056,59381640,0
1057,59385555,0
1058,59393790,0
1059,59500080,0
1060,59503365,1
1061,59508360,0
1062,59522490,0
1063,59596110,0
1064,59638770,0
1065,59671170,0
1066,59856930,2
1067,59860305,0
1068,59911425,0
1069,59918760,0
1070,59950035,0
1071,59992605,0
1072,60039495,0
1073,60039675,0
1074,60094620,1
1075,60099075,0
1076,60147945,1
1077,60176925,1
1078,60186690,1
1079,60234885,0
1080,60250635,1
1081,60342075,0
1082,60366510,0
1083,60489000,1
1084,60581925,0
1085,60637590,1
1086,60661800,0
1087,60674850,0
1088,60690555,0
1089,60757335,0
1090,60782715,0
1091,60975045,0
1092,61121925,0
1093,61142310,0
1094,61284735,0
1095,61309890,0
1096,61315560,0
1097,61333785,0
1098,61334820,0
1099,61355880,0
1100,61397595,0
1101,61403580,0
1102,61427430,0
1103,61555770,0
1104,61703190,0
1105,61743510,0
1106,61762905,0
1107,61809795,0
1108,61842780,0
1109,61885080,0
1110,61885485,0
1111,62169480,0
1112,62284230,0
1113,62305065,0
1114,62326350,0
1115,62405730,0
1116,62424855,0
1117,62509455,0
1118,62510175,0
1119,62577765,0
1120,62654040,0
1121,62800695,0
1122,62868690,0
1123,62969130,0
1124,63097875,0
1125,63099360,0
1126,63176895,0
1127,63198135,0
1128,63278325,0
1129,63419310,0
1130,63485685,0
1131,63620235,0
1132,63728460,0
1133,63889335,0
1134,63944100,0
1135,64054980,0
1136,64124055,0
1137,64165815,0
1138,64171170,0
1139,64207485,0
1140,64219230,0
1141,64242225,0
1142,64282185,0
1143,64293705,0
1144,64306125,0
1145,64362960,0
1146,64398915,0
1147,64430955,0
1148,64486620,0
1149,64565415,0
1150,64582515,0
1151,64720710,0
1152,64815210,1
1153,64906785,0
1154,64911555,0
1155,64915110,0
1156,64954620,1
1157,65023560,0
1158,65100780,0
1159,65162610,0
1160,65199780,0
1161,65244465,0
1162,65391975,0
1163,65397195,0
1164,65410740,0
1165,65422440,0
1166,65466045,0
1167,65549925,0
1168,65557530,0
1169,65565090,0
1170,65639115,0
1171,65666340,0
1172,65728890,0
1173,65796210,0
1174,65802285,0
1175,66094425,0
1176,66232170,0
1177,66254760,0
1178,66310155,0
1179,66343365,0
1180,66408570,0
1181,66409110,0
1182,66600315,0
1183,66667725,0
1184,66687120,0
1185,66713760,0
1186,66776895,0
1187,66880305,0
1188,67032225,0
1189,67045680,0
1190,67049415,0
1191,67205880,0
1192,67270815,0
1193,67318290,0
1194,67399875,0
1195,67464315,0
1196,67547115,0
1197,67598685,0
1198,67649085,0
1199,67690350,0
1200,67720050,1
1201,67721715,0
1202,67738725,0
1203,67739985,0
1204,67748445,0
1205,67872105,0
1206,68181345,0
1207,68590890,0
1208,68891310,0
1209,68980185,0
1210,69178410,0
1211,69184125,0
1212,69339465,0
1213,69387345,0
1214,69420690,0
1215,69421275,0
1216,69430590,0
1217,69485355,0
1218,69492465,0
1219,69515460,0
1220,69587640,0
1221,69630795,1
1222,69669315,0
1223,69705990,0
1224,69733935,0
1225,69816195,0
1226,69844005,1
1227,69865965,0
1228,69874380,0
1229,69884055,0
1230,69950475,0
1231,69976890,0
1232,69990345,0
1233,70038045,0
1234,70190865,0
1235,70215795,0
1236,70417530,0
1237,70507440,0
1238,70656390,0
1239,70797510,0
1240,70864065,0
1241,70902225,0
1242,70947405,0
1243,71002575,0
1244,71028090,0
1245,71037090,0
1246,71041095,1
1247,71053110,0
1248,71085735,0
1249,71203365,0
1250,71334720,0
1251,71336880,0
1252,71519805,0
1253,71743590,0
1254,71746470,0
1255,71783280,0
1256,71799525,0
1257,71825400,0
1258,71868690,0
1259,72009990,0
1260,72014490,0
1261,72257400,1
1262,72264915,0
1263,72283545,0
1264,72329130,0
1265,72393435,0
1266,72455040,0
1267,72475155,0
1268,72486900,0
1269,72519120,0
1270,72605115,0
1271,72623250,0
1272,72695250,0
1273,72893520,1
1274,72940635,0
1275,73011015,0
1276,73055835,0
1277,73130580,0
1278,73163025,0
1279,73188990,0
1280,73203840,0
1281,73332585,0
1282,73332945,0
1283,73447470,1
1284,73457595,0
1285,73596780,0
1286,73636695,0
1287,73746360,0
1288,73756575,0
1289,73909755,0
1290,73962720,1
1291,74099295,0
1292,74139030,0
1293,74227455,0
1294,74418615,0
1295,74638395,0
1296,74741355,0
1297,74774700,0
1298,74826045,0
1299,74989080,0
1300,75087720,0
1301,75115935,0
1302,75127770,0
1303,75422925,0
1304,75434805,0
1305,75455505,1
1306,75486510,0
1307,75586860,0
1308,75707685,1
1309,75727305,0
1310,75771045,0
1311,75775230,0
1312,75779820,1
1313,75820905,0
1314,75865320,0
1315,75876705,0
1316,75889980,0
1317,76135365,0
1318,76180905,0
1319,76184460,0
1320,76217400,0
1321,76223475,0
1322,76321260,1
1323,76557420,0
1324,76716765,0
1325,76795290,0
1326,76816755,0
1327,76842945,0
1328,76911705,0
1329,76916610,0
1330,77014710,0
1331,77236650,0
1332,77298705,0
1333,77478075,0
1334,77613570,0
1335,77635575,0
1336,77644845,0
1337,77651055,0
1338,77787045,1
1339,77796585,1
1340,77813550,0
1341,77928795,0
1342,78055020,0
1343,78106095,0
1344,78118065,0
1345,78119190,0
1346,78214050,0
1347,78221700,0
1348,78262470,0
1349,78313455,1
1350,78318135,0
1351,78333075,0
1352,78334065,0
1353,78345405,0
1354,78364125,0
1355,78369795,0
1356,78385860,0
1357,78497685,0
1358,78506235,0
1359,78514245,1
1360,78519915,0
1361,78634980,0
1362,78660585,0
1363,78712155,0
1364,78733845,0
1365,78755895,0
1366,78829515,0
1367,78843465,0
1368,78879195,0
1369,78891975,0
1370,78943545,0
1371,78958620,0
1372,79055730,1
1373,79079085,0
1374,79106355,0
1375,79137540,0
1376,79137585,0
1377,79241895,0
1378,79302870,0
1379,79343955,0
1380,79352595,0
1381,79360695,0
1382,79518510,0
1383,79599870,0
1384,79636680,0
1385,79661880,0
1386,79704135,0
1387,79735905,0
1388,79739640,0
1389,79873245,0
1390,79956045,0
1391,80097255,0
1392,80226000,0
1393,80244945,0
1394,80334135,0
1395,80505000,0
1396,80601840,0
1397,80622585,0
1398,80669655,0
1399,80724825,0
1400,80799750,0
1401,80855010,0
1402,80863110,0
1403,80890650,1
1404,80927910,0
1405,80932095,0
1406,80951535,0
1407,81076860,0
1408,81084195,0
1409,81113760,0
1410,81131490,0
1411,81217935,0
1412,81273870,0
1413,81286875,0
1414,81293715,1
1415,81383535,0
1416,81386685,0
1417,81430245,0
1418,81443250,0
1419,81521640,0
1420,81621810,0
1421,81655920,0
1422,81681885,1
1423,81684225,0
1424,81728415,0
1425,81737415,0
1426,81745695,0
1427,81771255,0
1428,81832635,0
1429,81849915,1
1430,81852975,0
1431,81985275,0
1432,82014390,1
1433,82023570,0
1434,82056510,0
1435,82057725,0
1436,82109790,0
1437,82150065,0
1438,82169505,1
1439,82190205,0
1440,82218645,0
1441,82281915,0
1442,82286010,1
1443,82313595,0
1444,82362240,0
1445,82423980,0
1446,82425420,0
1447,82472040,0
1448,82495980,0
1449,82499265,0
1450,82548855,0
1451,82637010,1
1452,82664460,0
1453,82745100,0
1454,82757610,0
1455,82760940,1
1456,82890450,0
1457,82906425,0
1458,82908585,0
1459,82966365,0
1460,82978740,0
1461,83001645,0
1462,83030085,0
1463,83039625,0
1464,83054160,0
1465,83190375,0
1466,83252250,0
1467,83262555,1
1468,83267235,0
1469,83339685,0
1470,83368080,1
1471,83395575,0
1472,83435220,0
1473,83441160,1
1474,83605770,0
1475,83625615,0
1476,83720520,0
1477,83725425,0
1478,83744190,0
1479,83756070,0
1480,83772990,0
1481,83789460,0
1482,83859300,0
1483,83878380,0
1484,83882925,0
1485,83961135,0
1486,83980260,0
1487,83984715,0
1488,84010005,0
1489,84022965,0
1490,84060855,0
1491,84168900,0
1492,84216240,0
1493,84236355,0
1494,84396330,0
1495,84479580,0
1496,84485340,0
1497,84532005,0
1498,84747150,0
1499,84774600,0
1500,84790755,0
1501,84867255,1
1502,84910770,0
1503,84992895,0
1504,85088070,0
1505,85161735,0
1506,85161825,1
1507,85194360,1
1508,85274685,0
1509,85341780,0
1510,85394880,1
1511,85511250,0
1512,85531500,0
1513,85538925,0
1514,85552245,1
1515,85570695,0
1516,85664835,0
1517,85683195,0
1518,85716855,0
1519,85860765,0
1520,85869180,0
1521,85879215,0
1522,85910625,0
1523,85919490,0
1524,86028525,0
1525,86055030,0
1526,86116725,0
1527,86167575,0
1528,86195790,0
1529,86200560,0
1530,86294385,0
1531,86315580,0
1532,86351130,0
1533,86377320,0
1534,86379840,0
1535,86448690,0
1536,86511240,0
1537,86614605,0
1538,86639760,1
1539,86639895,1
1540,86710500,0
1541,86759685,0
1542,86794650,1
1543,86812200,0
1544,86814540,0
1545,86833935,0
1546,86835690,0
1547,86872005,0
1548,86872095,1
1549,86893560,0
1550,86951880,0
1551,87083415,0
1552,87116490,0
1553,87160500,0
1554,87162120,0
1555,87237945,0
1556,87273630,1
1557,87274035,0
1558,87321735,0
1559,87352560,0
1560,87356115,0
1561,87401070,0
1562,87408945,0
1563,87412500,0
1564,87428700,0
1565,87481575,0
1566,87504840,0
1567,87531885,0
1568,87569055,0
1569,87607665,0
1570,87621300,0
1571,87642720,1
1572,87714675,0
1573,87725790,0
1574,87865740,0
1575,88109100,0
1576,88114680,0
1577,88199190,0
1578,88244280,0
1579,88256610,0
1580,88272135,0
1581,88297200,0
1582,88298775,0
1583,88315650,0
1584,88319745,0
1585,88388820,0
1586,88388910,0
1587,88596720,0
1588,88617960,0
1589,88718310,0
1590,88728885,0
1591,88782210,0
1592,88877565,0
1593,89018640,0
1594,89095095,0
1595,89108550,0
1596,89118000,0
1597,89174925,0
1598,89235945,0
1599,89265825,0
1600,89307990,0
1601,89372250,0
1602,89472330,0
1603,89571105,0
1604,89584200,0
1605,89626455,0
1606,89637795,0
1607,89670600,0
1608,89885700,0
1609,89920845,0
1610,90042660,0
1611,90055890,0
1612,90198630,0
1613,90224865,0
1614,90229680,0
1615,90231570,1
1616,90314415,0
1617,90341775,1
1618,90376605,0
1619,90378720,0
1620,90409095,0
1621,90493920,0
1622,90522315,0
1623,90536085,0
1624,90546030,0
1625,90707130,0
1626,90751995,1
1627,90881100,0
1628,90896265,0
1629,90931545,1
1630,90998730,0
1631,91043820,0
1632,91091520,0
1633,91166625,1
1634,91171125,1
1635,91180575,0
1636,91247535,0
1637,91347300,0
1638,91479645,0
1639,91605150,0
1640,91614465,0
1641,91654245,0
1642,91778040,0
1643,91781325,0
1644,91890270,0
1645,91891215,0
1646,92066445,0
1647,92127150,0
1648,92154420,0
1649,92159910,0
1650,92379150,0
1651,92386305,1
1652,92473560,1
1653,92491290,0
1654,92598660,0
1655,92617155,0
1656,92743470,0
1657,92771460,0
1658,92829825,0
1659,92837835,0
1660,92843415,0
1661,92845845,0
1662,92847015,1
1663,92982240,0
