shop_index,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,rf_label,rf_probs
579025845,0,0,0,1,20,0,16,775,1248,1055,4,0,0.75
579027870,0,0,0,0,5,0,14,940,2124,7971,4,1,0.85
579029940,0,0,0,0,5,0,1,324,975,405,5,0,0.93
579048750,0,0,0,0,1,0,2,269,1011,431,5,0,0.88
579157875,1,0,0,0,1,0,30,2953,2721,26145,4,1,0.89
579272130,0,0,0,0,13,0,26,12908,8967,92237,4,1,0.73
579298770,0,0,0,0,1,0,4,258,1014,405,4,0,0.85
579329325,0,0,0,0,6,0,2,544,1044,405,5,0,0.97
579429495,0,0,0,0,9,0,1,258,1008,405,5,0,0.97
579498435,0,0,0,0,6,0,1,302,1020,405,4.646616541,0,0.94
579610215,0,0,0,0,16,0,19,324,3981,31098,4,1,0.78
579736395,0,0,0,0,6,0,1,258,972,405,4.54887218,0,0.94
579919545,0,0,0,0,13,0,2,291,1089,795,4,0,0.95
579940920,0,0,0,0,20,0,1,797,972,405,5,0,0.85
579974805,0,0,0,0,8,0,4,423,5433,652,4,0,0.92
580070880,0,0,0,0,20,0,1,247,996,405,4.206766917,0,0.93
580193640,0,0,0,0,8,0,1,258,1053,405,5,0,0.95
580387410,0,0,0,0,8,0,2,445,1035,405,4,0,0.94
580529430,0,0,0,0,8,0,2,302,1017,405,4.864661654,0,0.94
580988745,0,0,0,0,3,0,1,269,1005,405,4.804511278,0,0.96
581281380,1,0,0,0,11,0,30,4328,4110,37260,4,1,0.89
581318010,0,0,0,0,6,0,3,632,1053,405,4,0,0.94
581373855,0,0,0,0,8,0,5,907,1182,405,5,0,0.71
581399010,0,0,0,0,1,0,4,280,1011,626,4,0,0.83
581578560,0,0,0,0,0,0,17,346,975,405,5,0,0.92
581706810,0,0,0,0,6,0,1,302,990,405,5,0,0.95
581769000,0,0,0,0,8,0,1,247,978,405,5,0,0.95
581821110,0,0,0,1,11,0,20,1160,5811,23129,4,1,0.77
581898330,0,0,0,1,20,0,30,555,1185,1016,4,0,0.88
581908365,0,0,0,0,8,0,3,346,1086,405,5,0,0.96
582098985,0,0,0,0,20,0,1,258,1011,1003,5,0,0.92
582308460,0,0,0,0,8,0,9,346,1443,405,5,0,0.91
582358500,0,0,0,0,20,0,1,324,984,418,5,0,0.94
582368400,0,0,0,0,20,0,2,456,1212,600,4,0,0.92
582476310,0,0,0,0,20,1,7,247,975,405,4.609022556,0,0.88
582508350,0,0,0,0,0,0,6,478,990,405,4,0,0.9
582643440,0,0,0,0,8,0,7,643,1290,1042,4,0,0.91
582766605,0,0,0,0,20,0,1,247,1035,405,4.169172932,0,0.92
582818985,0,0,0,0,8,0,1,247,1626,509,4,0,0.92
582973695,0,0,0,0,3,0,5,423,1119,1536,4,0,0.74
583098930,0,0,0,0,4,0,1,555,1026,405,4,0,0.95
583176240,0,0,0,0,8,0,1,269,1059,860,5,0,0.92
583193025,0,0,0,0,7,0,1,258,1035,808,5,0,0.92
583251570,0,0,0,0,20,0,2,247,1002,405,4.195488722,0,0.93
583544295,1,0,0,0,4,0,26,2645,10944,43721,5,1,0.92
583620030,0,0,0,0,8,0,1,368,1173,405,5,0,0.96
583815150,0,0,0,0,3,0,1,247,975,405,5,0,0.94
583888545,0,0,0,0,3,0,5,280,1002,405,5,0,0.98
583908390,0,0,0,0,13,0,30,3910,14094,183822,4,1,0.95
583939575,0,0,0,0,1,0,10,280,1023,405,5,0,0.96
584007885,0,0,0,0,20,0,1,511,975,405,3.526315789,0,0.9
584063820,0,0,0,0,3,0,2,247,987,405,5,0,0.96
584314875,0,0,0,0,8,0,6,280,1008,990,4,0,0.96
584406405,0,0,0,0,20,0,1,247,1023,405,3.5,0,0.92
584488980,0,0,0,0,11,0,1,313,984,405,5,0,0.98
584498385,0,0,0,0,8,0,1,258,1137,405,4.958646617,0,0.95
584695215,0,0,0,0,20,0,1,247,1110,405,3.917293233,0,0.93
585114975,0,0,0,0,9,0,1,258,1077,405,5,0,0.96
585180225,0,0,0,0,6,0,1,258,975,405,3.902255639,0,0.91
585515295,1,0,1,0,20,0,28,357,1785,27718,5,1,0.83
585541035,0,0,0,0,8,0,4,335,999,405,4.781954887,0,0.97
585672750,0,0,0,0,0,0,1,269,972,405,4.845864662,0,0.86
585690885,0,0,0,0,17,0,1,258,984,405,4.323308271,0,0.92
585821250,0,0,0,0,8,0,7,269,1173,626,5,0,0.95
585842355,0,0,0,0,8,1,2,247,1011,405,5,0,0.98
585950220,0,0,0,0,6,0,2,258,993,405,5,0,0.95
585991260,0,0,0,0,8,0,4,368,1026,613,4,0,0.94
586100790,0,0,1,0,0,0,29,4669,2391,21738,4,1,0.73
586587870,0,0,0,0,6,0,1,280,972,405,4.84962406,0,0.94
586868760,0,0,0,0,4,0,2,357,975,574,5,0,0.92
586962540,0,0,0,0,8,0,3,258,1020,405,5,0,0.95
587058255,0,0,0,0,9,0,4,379,999,405,3,0,0.98
587295180,0,0,0,0,6,0,8,478,1230,561,5,0,0.96
587403360,0,0,0,1,3,0,3,467,1089,431,4,0,0.81
587918070,0,0,0,0,5,0,2,269,1005,405,5,0,0.95
587968290,0,0,0,0,8,1,3,269,984,405,4.909774436,0,0.97
588083310,0,0,0,0,6,0,1,313,1371,405,4.304511278,0,0.88
588196170,0,0,0,0,3,0,6,258,990,405,5,0,0.98
588246525,0,0,0,0,6,0,1,302,975,405,4.868421053,0,0.94
588420945,0,0,0,0,6,0,2,302,1089,405,4.740601504,0,0.96
588428460,0,0,0,0,15,1,4,269,993,405,5,0,0.93
588734730,0,0,0,0,5,0,1,434,1029,405,5,0,0.97
588778920,0,0,0,0,20,1,1,258,978,405,4.586466165,0,0.89
588916800,0,0,0,0,8,0,1,280,990,405,4,0,0.96
589117410,0,0,0,0,20,0,1,247,999,405,4.763157895,0,0.95
589160385,0,0,0,0,20,0,1,247,1008,405,4.398496241,0,0.93
589279140,0,0,0,0,4,0,1,258,972,405,4.796992481,0,0.95
589490640,0,0,0,0,8,0,1,258,1122,405,4.785714286,0,0.95
589983255,0,0,0,0,3,0,1,247,978,405,5,0,0.94
590041620,0,0,0,0,3,0,8,456,1020,1120,5,0,0.92
590485320,0,0,0,0,8,0,7,621,24138,3213,4,0,0.83
590494590,0,0,0,0,4,0,1,467,1044,782,4,0,0.96
590599485,0,0,0,0,20,0,2,247,972,405,4.304511278,0,0.9
590662755,0,0,0,0,3,0,1,302,981,405,5,0,0.95
591057585,0,0,0,0,14,0,7,324,1788,639,4,0,0.85
591128460,0,0,0,0,8,0,28,324,5742,405,4,0,0.96
591172560,0,0,0,0,8,0,1,247,1107,431,5,0,0.95
591243165,0,0,0,0,8,0,2,324,1017,405,5,0,0.96
591543315,0,0,0,0,20,0,1,258,990,405,4.80075188,0,0.94
591663870,0,0,0,0,6,1,2,445,1047,405,4.729323308,0,0.99
591751935,0,0,0,0,20,1,3,247,978,405,4.714285714,0,0.89
591822405,0,0,0,0,8,0,1,247,1023,405,4.909774436,0,0.94
592072740,0,0,0,0,16,0,1,291,987,405,4.665413534,0,0.95
592373340,0,0,0,0,1,0,1,269,990,418,5,0,0.88
592405560,0,0,0,0,20,0,1,247,981,405,5,0,0.94
592420815,0,0,0,0,0,1,7,269,1020,405,5,0,0.97
592493805,0,0,0,0,7,0,1,280,981,405,4.80075188,0,0.95
592537680,0,0,0,0,8,0,1,313,1770,548,4,0,0.83
592605990,0,0,0,0,8,0,4,258,981,405,5,0,0.95
592848630,0,0,0,0,20,1,2,247,975,405,4.631578947,0,0.88
592877340,0,0,0,0,7,0,1,291,1044,431,4,0,0.91
593350740,0,0,0,0,20,0,2,258,978,405,4.552631579,0,0.93
593361900,0,0,0,0,11,0,1,434,987,405,4,0,0.98
593368425,0,0,0,0,1,0,8,808,1041,405,5,0,0.88
593398260,0,0,0,0,6,0,1,269,984,405,5,0,0.94
593433990,0,0,0,0,20,0,2,247,984,405,3.932330827,0,0.92
593471025,0,0,0,0,8,0,1,489,1023,405,4,0,0.95
593504640,0,0,0,0,1,0,5,302,978,405,5,0,0.9
593550270,0,0,0,0,0,1,2,269,987,405,5,0,0.9
593553420,0,0,0,0,20,0,1,247,981,405,4.518796992,0,0.94
593627490,0,0,0,0,20,1,1,247,987,405,4.135338346,0,0.89
593677980,0,0,0,0,0,0,20,324,981,405,4,0,0.84
593709525,0,0,0,0,6,0,12,1545,3090,405,4,0,0.71
593714565,0,0,0,0,20,0,1,247,984,405,3.962406015,0,0.92
593743680,0,0,0,0,13,0,1,258,981,444,5,0,0.96
593746380,0,0,0,0,20,0,2,808,1356,912,4,0,0.89
593760375,0,0,0,0,9,0,1,258,978,405,4.917293233,0,0.95
593802765,0,0,0,0,8,0,3,478,6486,2147,5,0,0.72
593852085,0,0,0,0,17,0,1,291,1005,405,4.939849624,0,0.95
593870445,0,0,0,0,8,0,14,500,1302,405,5,0,0.86
593883945,0,0,0,0,0,0,1,258,978,405,4.890977444,0,0.86
593897535,0,0,0,0,9,0,2,610,996,548,4,0,0.98
593939745,0,0,0,0,8,0,1,269,996,405,5,0,0.96
593978760,0,0,0,0,9,1,1,258,1002,405,4.84962406,0,0.99
594008055,0,0,0,0,8,0,13,258,1002,405,5,0,0.94
594062730,0,0,0,0,6,0,1,302,972,405,5,0,0.94
594159525,0,0,0,0,8,1,8,291,975,405,5,0,0.96
594192150,0,0,0,0,20,0,1,247,972,405,4.007518797,0,0.9
594280845,0,0,0,0,14,0,1,280,1005,405,5,0,1
594514800,0,0,0,0,8,0,1,302,4242,405,4,0,0.87
594630225,0,0,1,0,4,0,8,346,12393,405,4,0,0.87
594730125,0,0,0,0,20,0,1,247,975,405,4.646616541,0,0.92
595161360,0,0,0,0,6,0,1,258,972,405,4.545112782,0,0.94
595191465,0,0,0,0,20,0,1,247,972,405,3.80075188,0,0.9
595305495,0,0,0,0,9,0,23,621,1029,405,5,0,0.8
595638360,0,0,0,0,8,0,2,258,987,405,4,0,0.96
595749645,0,0,0,0,8,0,15,302,1365,3304,4,1,0.8
595835685,0,0,0,0,1,0,2,258,981,405,5,0,0.88
595866870,0,0,0,0,6,0,1,489,984,405,4.458646617,0,0.93
595873710,0,0,0,0,6,0,6,269,981,431,4.860902256,0,0.96
595920915,0,0,0,0,15,1,2,247,972,405,5,0,0.91
595990125,0,0,0,0,20,0,28,291,2016,405,5,0,0.86
596006325,0,0,0,0,9,0,2,511,3639,1393,4,0,0.84
596154555,0,0,0,0,5,0,1,346,1008,405,4,0,0.93
596283525,0,0,0,0,6,0,23,632,2397,7334,5,1,0.85
596387205,0,0,1,0,6,0,26,1699,2826,38027,4,1,0.84
596467800,0,0,0,0,8,0,1,302,1764,522,4,0,0.81
596539935,0,0,0,0,1,0,1,280,981,418,3,0,0.83
596681190,0,0,0,0,20,0,2,313,1002,405,5,0,0.95
596738205,0,0,0,0,6,0,5,247,972,405,4.481203008,0,0.92
596856285,0,0,0,0,4,0,1,291,975,405,4.981203008,0,0.95
596880180,0,0,0,0,3,0,2,258,972,405,5,0,0.94
596908215,0,0,0,0,8,1,7,335,1035,405,5,0,0.96
597007080,0,0,0,0,8,0,1,423,1425,1536,4,0,0.71
597035340,0,0,0,0,14,0,1,269,975,405,5,0,0.97
597070665,0,0,0,1,9,0,1,588,993,405,5,0,0.88
597180510,0,0,0,0,20,1,3,368,975,405,5,0,0.88
597217230,0,0,0,0,20,0,1,247,1011,405,4.214285714,0,0.93
597407850,0,0,0,0,8,0,30,423,30924,111958,4,1,0.74
597595185,0,0,0,1,15,0,20,445,1224,730,4,0,0.81
597765105,0,0,0,1,15,0,6,577,1098,548,4,0,0.86
597899790,0,0,0,0,0,0,1,258,975,405,4.808270677,0,0.86
597902175,0,0,0,0,6,0,1,357,993,405,5,0,0.96
598105800,0,0,0,0,3,0,1,313,1044,405,5,0,0.97
598204485,0,0,0,0,0,0,3,324,1116,1081,4,0,0.82
598231890,0,0,0,0,20,0,1,247,975,405,4.601503759,0,0.92
598371975,0,0,0,0,6,0,7,346,1287,1250,4,0,0.78
598487760,0,0,0,0,1,0,14,456,1023,405,5,0,0.94
598502340,0,0,0,0,6,0,1,258,993,405,4.87593985,0,0.95
598791960,0,0,0,0,3,0,8,302,1101,405,5,0,0.98
598964805,0,0,0,0,2,0,1,269,975,405,4,0,0.87
599340105,0,0,0,0,0,0,1,379,1113,678,5,0,0.85
599430510,0,0,0,0,4,0,4,291,1008,639,4,0,0.95
599517225,0,0,0,1,3,0,21,2854,4107,21933,4,1,0.78
599550705,0,0,0,0,8,0,2,357,1164,405,5,0,0.96
599658120,0,0,0,0,8,0,14,467,1317,600,4,0,0.87
599875830,0,0,0,0,20,0,1,247,1023,405,3.090225564,0,0.92
599939505,0,0,0,0,6,0,2,500,1029,405,5,0,0.97
599976630,0,0,0,1,4,0,14,434,1086,561,4,0,0.78
600016860,0,0,0,0,20,0,1,247,978,405,4.5,0,0.9
600069330,0,0,0,0,8,0,4,291,999,405,4,0,0.96
600081480,0,0,0,0,6,1,4,379,987,405,4.635338346,0,0.99
600106275,0,0,0,0,3,1,14,258,972,405,5,0,0.94
600278265,0,0,0,0,7,0,1,280,972,405,4.808270677,0,0.94
600387930,0,0,0,0,13,0,1,500,975,405,4.605263158,0,0.96
600672015,0,0,0,0,1,0,1,335,984,405,5,0,0.88
600714405,0,0,0,0,9,0,20,412,1827,405,4,0,0.8
601071795,0,0,0,0,7,0,2,258,987,405,4.714285714,0,0.96
601123725,0,0,0,0,10,1,1,368,975,405,5,0,0.96
601136865,0,0,0,0,20,0,3,247,1062,405,5,0,0.95
601327710,0,0,0,0,8,0,1,258,981,405,4.62406015,0,0.95
601740495,0,0,0,0,7,0,2,291,1065,405,5,0,0.94
601912170,0,0,0,0,8,0,1,269,990,405,5,0,0.96
602014545,0,0,0,0,9,0,3,357,981,405,4.669172932,0,0.96
602173755,0,0,0,0,1,0,2,346,1104,1185,4,0,0.77
602210700,0,0,0,0,7,0,1,291,996,405,5,0,0.96
602628750,0,0,0,0,20,0,3,247,987,405,4.353383459,0,0.92
602633385,0,0,0,0,9,0,1,302,1020,405,4.890977444,0,0.95
602640540,0,0,0,0,5,1,1,390,981,405,4.383458647,0,0.92
602749170,0,0,0,0,20,1,1,247,981,405,4.830827068,0,0.9
602857125,0,0,0,0,6,0,3,280,993,431,4.860902256,0,0.96
602972910,0,0,0,0,8,0,1,247,1104,860,5,0,0.93
603009585,0,0,0,0,8,0,1,269,1011,600,5,0,0.95
603208845,1,0,1,0,4,0,30,709,4023,42083,4,1,0.99
603333630,0,0,0,0,9,0,4,335,1032,405,5,0,0.95
603404280,0,0,0,0,8,0,1,258,49572,990,4,0,0.89
603410490,0,0,0,0,8,0,4,412,1911,405,5,0,0.81
603567900,0,0,0,0,8,0,1,258,987,405,4.469924812,0,0.96
603575955,0,0,0,0,20,0,1,247,981,405,4.661654135,0,0.94
603630135,0,0,0,0,0,0,1,335,996,457,4,0,0.82
603829215,0,0,0,0,7,0,3,302,1116,769,5,0,0.93
604193535,0,0,0,0,9,0,21,1017,1185,548,5,2,0.72
604892475,0,0,0,0,0,0,1,258,981,405,4.793233083,0,0.87
605066715,0,0,0,0,6,1,1,423,984,405,4.353383459,0,0.93
605088495,0,0,0,0,8,0,8,313,987,405,5,0,0.96
605154780,0,0,0,0,7,0,30,665,25452,172993,4,1,0.82
605322765,0,0,0,0,0,0,1,335,999,405,5,0,0.87
605420910,0,0,0,0,5,0,1,269,996,405,4.969924812,0,0.95
605620305,0,0,0,0,20,0,1,247,1029,405,4.454887218,0,0.93
605676150,1,0,0,0,6,0,27,3085,4722,29031,4,1,0.94
605709315,0,0,0,0,8,0,2,335,1395,405,5,0,0.91
605761020,0,0,0,0,20,1,2,269,987,405,4.827067669,0,0.9
605821230,0,0,0,0,11,1,5,269,972,405,5,0,0.95
605939760,0,0,0,0,4,1,7,357,978,405,4.541353383,0,0.98
606130875,0,0,0,0,7,0,1,423,1002,704,4,0,0.96
606166830,0,0,0,0,0,1,1,302,1002,405,4.902255639,0,0.9
606186000,0,0,0,0,8,0,20,1380,15018,3538,4,0,0.77
606209175,0,0,0,0,1,0,3,346,990,457,5,0,0.88
606568545,0,0,0,0,6,0,1,379,990,405,4.69924812,0,0.96
606645720,0,0,0,0,6,0,4,379,1005,743,5,0,0.95
606667860,0,0,0,0,20,0,6,368,987,405,4.394736842,0,0.91
606673575,0,0,0,0,20,1,2,247,1038,405,4.353383459,0,0.9
606707325,0,0,0,0,15,0,1,258,972,405,4.958646617,0,0.95
607088205,0,0,0,0,8,0,2,335,1380,405,5,0,0.91
607143465,0,0,0,0,9,0,1,302,993,405,5,0,0.96
607196970,0,0,0,0,3,0,2,269,1029,509,5,0,0.93
607277340,0,0,0,0,20,0,1,423,999,405,4.266917293,0,0.93
607354200,0,0,0,0,0,0,3,599,1113,574,4,0,0.89
607382145,0,0,0,0,8,0,3,302,1029,405,5,0,0.93
607480560,0,0,0,0,3,0,8,258,972,405,5,0,0.97
607719465,0,0,0,0,0,0,29,4427,5025,17500,4,1,0.85
608031045,0,0,0,0,3,0,8,258,975,405,5,0,0.97
608047740,0,0,0,0,11,0,1,247,1014,405,5,0,0.99
608098050,0,0,0,0,0,0,29,2788,1092,405,4,2,0.82
608102730,0,0,0,0,0,0,21,357,1008,1159,4,0,0.73
608104485,1,0,0,0,7,0,30,2524,51153,463699,4,1,0.99
608187870,0,0,0,0,0,0,1,269,978,405,4.988721805,0,0.86
608218605,0,0,0,0,6,0,16,258,972,405,5,0,0.9
608341590,0,0,0,0,5,0,1,280,1038,405,4.507518797,0,0.93
608357565,0,0,0,0,20,0,2,247,1194,405,2.947368421,0,0.92
608386455,0,0,0,0,20,0,1,247,990,405,3.770676692,0,0.92
608485005,0,0,0,0,3,0,1,357,1014,574,5,0,0.93
608770665,0,0,0,0,3,0,2,423,4527,522,5,0,0.88
608955975,0,0,0,0,8,0,2,291,990,444,5,0,0.95
609065190,0,0,0,0,8,0,7,379,1536,1003,4,0,0.94
609416820,0,0,0,0,3,1,2,269,972,405,4,0,0.91
609604920,0,0,0,0,4,0,9,379,987,1016,4,0,0.96
609711210,0,0,0,1,8,0,1,258,981,405,4,0,0.86
609832665,0,0,0,0,15,0,1,258,981,405,4.909774436,0,0.97
609930495,0,0,0,0,8,0,1,544,1032,405,5,0,0.94
610008660,0,0,0,0,1,0,1,258,996,704,5,0,0.82
610151580,0,0,0,0,0,0,1,335,1173,665,5,0,0.84
610174485,0,0,0,0,8,0,4,665,987,405,5,0,0.97
610202835,0,0,0,0,8,0,3,280,1128,405,5,0,0.94
610212150,0,0,0,0,20,0,5,247,981,405,4.80075188,0,0.94
610216965,0,0,0,0,20,0,1,280,981,418,5,0,0.94
610337520,0,0,0,0,13,0,20,258,1113,405,5,0,0.88
610385670,0,0,0,0,8,1,1,269,993,405,4.796992481,0,0.98
610419060,0,0,0,0,0,0,1,346,996,405,4.755639098,0,0.88
610696530,0,0,0,0,3,1,2,269,972,405,4.834586466,0,0.95
610773525,0,0,0,0,13,0,15,852,1425,912,4,0,0.92
610886475,0,0,0,0,20,0,1,302,1089,405,5,0,0.94
611131860,0,0,0,0,13,0,1,632,1053,509,4,0,0.97
611199720,1,0,0,0,0,0,30,1072,5406,56305,4,1,0.95
611307450,0,0,0,0,6,0,1,412,996,444,4,0,0.94
611423550,0,0,0,0,8,0,15,302,1050,405,4,0,0.89
611600175,0,0,0,0,8,0,1,500,1608,457,4,0,0.96
611869365,0,0,0,0,13,0,22,445,3138,8348,4,1,0.86
611965080,0,0,0,0,20,0,6,258,981,405,5,0,0.94
612481815,0,0,0,0,3,0,1,258,975,405,5,0,0.94
612557325,0,0,0,1,3,0,28,1435,11283,405,4,0,0.8
612715950,0,0,0,0,1,0,1,291,981,405,4,0,0.83
613071675,0,0,0,0,15,0,2,247,981,405,5,0,0.97
613295640,0,0,0,0,0,0,5,478,1005,405,5,0,0.91
613478745,0,0,0,0,3,1,2,291,1002,405,5,0,0.98
613481265,1,0,1,0,0,0,30,654,1437,13795,4,1,0.82
613495530,0,0,0,0,0,0,5,555,1215,1367,4,0,0.71
613606545,0,0,0,0,8,0,4,368,2337,613,4,0,0.86
613799955,0,0,0,0,1,1,6,291,975,405,4.823308271,0,0.95
613867545,0,0,0,0,0,0,1,654,1080,405,5,0,0.91
614196720,0,0,0,0,6,0,12,302,1056,899,4,0,0.92
614383560,0,0,0,0,20,1,1,247,975,405,4.560150376,0,0.88
614459520,0,0,0,0,20,0,3,401,1128,1172,4,0,0.82
614494215,0,0,0,0,20,0,1,258,981,405,5,0,0.94
614606130,0,0,0,0,9,0,3,269,1044,405,4,0,0.95
614644695,0,0,0,0,8,0,7,335,2016,808,5,0,0.82
614689650,0,0,0,0,8,0,2,291,990,405,5,0,0.96
614715570,0,0,0,0,8,0,1,698,996,405,5,0,0.95
614974410,0,0,0,0,20,0,1,247,975,405,4.590225564,0,0.92
614982465,0,0,0,0,20,0,1,247,1002,405,4.135338346,0,0.93
615024045,0,0,0,0,8,1,1,280,1161,405,4.612781955,0,0.95
615227265,0,0,0,0,6,0,3,258,1011,418,5,0,0.96
615270285,0,0,0,0,9,0,1,346,1056,405,5,0,0.96
615276360,0,0,0,0,0,0,6,258,999,405,5,0,0.94
615333555,0,0,0,0,3,0,3,302,1014,1367,5,0,0.73
615365235,0,0,0,0,6,0,8,258,984,405,4.947368421,0,0.96
615403440,0,0,0,0,6,0,1,742,1089,405,5,0,0.91
615444165,0,0,0,0,8,0,1,709,1119,509,4,0,0.95
615492000,0,0,0,0,4,0,2,258,972,405,4.84962406,0,0.95
615502575,0,0,0,0,20,0,7,302,1053,405,5,0,0.94
615656745,0,0,0,0,14,0,1,258,990,405,4.766917293,0,0.99
615665160,0,0,0,0,8,0,1,302,987,405,4.729323308,0,0.96
615755475,0,0,0,0,20,0,7,280,1116,405,4,0,0.91
615827250,0,0,0,0,3,0,1,357,996,457,4,0,0.94
615958200,0,0,0,0,6,0,2,313,1017,535,5,0,0.95
615976335,0,0,0,0,20,0,16,588,2145,405,5,0,0.87
615995685,0,0,0,0,9,0,7,302,1332,405,4,0,0.87
616462245,0,0,0,1,0,0,22,9509,1383,2823,4,4,0.78
616695930,0,0,0,0,14,0,1,269,987,418,4.887218045,0,0.99
617080545,0,0,0,0,3,0,6,247,993,405,5,0,0.98
617114205,0,0,0,0,9,0,2,687,1020,600,4,0,0.96
617194350,0,0,0,0,5,0,5,412,1005,522,5,0,0.96
617204025,1,0,0,0,1,0,30,6187,25482,62532,5,1,0.97
617325075,0,0,0,0,9,1,2,291,1002,405,5,0,0.99
617778630,0,0,0,0,20,0,2,247,987,405,4.263157895,0,0.92
618453135,0,0,0,0,8,0,7,401,1029,405,5,0,0.95
618457635,0,0,0,0,20,0,1,258,987,405,4.496240602,0,0.92
618579900,0,0,0,0,20,0,1,247,1254,405,5,0,0.89
619065045,0,0,0,0,20,0,1,247,984,405,3.966165414,0,0.92
619143975,0,0,0,0,0,0,27,401,2376,10519,4,1,0.87
619259085,0,0,0,0,9,0,2,599,1017,548,5,0,0.96
619269255,0,0,0,0,2,0,2,269,1032,405,4.819548872,0,0.91
619561080,0,0,0,0,20,0,1,247,981,405,4.883458647,0,0.94
619809885,0,0,0,0,8,0,1,478,1002,613,5,0,0.97
619902765,0,0,0,0,20,0,1,247,978,405,4.360902256,0,0.9
620215920,0,0,0,0,14,0,5,368,1227,600,4,0,0.96
620245215,0,0,0,0,8,1,1,258,1011,405,4.785714286,0,0.98
620306370,0,0,0,0,1,0,7,423,1035,405,5,0,0.96
620425845,0,0,0,0,20,0,1,247,1317,405,3.191729323,0,0.87
620428455,0,0,0,0,8,0,1,291,1059,405,4.939849624,0,0.93
620661240,0,0,0,0,0,0,1,258,987,405,3,0,0.82
620882370,0,0,0,0,20,0,1,258,972,405,4.533834586,0,0.92
620902215,0,0,0,0,8,0,22,1490,2514,5436,4,1,0.75
620943480,0,0,0,0,8,0,1,302,1062,405,5,0,0.93
620978805,0,0,0,0,3,0,6,511,3615,1523,4,0,0.81
621189135,0,0,0,0,20,0,1,269,972,405,4.078947368,0,0.9
621259155,0,0,0,0,20,0,7,247,975,405,4.590225564,0,0.92
621310680,0,0,0,0,5,0,4,368,984,405,4.695488722,0,0.96
621549495,0,0,0,0,6,0,11,269,975,405,4.973684211,0,0.96
621849420,0,0,0,0,20,0,1,247,1152,405,2.616541353,0,0.92
621945045,0,0,0,0,7,0,2,269,1005,405,5,0,0.96
622259685,1,0,0,0,4,0,30,3580,2922,115793,4,1,0.91
622386180,0,0,0,0,8,0,1,269,1002,405,4.887218045,0,0.96
622447380,0,0,0,0,6,0,1,258,1008,405,4.921052632,0,0.95
622715310,0,0,0,0,8,0,13,445,1035,405,4,0,0.92
622918440,0,0,0,0,20,0,1,247,1029,405,4.379699248,0,0.93
623052180,0,0,0,0,1,0,1,313,993,405,4.691729323,0,0.89
623253780,0,0,0,0,20,1,1,258,972,405,4.578947368,0,0.88
623411865,0,0,0,0,8,0,1,412,1941,405,5,0,0.81
623490930,0,0,0,0,6,0,1,247,981,405,4.84962406,0,0.94
623712870,0,0,0,0,9,0,3,522,1008,405,5,0,0.98
623761065,0,0,0,0,4,0,3,258,999,405,4.729323308,0,0.98
623817675,0,0,0,0,9,1,1,258,1125,405,4.917293233,0,0.97
624086955,0,0,0,0,9,0,4,665,1110,470,5,0,0.94
624091635,0,0,0,0,20,1,3,258,978,405,4.642857143,0,0.89
624309255,0,0,0,0,1,0,1,291,1035,431,5,0,0.87
624331890,0,0,0,0,20,0,1,247,1068,405,4.563909774,0,0.95
624346110,0,0,0,0,6,0,2,434,1050,405,5,0,0.98
624419370,0,0,0,0,3,0,5,247,993,821,5,0,0.92
624435840,0,0,0,0,1,0,1,280,972,405,5,0,0.87
624604590,0,0,0,0,6,0,2,313,1014,431,4.808270677,0,0.96
624709350,0,0,0,0,3,0,8,423,984,951,5,0,0.95
624784545,0,0,0,0,8,1,1,247,990,405,5,0,0.98
625175325,0,0,0,0,1,1,2,665,987,405,5,0,0.93
625213845,0,0,0,0,8,0,8,313,1068,405,5,0,0.94
625261590,0,0,0,0,20,1,1,247,972,405,3.92481203,0,0.87
625295880,0,0,0,0,6,0,1,247,999,418,5,0,0.95
625392765,0,0,0,0,6,0,1,379,1065,405,4,0,0.92
625440780,0,0,0,0,0,0,10,291,1071,730,5,0,0.91
625568265,0,0,0,0,2,0,2,302,1050,405,5,0,0.93
625620690,0,0,0,0,1,0,3,247,981,405,5,0,0.89
625697235,0,0,0,0,6,0,1,269,1074,405,4.932330827,0,0.97
625751235,0,0,0,0,8,0,13,302,1083,405,4,0,0.92
625753215,0,0,0,0,5,0,6,445,972,405,4.793233083,0,0.96
625806315,0,0,0,0,19,0,1,324,1197,704,4,0,0.91
625868460,0,0,0,1,0,0,30,10587,1137,1146,4,4,0.92
626033430,0,0,0,0,8,1,11,269,1425,405,4,0,0.91
626084370,0,0,0,0,6,0,1,247,1047,405,4.736842105,0,0.95
626156820,0,0,0,0,3,1,1,258,984,405,4.834586466,0,0.97
626362470,0,0,0,0,20,1,2,500,1278,405,4,0,0.88
626408730,0,0,0,0,0,0,1,577,1185,652,5,0,0.87
626426505,0,0,0,0,6,0,1,258,987,405,4.796992481,0,0.95
626517180,0,0,0,0,4,0,18,390,978,405,5,0,0.92
626580405,0,0,0,0,8,0,5,302,1323,678,5,0,0.85
626685300,0,0,0,0,7,0,1,423,999,1055,4,0,0.93
626733990,0,0,0,0,8,0,1,258,1023,405,4.755639098,0,0.94
626806080,0,0,0,0,8,0,1,478,1017,405,5,0,0.97
