shop_index,manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,rf_label,rf_probs
245866905,0,0,0,0,6,0,8,313,1116,1081,5,0,0.95
245890890,0,0,0,0,9,0,16,676,1455,405,4,0,0.89
245940390,0,0,0,0,0,0,1,291,1014,405,4.868421053,0,0.87
246047895,1,1,0,0,10,0,30,1259,84126,326172,4,1,0.98
246054105,0,0,0,0,10,0,2,368,981,405,4.605263158,0,0.98
246239415,0,0,0,0,6,0,1,302,975,405,4.751879699,0,0.94
246252420,0,0,0,0,7,0,7,577,1104,1185,4,0,0.87
246345120,0,0,0,0,20,0,1,247,999,405,4.616541353,0,0.95
246422430,0,0,0,0,20,1,1,247,996,405,4.105263158,0,0.9
246500145,0,0,0,0,15,0,1,247,1059,405,5,0,0.97
246569445,0,0,0,0,8,0,1,434,1029,405,4.793233083,0,0.96
246613005,0,0,0,0,7,0,1,258,1020,405,4.770676692,0,0.96
246763935,0,0,0,0,20,0,5,247,975,405,4,0,0.89
246771675,0,0,0,0,20,0,1,258,1119,405,4.056390977,0,0.93
246787470,0,0,0,0,8,0,16,401,1086,405,5,0,0.9
246926835,0,0,0,0,12,0,3,280,1038,769,5,0,0.93
246952395,0,0,0,0,8,1,1,258,981,405,4.642857143,0,0.97
247068180,0,0,0,0,0,0,6,390,1011,652,5,0,0.89
247093515,0,0,0,0,20,0,1,258,993,405,4.432330827,0,0.92
247149945,0,0,0,0,3,0,26,258,1320,405,5,0,0.86
247161015,0,0,0,0,6,0,3,280,1263,405,4,0,0.87
247176720,0,0,0,0,6,0,1,247,975,405,5,0,0.94
247356855,0,0,0,0,5,0,1,280,999,405,4.793233083,0,0.95
247360140,0,0,0,1,20,0,29,456,33741,886,4,0,0.93
247366305,0,0,0,0,20,1,1,247,1026,405,3.42481203,0,0.9
247624830,0,0,0,0,20,0,1,247,996,405,4.120300752,0,0.93
247761630,0,0,0,0,8,1,2,291,1176,405,5,0,0.95
247769730,0,0,0,0,3,0,1,445,1014,405,5,0,0.99
247807305,0,0,0,0,4,0,5,445,1158,1432,4,0,0.76
248060925,0,0,0,0,8,0,1,313,984,405,4.887218045,0,0.96
248154120,0,0,0,0,6,0,8,313,996,405,5,0,0.97
248166765,0,0,0,0,20,0,1,247,1347,405,3.176691729,0,0.89
248196690,0,0,0,0,20,0,2,280,1008,405,5,0,0.95
248293215,0,0,0,0,20,0,1,258,975,405,4.77443609,0,0.92
248466690,0,0,0,0,8,0,1,423,1107,405,5,0,0.97
248470695,0,0,0,0,3,0,1,269,1008,574,4,0,0.93
248527755,0,0,0,0,6,0,2,280,1164,743,5,0,0.93
248557950,0,0,0,0,0,0,26,599,1872,19684,4,1,0.86
248673240,0,0,0,0,20,0,1,247,975,405,4.593984962,0,0.92
248756445,0,0,0,0,3,0,3,258,1011,1354,5,0,0.73
248792310,0,0,0,0,20,0,3,786,1077,405,4,0,0.89
248997465,0,0,0,0,9,0,1,489,1008,405,5,0,0.98
249131025,0,0,0,0,15,0,2,324,1626,444,4,0,0.94
249131295,0,0,0,0,8,0,2,786,1098,405,4,0,0.91
249201450,0,0,0,0,8,0,22,1105,2013,9401,4,1,0.84
249323400,0,0,0,0,3,0,2,258,1080,743,5,0,0.91
249342435,0,0,0,0,20,0,1,247,972,405,3.77443609,0,0.9
249433290,0,0,0,0,20,0,3,247,972,405,4.894736842,0,0.92
249848280,0,0,0,0,8,0,3,269,1083,405,5,0,0.95
249854625,0,0,0,0,15,0,4,280,987,405,5,0,0.97
249913440,0,0,0,0,19,0,1,313,1053,522,5,0,0.93
249917535,0,0,0,0,20,0,1,247,1002,405,4.15037594,0,0.93
250012890,0,0,1,0,9,0,29,445,2601,14640,5,1,0.79
250043085,0,0,0,0,7,0,14,280,1800,405,4,0,0.78
250105275,0,0,0,0,1,0,5,478,1017,405,5,0,0.92
250157520,0,0,0,0,20,0,1,247,1008,405,4.255639098,0,0.93
250174395,0,0,0,0,7,0,9,1677,5652,3018,4,0,0.79
250191900,1,0,0,0,8,0,15,1424,9852,28069,4,1,0.74
250204500,0,0,0,0,4,0,1,313,984,418,4.830827068,0,0.97
250355025,0,0,0,0,3,0,1,258,972,405,5,0,0.94
250361775,0,0,0,0,1,0,2,445,978,405,5,0,0.89
250430670,0,0,0,0,20,0,23,313,1017,561,4,0,0.88
250482375,0,0,0,0,15,0,1,258,999,405,4.545112782,0,0.98
250515675,0,0,0,0,8,0,9,434,1128,405,5,0,0.95
250639830,0,0,0,0,0,0,1,379,1047,405,5,0,0.88
250728435,0,0,0,0,20,0,1,247,990,405,4.214285714,0,0.92
250785900,0,0,0,0,20,0,1,247,996,405,5,0,0.95
250832925,0,0,0,0,8,0,7,247,1113,405,4,0,0.93
250917300,0,0,0,0,8,0,8,918,1506,795,4,0,0.81
250967970,0,0,0,0,6,0,2,258,1155,405,2.898496241,0,0.92
251025255,0,0,0,0,8,0,18,324,11556,405,4,0,0.88
251051085,0,0,0,0,20,0,3,247,1053,405,3.744360902,0,0.93
251091675,0,0,0,0,6,0,1,368,1047,1211,5,0,0.83
251098875,0,0,0,0,5,1,3,357,1191,405,4.353383459,0,0.95
251113320,0,0,0,0,6,0,1,291,984,405,4.917293233,0,0.94
251154945,0,0,0,0,8,0,2,302,1017,405,5,0,0.94
251179020,0,0,0,0,8,0,1,291,1056,405,4.906015038,0,0.93
251190675,0,0,0,0,9,0,4,280,1017,418,5,0,0.95
251212320,0,0,0,0,1,0,3,379,1596,665,4,0,0.87
251221410,0,0,0,0,20,1,2,247,1023,405,3.443609023,0,0.89
251233920,0,0,0,0,19,0,3,533,5034,652,4,0,0.86
251262405,0,0,0,0,6,0,1,324,1026,405,4.447368421,0,0.92
251279055,0,0,0,0,20,0,1,269,987,405,4.657894737,0,0.94
251299575,0,0,0,0,0,0,1,258,972,405,4.966165414,0,0.86
251301600,0,0,0,0,20,0,3,247,1002,405,4.184210526,0,0.93
251363520,0,0,0,0,6,0,1,291,1017,405,4.736842105,0,0.94
251521290,0,0,0,0,7,0,1,269,1119,405,5,0,0.95
251535915,0,0,0,0,20,0,1,247,990,405,4.003759398,0,0.92
251633070,0,0,0,0,6,0,6,269,1176,405,4.541353383,0,0.97
251660250,0,0,0,0,0,0,1,280,996,405,5,0,0.87
251733870,0,0,0,0,14,0,20,522,2169,4669,4,1,0.84
251838270,0,0,0,0,19,0,1,291,1029,405,4.808270677,0,0.94
251871750,0,0,0,0,8,0,1,258,1014,522,4,0,0.96
251898390,0,0,0,0,7,0,1,269,978,405,4.233082707,0,0.92
251917335,0,0,0,0,3,0,28,500,9558,36805,5,1,0.85
251937810,0,0,0,0,3,0,4,258,978,405,5,0,0.96
251954280,0,0,0,0,1,0,1,291,1122,405,5,0,0.91
251992755,0,0,0,0,20,0,1,269,981,405,5,0,0.94
252099720,0,0,0,0,20,1,1,258,990,405,4.917293233,0,0.9
252209160,0,0,0,0,16,0,9,258,1026,405,5,0,0.95
252231840,0,0,0,0,8,0,2,280,1011,405,4.838345865,0,0.96
252238860,0,0,0,0,16,0,2,247,1020,405,5,0,0.96
252239760,0,0,0,0,20,0,4,566,1065,405,5,0,0.94
252272745,0,0,0,0,20,0,4,1226,6105,886,4,0,0.73
252398295,0,0,0,0,8,0,5,445,1110,405,5,0,0.96
252415485,0,0,0,0,20,0,1,247,978,405,4.45112782,0,0.9
252425295,0,0,0,0,9,0,1,258,987,405,5,0,0.96
252457200,0,0,0,0,11,0,1,247,1071,418,5,0,0.97
252606735,0,0,0,0,1,1,9,335,981,405,4,0,0.92
252614340,0,0,0,0,8,0,7,269,1368,405,5,0,0.89
252772830,0,0,0,0,20,0,1,258,1008,405,4.556390977,0,0.95
252806400,0,0,0,0,20,0,1,280,981,405,5,0,0.94
252892800,0,0,0,0,6,0,1,247,1065,431,5,0,0.95
252931230,0,0,0,0,20,0,1,247,984,405,3.954887218,0,0.92
253135170,0,0,0,0,8,0,2,247,999,496,5,0,0.95
253137600,0,0,0,0,0,0,1,368,1074,535,5,0,0.86
253147230,0,0,0,0,6,0,3,269,1026,665,4,0,0.93
253208070,0,0,0,0,1,0,28,269,1041,405,5,0,0.8
253213650,0,0,0,0,6,0,1,335,1131,834,5,0,0.95
253221390,0,0,0,0,13,0,1,269,999,405,4.864661654,0,0.99
253225035,0,0,0,0,11,0,2,280,1053,730,4,0,0.95
253347525,0,0,0,0,8,0,3,258,975,405,4,0,0.94
253454400,0,0,0,0,4,0,26,379,1080,405,4,0,0.91
253607400,0,0,0,1,8,0,29,11654,162915,768588,4,1,0.8
253714185,0,0,0,0,9,0,1,269,1026,405,5,0,0.95
253745100,0,0,0,0,6,0,2,269,984,405,4.834586466,0,0.94
253747890,0,0,0,0,20,0,1,247,1011,405,3.601503759,0,0.93
253866285,0,0,0,0,8,0,12,390,1182,665,4,0,0.93
253881180,0,0,0,0,4,0,3,390,993,405,4,0,0.95
253902915,0,0,0,0,20,0,1,247,1140,405,3.770676692,0,0.92
254001645,0,0,0,0,20,0,1,269,1017,405,4.906015038,0,0.95
254044215,0,0,0,0,1,1,8,258,1008,405,4.868421053,0,0.98
254145420,0,0,0,0,19,0,2,247,1047,405,5,0,0.94
254310705,0,0,0,0,1,0,1,258,978,405,5,0,0.87
254413305,0,0,1,0,20,0,20,456,2463,5293,4,1,0.73
254598930,0,0,0,0,0,0,2,731,1035,405,5,0,0.83
254663640,0,0,0,0,6,0,3,269,1095,483,4,0,0.96
254680920,0,0,0,0,6,0,24,357,5052,1185,5,0,0.87
254805255,0,0,0,0,20,0,1,247,975,405,4.593984962,0,0.92
254805615,0,0,0,0,6,0,1,269,993,405,4.887218045,0,0.95
254835495,0,0,0,0,20,0,15,313,2802,405,4.281954887,0,0.85
254860425,0,0,0,0,3,0,4,258,978,405,5,0,0.96
254970990,0,0,0,0,5,0,1,269,1032,405,4.917293233,0,0.94
254989485,0,0,0,0,6,0,5,588,1143,886,3,0,0.96
255012885,0,0,0,0,3,0,1,247,972,405,5,0,0.94
255079170,0,0,0,0,0,0,29,7078,10917,36116,4,1,0.84
255092130,0,0,0,0,8,0,1,291,987,405,5,0,0.96
255134745,0,0,0,0,13,0,1,907,1047,405,5,0,0.71
255171645,0,0,0,0,6,0,1,654,1119,1029,5,0,0.95
255177585,0,0,0,0,20,0,1,247,999,405,4.488721805,0,0.93
255185010,0,0,0,0,6,0,3,269,1050,405,5,0,0.97
255217275,0,0,0,0,13,0,1,258,1008,405,4.778195489,0,0.99
255230235,0,0,0,0,4,0,15,555,2421,9297,4,1,0.85
255304260,0,0,0,0,3,0,1,247,984,405,5,0,0.95
255394800,0,0,0,0,8,0,1,269,1017,405,4.838345865,0,0.95
255520305,0,0,0,0,20,0,1,247,1056,405,4.672932331,0,0.95
255535785,0,0,0,0,3,0,3,258,1065,626,5,0,0.91
255625740,1,0,0,0,8,0,29,1523,27492,226657,4,1,0.95
255778425,0,0,0,0,9,0,1,632,1020,405,4,0,0.97
255882285,0,0,0,0,0,0,1,269,1140,418,5,0,0.9
255967155,0,0,0,0,8,1,3,291,975,405,5,0,0.96
256012830,0,0,0,0,1,0,1,324,1191,405,4,0,0.86
256030785,0,0,1,0,4,0,30,2139,2844,8595,4,1,0.74
256199265,0,0,0,0,20,1,3,247,978,405,4.864661654,0,0.89
256391415,0,0,0,0,6,0,1,335,1023,405,4.894736842,0,0.96
256410855,0,0,0,0,5,0,22,500,1161,457,4,0,0.89
256418145,0,0,0,0,1,0,6,368,1050,405,5,0,0.97
256455720,0,0,0,0,0,0,5,478,1503,405,4,0,0.86
256470705,0,0,0,0,3,0,4,357,1029,821,4,0,0.94
256480155,0,0,0,0,20,0,1,247,975,418,5,0,0.92
256508325,0,0,0,0,20,0,2,247,978,405,4.421052632,0,0.9
256606785,0,0,0,0,8,0,1,247,1065,405,5,0,0.94
256683600,0,0,0,0,6,0,1,555,1476,886,4,0,0.99
256685400,0,0,0,0,3,1,6,258,993,405,4,0,0.96
256740660,0,0,0,0,20,0,27,302,1797,405,4,0,0.92
256827015,0,0,0,0,0,0,1,291,1194,405,4.590225564,0,0.89
256831605,0,0,0,0,6,1,4,291,1044,405,5,0,0.98
256883985,0,0,0,0,20,0,1,247,1173,405,3.657894737,0,0.92
256927500,0,0,0,0,1,0,1,324,1476,405,4,0,0.84
256939425,0,0,0,0,6,0,2,324,1008,405,4.827067669,0,0.96
256990680,0,0,0,0,4,0,21,665,1023,405,4,0,0.87
257108040,0,0,0,0,20,0,5,291,1068,704,4,0,0.91
257115735,0,0,0,0,8,0,21,423,1185,405,4,0,0.88
257141745,0,0,0,0,1,0,7,852,2694,873,5,0,0.77
257186925,0,0,0,0,0,1,12,280,1056,405,5,0,0.97
257207715,0,0,0,0,20,0,1,247,987,405,4.169172932,0,0.92
257351715,0,0,0,0,20,0,14,533,1599,405,5,0,0.9
257435280,0,0,0,0,8,0,2,368,2187,405,5,0,0.84
257514030,0,0,0,0,8,0,1,368,1116,405,5,0,0.96
257551245,0,0,0,0,20,0,1,247,1341,405,3.157894737,0,0.89
257785020,0,0,0,0,8,0,7,533,1218,899,4,0,0.93
257803560,0,0,0,0,0,0,2,313,1059,405,4.763157895,0,0.89
257877585,0,0,0,0,9,0,1,247,1008,418,4.421052632,0,0.97
257879520,0,0,0,1,14,0,1,621,5034,444,4,0,0.84
257910435,0,0,0,0,13,0,18,2909,5538,3005,4,0,0.71
257968845,0,0,0,0,20,0,1,247,1038,405,4.255639098,0,0.92
257987205,0,0,0,0,15,0,1,434,978,405,4.796992481,0,0.96
258029505,0,0,0,0,1,0,2,269,987,405,4.917293233,0,0.88
258152535,0,0,0,0,1,0,1,313,975,405,4.733082707,0,0.87
258238890,0,0,0,0,0,0,4,335,1182,405,5,0,0.92
258307110,0,0,0,0,8,0,1,467,1101,405,4.605263158,0,0.96
258335955,0,0,0,0,8,0,2,478,1029,405,5,0,0.95
258368715,0,0,0,0,6,1,1,280,1008,405,5,0,0.98
258372720,0,0,0,0,20,0,1,247,1380,405,3.191729323,0,0.89
258533010,0,0,0,0,8,0,1,269,981,405,4.680451128,0,0.95
258585660,0,0,0,0,3,0,13,379,1107,873,5,0,0.97
258587145,0,0,0,0,7,0,1,335,1008,405,4,0,0.95
258597900,0,0,0,0,20,0,1,247,987,405,4.545112782,0,0.94
258677235,0,0,0,0,17,0,1,291,1056,1133,3,0,0.86
258736410,0,0,0,0,7,0,1,1259,3012,873,4,0,0.76
258819165,0,0,0,0,9,0,4,786,1200,899,4,0,0.93
258872220,0,0,0,0,6,0,1,291,1014,405,4.842105263,0,0.95
258901425,0,0,0,0,20,1,1,247,984,405,3.921052632,0,0.89
258967035,0,0,0,0,20,0,1,247,975,405,4.586466165,0,0.92
258992505,0,0,0,0,0,1,1,313,999,405,5,0,0.9
259390665,0,0,0,0,20,0,1,247,975,405,4.57518797,0,0.92
259439715,0,0,0,0,7,0,25,445,1797,405,4,0,0.85
259502355,0,0,0,0,7,0,1,368,1176,405,5,0,0.96
259523325,0,0,0,0,15,0,30,1347,3372,27029,4,1,0.92
259622550,0,0,0,0,4,0,1,258,984,405,4.154135338,0,0.92
259782570,0,0,0,0,1,0,7,357,1131,418,5,0,0.99
259924185,1,0,0,0,1,0,25,3371,4908,14172,5,1,0.8
259945560,0,0,0,0,20,0,1,247,1044,405,2.823308271,0,0.92
259966845,0,0,0,0,0,0,3,302,1095,431,4,0,0.86
260030160,0,0,0,0,20,0,1,247,1029,405,4.304511278,0,0.93
260082990,0,0,0,0,5,0,3,335,1002,405,5,0,0.96
260103015,0,0,0,0,1,0,1,401,1029,405,4,0,0.87
260166330,0,0,0,0,16,0,1,258,984,405,4.503759398,0,0.95
260181450,0,0,0,0,3,0,3,258,1032,704,4,0,0.91
260243910,0,0,0,0,11,0,1,412,1068,834,4,0,0.96
260249040,0,0,0,0,8,0,2,291,1005,405,5,0,0.96
260261640,0,0,0,0,16,0,1,258,981,405,5,0,0.95
260320725,0,0,0,0,3,0,1,401,1059,1263,4,0,0.81
260404020,0,0,0,0,8,0,1,280,1128,418,4.770676692,0,0.94
260712450,0,0,0,0,5,0,3,280,1077,405,4.65037594,0,0.97
260766495,0,0,0,0,8,0,2,258,1008,691,5,0,0.94
260811585,0,0,0,0,9,0,1,302,1074,405,4.740601504,0,0.95
260888175,0,0,0,0,20,0,23,269,1260,405,4,0,0.86
260948205,0,0,0,0,20,0,1,247,1008,405,4.428571429,0,0.93
260962470,0,0,0,0,16,0,13,489,1002,405,4,0,0.96
261022545,0,0,0,0,6,0,23,1072,2268,2498,5,1,0.77
261054810,0,0,0,0,8,0,1,269,1233,405,5,0,0.94
261075600,0,0,0,0,9,0,2,291,999,405,4.812030075,0,0.97
261095445,0,0,0,0,7,0,1,302,990,405,4.620300752,0,0.96
261097605,0,0,0,0,15,0,1,291,1488,405,5,0,0.91
261196380,0,0,0,0,1,0,1,280,1215,405,4.537593985,0,0.89
261196875,0,0,0,0,20,0,2,247,981,405,4.853383459,0,0.94
261278010,0,0,0,0,0,0,1,280,996,405,4.714285714,0,0.87
261282960,0,0,0,0,4,0,2,632,1314,431,5,0,0.93
261305775,0,0,0,0,1,0,1,390,10671,431,4,0,0.82
261309150,0,0,0,0,8,0,6,445,1290,496,5,0,0.9
261323280,0,0,0,0,6,1,1,302,975,405,4.706766917,0,0.96
261352755,0,0,0,0,20,0,1,291,1023,405,4.84962406,0,0.93
261360315,0,0,0,0,6,0,1,269,1017,405,5,0,0.95
261368190,0,0,0,0,8,0,3,313,993,405,4,0,0.97
261454950,0,0,0,0,0,0,21,412,972,405,3.54887218,0,0.87
261587925,0,0,0,0,3,1,2,247,1080,405,5,0,0.98
261593865,0,0,0,0,8,1,4,401,1107,405,5,0,0.96
261653085,0,0,0,0,9,0,1,258,984,405,4.447368421,0,0.95
261823995,0,0,0,0,15,0,1,280,1032,405,4.72556391,0,0.95
261906615,0,0,0,0,0,1,3,269,1032,405,4.69924812,0,0.91
261927855,0,0,0,0,15,0,1,720,1074,639,5,0,0.89
261959715,0,0,0,0,20,0,1,247,987,405,4.15037594,0,0.92
262028925,0,0,0,0,1,0,1,258,999,405,4.729323308,0,0.88
262074060,0,0,0,0,8,0,7,687,987,405,3,0,0.95
262195155,0,0,0,0,6,1,4,302,1041,405,4.654135338,0,0.98
262311795,0,0,0,0,6,0,1,379,990,405,4.669172932,0,0.96
262335285,0,0,0,0,20,0,1,247,990,405,3.778195489,0,0.92
262410525,0,0,0,0,9,0,5,533,1158,561,5,0,0.95
262422720,0,0,0,0,8,0,2,247,1008,405,4.781954887,0,0.96
262425870,0,0,0,0,3,0,2,258,1020,405,5,0,0.96
262488420,0,0,0,0,8,0,5,247,984,418,5,0,0.95
262514430,0,0,0,0,8,0,13,269,1128,405,4,0,0.92
262541295,0,0,0,0,6,0,1,489,1134,665,5,0,0.96
262564875,0,0,0,0,20,0,1,247,1005,405,5,0,0.95
262577115,0,0,0,0,8,0,1,291,978,405,5,0,0.95
262597275,0,0,0,0,8,0,3,280,1047,405,5,0,0.93
262636470,0,0,0,0,8,0,1,258,972,405,4.672932331,0,0.95
262717380,0,0,0,0,6,0,4,258,1047,1380,4,0,0.72
262833300,0,0,0,0,3,0,1,302,1005,405,4,0,0.93
262842165,0,0,0,0,6,0,29,302,1350,2914,5,1,0.84
262852965,0,0,0,0,20,0,2,247,1119,405,3,0,0.93
262880775,0,0,0,0,3,0,3,390,1143,1458,5,0,0.73
262912185,0,0,0,0,3,0,29,643,1044,405,5,0,0.88
262937475,0,0,0,0,20,0,2,258,1011,405,4.394736842,0,0.93
263077020,0,0,0,0,8,0,1,302,981,405,4.69924812,0,0.95
263087730,0,0,0,0,1,0,6,247,1086,405,5,0,0.96
263134485,0,0,0,0,20,0,1,324,984,405,5,0,0.94
263208420,0,0,0,0,9,0,5,291,2325,405,4,0,0.81
263234430,0,0,0,0,20,0,1,247,978,405,4.616541353,0,0.93
263254140,0,0,0,0,0,0,3,302,990,405,5,0,0.88
263259675,0,0,0,0,3,0,1,313,1008,743,4,0,0.92
263427255,0,0,0,0,8,0,2,511,1029,418,4,0,0.95
263466405,0,0,0,0,6,0,1,258,1011,405,4.804511278,0,0.95
263466675,0,0,0,0,8,0,1,269,1275,405,4.07518797,0,0.9
263488320,0,0,0,0,8,0,5,544,1005,405,5,0,0.97
263589030,0,0,0,0,20,0,1,247,972,405,3.72556391,0,0.9
263757870,0,0,0,0,9,0,1,247,1044,405,5,0,0.95
263763000,0,0,0,0,0,0,22,445,3081,9622,5,1,0.86
263765880,0,0,0,0,4,1,2,247,981,405,4,0,0.93
263840625,0,0,0,0,6,0,2,302,1221,1055,4,0,0.89
263974320,0,0,0,0,20,0,1,247,981,405,4.789473684,0,0.94
264016800,0,0,0,0,14,0,9,313,1065,405,5,0,0.98
264022020,0,0,0,0,20,0,1,247,972,405,3.72556391,0,0.9
264030210,0,0,0,0,7,0,1,280,984,405,4.609022556,0,0.95
264073905,0,0,0,0,20,0,1,247,1008,405,4.402255639,0,0.93
264096630,0,0,0,0,8,0,9,302,1272,405,5,0,0.87
264120345,0,0,0,0,4,0,27,357,2550,405,5,0,0.84
264146400,0,0,0,0,4,0,2,357,1032,405,5,0,0.97
264151035,0,0,0,0,20,0,2,247,978,405,4.439849624,0,0.9
264176640,0,0,0,0,8,1,1,258,972,405,4.639097744,0,0.96
264184200,0,0,0,0,20,1,1,258,990,405,5,0,0.9
264258675,0,0,0,0,20,1,1,247,972,405,4.251879699,0,0.87
264283110,0,0,0,0,8,0,7,401,1182,587,4,0,0.95
264301695,0,0,0,0,8,0,7,258,1050,405,5,0,0.95
264334275,0,0,0,0,3,0,4,280,1017,405,5,0,0.97
264346740,0,0,0,0,5,0,6,720,1068,509,4,0,0.96
264461715,0,0,0,0,6,0,1,577,1149,405,5,0,0.98
264498120,0,0,0,0,9,0,1,247,996,405,5,0,0.97
264641400,0,0,0,0,20,0,1,247,972,405,5,0,0.92
264702870,0,0,0,0,0,1,3,742,984,405,4.515037594,0,0.89
264885615,0,0,0,0,4,0,21,687,1017,405,4,0,0.83
264940200,0,0,0,0,20,0,1,247,987,405,4.206766917,0,0.92
265122495,0,0,0,0,14,0,20,3206,69126,3161,5,0,0.75
265124835,0,0,0,0,20,0,16,390,1218,4474,4,1,0.74
265399650,0,0,0,0,20,0,1,247,981,405,4.804511278,0,0.94
265426155,0,0,0,0,0,0,1,258,1059,405,4.996240602,0,0.88
265450185,0,0,0,0,8,0,2,247,1209,678,5,0,0.93
265461615,0,0,0,0,20,0,12,258,1008,925,5,0,0.94
265477455,0,0,0,0,4,0,13,1369,2796,13418,4,1,0.81
265501620,1,0,0,0,20,0,30,4867,31266,80134,4,1,0.81
265544415,0,0,0,0,4,0,11,280,1008,405,5,0,0.98
265587075,0,0,0,0,20,0,1,247,978,405,4.383458647,0,0.9
265617900,0,0,0,0,6,0,2,291,1179,405,5,0,0.95
265788585,0,0,1,0,7,0,30,489,1542,405,5,0,0.83
265788675,0,0,0,0,20,0,2,247,993,405,4.233082707,0,0.92
265807935,0,0,0,0,9,0,3,434,1062,457,5,0,0.94
265956840,0,0,0,0,0,0,2,291,1068,405,5,0,0.88
265971735,0,0,0,0,6,0,3,346,1002,639,4,0,0.95
265981545,0,0,0,0,5,0,2,313,978,405,5,0,0.94
265989870,0,0,0,0,20,0,1,247,1299,405,3.909774436,0,0.88
266050485,0,0,0,0,6,0,1,379,1074,418,5,0,0.98
266249880,0,0,0,0,20,0,1,269,1023,405,4.714285714,0,0.94
266294025,0,0,0,0,20,0,1,247,1005,405,3.071428571,0,0.93
266358465,0,0,0,0,20,0,23,687,6165,405,5,0,0.91
266456880,0,0,0,0,11,0,6,269,984,834,4,0,0.97
266490000,0,0,0,0,6,0,1,258,975,405,4.315789474,0,0.91
266495310,0,0,0,0,4,0,3,467,1167,756,4,0,0.97
266675130,0,0,0,0,0,0,1,313,1065,405,4.744360902,0,0.89
266722020,0,0,0,0,6,0,9,313,1014,405,5,0,0.97
266750550,0,0,0,0,8,0,3,269,984,405,5,0,0.95
266850675,0,0,0,0,13,0,6,280,1008,405,5,0,0.99
266896575,0,0,0,0,20,0,2,357,1032,405,5,0,0.94
266988690,0,0,0,0,6,1,2,258,990,405,4.759398496,0,0.98
266993550,0,0,0,0,4,0,3,390,1029,431,4.69924812,0,0.99
266995035,0,0,0,0,8,0,12,1061,21864,8907,4,0,0.75
267006465,0,0,0,0,6,0,23,643,1590,4292,4,1,0.85
267092640,0,0,0,0,9,0,10,456,1575,8816,5,1,0.8
267172515,0,0,0,0,8,0,1,467,993,548,5,0,0.97
267201315,0,0,0,0,8,0,1,258,1377,470,5,0,0.9
267210315,0,0,0,0,1,0,1,258,981,405,4.364661654,0,0.83
267216615,0,0,0,0,1,0,1,247,990,405,4.766917293,0,0.88
267219450,0,0,0,0,9,0,9,390,1221,405,5,0,0.94
267247080,0,0,0,0,7,0,1,346,1167,1406,4,0,0.74
267355440,0,0,0,0,20,0,1,247,1077,405,2.65037594,0,0.93
267390045,0,0,0,0,15,1,1,269,990,405,4.428571429,0,0.92
267471405,0,0,0,0,8,0,1,269,1032,405,5,0,0.93
267516225,0,0,0,0,3,0,5,346,1017,782,4,0,0.94
267580710,0,0,0,0,8,0,1,258,1056,405,5,0,0.94
267608385,0,0,0,0,20,0,1,247,975,405,4.593984962,0,0.92
267650505,0,0,0,0,20,0,1,258,1008,444,5,0,0.94
267667740,0,0,0,0,8,0,9,390,1050,405,5,0,0.95
267790230,0,0,0,0,20,0,1,247,1008,405,4.432330827,0,0.93
267802560,0,0,0,0,9,0,7,313,1173,405,5,0,0.97
267814125,0,0,0,0,6,0,3,313,1071,405,4,0,0.94
267816555,0,0,0,0,3,0,14,269,1038,405,4,0,0.92
267850485,0,0,0,0,15,0,23,313,972,2394,5,1,0.77
267863895,0,0,0,0,20,0,2,258,1041,405,3.669172932,0,0.92
268000110,0,0,0,0,8,0,5,258,1011,405,5,0,0.96
268564275,0,0,0,0,0,0,30,324,1815,7841,4,1,0.88
268745220,0,0,0,0,11,0,3,302,996,483,4,0,0.98
268750215,0,0,0,0,1,1,2,313,978,405,4,0,0.83
268934085,0,0,0,0,5,0,3,291,1077,405,5,0,0.97
268945920,0,0,0,0,1,0,4,654,1029,405,5,0,0.91
268946415,0,0,0,0,6,0,4,665,999,405,5,0,0.97
269037585,0,0,0,0,1,1,3,258,984,405,5,0,0.92
269111970,0,0,0,0,6,1,3,258,993,405,5,0,0.99
269197470,0,0,0,0,5,0,3,445,1131,483,4,0,0.98
269330805,0,0,0,0,0,0,2,302,1089,405,5,0,0.88
269382375,1,0,0,0,8,0,30,3624,330699,420266,4,1,0.97
269467920,0,0,0,0,20,0,1,247,1089,457,4,0,0.93
269510760,0,0,0,0,20,0,2,247,972,405,4.285714286,0,0.9
269520975,0,0,0,0,2,0,2,401,1164,405,4,0,0.92
269654715,0,0,0,0,2,0,1,247,1053,405,4.631578947,0,0.93
269929665,0,0,0,0,8,0,19,1765,11010,58047,4,1,0.78
269979075,0,0,0,0,8,0,1,368,1293,405,5,0,0.91
270197955,0,0,0,0,6,0,1,313,1017,405,4.695488722,0,0.96
270235350,0,0,0,0,6,0,2,291,981,405,4.672932331,0,0.94
270250830,0,0,0,0,20,0,1,247,990,405,4.146616541,0,0.92
270291780,0,0,0,0,9,0,1,368,993,431,5,0,0.97
270495675,0,0,0,0,9,0,1,247,1023,405,5,0,0.95
270532440,0,0,0,0,7,0,1,258,972,405,4.646616541,0,0.94
270568530,0,0,0,0,0,0,3,357,1086,405,4.5,0,0.86
270594720,0,0,0,0,7,1,1,269,975,405,5,0,0.96
